"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia PAITA",,,,,,,
"Viviendas particulares (001)",24305,9669,548,1952,5365,117,6654
"Ocupantes presentes (002)",107818,46289,2554,8487,22860,556,27072
"Casa independiente",,,,,,,
"Viviendas particulares (004)",24126,9599,544,1947,5355,116,6565
"Ocupantes presentes (005)",107208,46020,2545,8470,22835,545,26793
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",38,37,1,,,,
"Ocupantes presentes (008)",127,124,3,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",14,8,3,,,,3
"Ocupantes presentes (011)",41,25,6,,,,10
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",20,14,,,,,6
"Ocupantes presentes (014)",123,97,,,,,26
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",4,,,,,1,3
"Ocupantes presentes (017)",24,,,,,11,13
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",73,3,,4,3,,63
"Ocupantes presentes (020)",215,8,,16,9,,182
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",22,8,,1,4,,9
"Ocupantes presentes (023)",55,15,,1,7,,32
"Otro tipo",,,,,,,
"Viviendas particulares (025)",8,,,,3,,5
"Ocupantes presentes (026)",25,,,,9,,16
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",23213,9638,543,1908,4970,75,6079
"Ocupantes presentes (029)",102971,46162,2529,8279,21047,343,24611
"Casa independiente",,,,,,,
"Viviendas particulares (031)",23040,9569,539,1904,4960,75,5993
"Ocupantes presentes (032)",102388,45895,2520,8263,21022,343,24345
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",38,37,1,,,,
"Ocupantes presentes (035)",127,124,3,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",14,8,3,,,,3
"Ocupantes presentes (038)",41,25,6,,,,10
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",20,14,,,,,6
"Ocupantes presentes (041)",123,97,,,,,26
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",73,3,,4,3,,63
"Ocupantes presentes (047)",215,8,,16,9,,182
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",20,7,,,4,,9
"Ocupantes presentes (050)",52,13,,,7,,32
"Otro tipo",,,,,,,
"Viviendas particulares (052)",8,,,,3,,5
"Ocupantes presentes (053)",25,,,,9,,16
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",1092,31,5,44,395,42,575
"Ocupantes presentes (056)",4847,127,25,208,1813,213,2461
"Casa independiente",,,,,,,
"Viviendas particulares (058)",1086,30,5,43,395,41,572
"Ocupantes presentes (059)",4820,125,25,207,1813,202,2448
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",4,,,,,1,3
"Ocupantes presentes (071)",24,,,,,11,13
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,1,,1,,,
"Ocupantes presentes (077)",3,2,,1,,,
"Otro tipo",,,,,,,
