"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia YAULI",,,,,,,,,
"Hogares (001)",14067,522,186,166,124,77,36,31,12925
"Ocupantes presentes (002)",48147,1398,524,481,440,312,179,186,44627
"Casa independiente",,,,,,,,,
"Hogares (004)",10447,379,126,123,83,50,31,25,9630
"Ocupantes presentes (005)",36603,1078,380,364,285,203,153,158,33982
"Departamento en edificio",,,,,,,,,
"Hogares (007)",1516,69,31,24,22,15,3,5,1347
"Ocupantes presentes (008)",4867,151,82,64,78,64,13,24,4391
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",720,29,9,5,8,7,,,662
"Ocupantes presentes (011)",2327,64,27,10,32,26,,,2168
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",700,18,13,12,10,4,1,1,641
"Ocupantes presentes (014)",2454,48,25,38,40,15,6,4,2278
"Choza o cabaña",,,,,,,,,
"Hogares (016)",603,19,7,1,1,,1,,574
"Ocupantes presentes (017)",1741,44,10,4,5,,7,,1671
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",12,1,,,,1,,,10
"Ocupantes presentes (020)",24,4,,,,4,,,16
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",27,1,,,,,,,26
"Ocupantes presentes (023)",69,3,,,,,,,66
"Otro tipo",,,,,,,,,
"Hogares (025)",42,6,,1,,,,,35
"Ocupantes presentes (026)",62,6,,1,,,,,55
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",12029,475,167,156,122,76,34,30,10969
"Ocupantes presentes (029)",42472,1302,479,459,433,307,166,185,39141
"Casa independiente",,,,,,,,,
"Hogares (031)",9039,356,114,115,82,49,30,24,8269
"Ocupantes presentes (032)",32706,1031,345,347,283,198,147,157,30198
"Departamento en edificio",,,,,,,,,
"Hogares (034)",1516,69,31,24,22,15,3,5,1347
"Ocupantes presentes (035)",4867,151,82,64,78,64,13,24,4391
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",720,29,9,5,8,7,,,662
"Ocupantes presentes (038)",2327,64,27,10,32,26,,,2168
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",700,18,13,12,10,4,1,1,641
"Ocupantes presentes (041)",2454,48,25,38,40,15,6,4,2278
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",12,1,,,,1,,,10
"Ocupantes presentes (047)",24,4,,,,4,,,16
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",23,1,,,,,,,22
"Ocupantes presentes (050)",56,3,,,,,,,53
"Otro tipo",,,,,,,,,
"Hogares (052)",19,1,,,,,,,18
"Ocupantes presentes (053)",38,1,,,,,,,37
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",2038,47,19,10,2,1,2,1,1956
"Ocupantes presentes (056)",5675,96,45,22,7,5,13,1,5486
"Casa independiente",,,,,,,,,
"Hogares (058)",1408,23,12,8,1,1,1,1,1361
"Ocupantes presentes (059)",3897,47,35,17,2,5,6,1,3784
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",603,19,7,1,1,,1,,574
"Ocupantes presentes (071)",1741,44,10,4,5,,7,,1671
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",4,,,,,,,,4
"Ocupantes presentes (077)",13,,,,,,,,13
"Otro tipo",,,,,,,,,
"Hogares (079)",23,5,,1,,,,,17
"Ocupantes presentes (080)",24,5,,1,,,,,18
