"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia EL DORADO (000)",13925,900,5215,4399,2744,667
"Empleado (001)",748,5,221,380,140,2
"Obrero (002)",1609,70,692,515,268,64
"Trabajador independiente (003)",7307,118,2341,2606,1763,479
"Empleador o patrono (004)",243,,51,94,76,22
"Trabajador familiar no remunerado (005)",3526,663,1680,670,431,82
"Trabajador del hogar (006)",275,22,128,76,41,8
"Desocupado (008)",217,22,102,58,25,10
"Hombres (009)",10060,583,3801,3192,1991,493
"Empleado (010)",437,,121,215,101,
"Obrero (011)",1256,55,547,405,201,48
"Trabajador independiente (012)",6245,89,1925,2284,1543,404
"Empleador o patrono (013)",221,,49,88,70,14
"Trabajador familiar no remunerado (014)",1716,426,1076,147,49,18
"Trabajador del hogar (015)",14,,7,3,4,
"Desocupado (017)",171,13,76,50,23,9
"Mujeres (018)",3865,317,1414,1207,753,174
"Empleado (019)",311,5,100,165,39,2
"Obrero (020)",353,15,145,110,67,16
"Trabajador independiente (021)",1062,29,416,322,220,75
"Empleador o patrono (022)",22,,2,6,6,8
"Trabajador familiar no remunerado (023)",1810,237,604,523,382,64
"Trabajador del hogar (024)",261,22,121,73,37,8
"Desocupado (026)",46,9,26,8,2,1
,,,,,,
"URBANA (027)",5612,303,1871,1885,1261,292
"Empleado (028)",601,4,169,304,122,2
"Obrero (029)",643,26,245,218,122,32
"Trabajador independiente (030)",2761,39,782,980,755,205
"Empleador o patrono (031)",85,,16,34,26,9
"Trabajador familiar no remunerado (032)",1225,211,519,263,197,35
"Trabajador del hogar (033)",195,14,93,57,25,6
"Desocupado (035)",102,9,47,29,14,3
"Hombres (036)",3759,192,1248,1250,866,203
"Empleado (037)",345,,90,169,86,
"Obrero (038)",500,21,189,177,91,22
"Trabajador independiente (039)",2171,30,580,777,619,165
"Empleador o patrono (040)",78,,16,32,23,7
"Trabajador familiar no remunerado (041)",585,136,339,68,35,7
"Trabajador del hogar (042)",4,,2,2,,
"Desocupado (044)",76,5,32,25,12,2
"Mujeres (045)",1853,111,623,635,395,89
"Empleado (046)",256,4,79,135,36,2
"Obrero (047)",143,5,56,41,31,10
"Trabajador independiente (048)",590,9,202,203,136,40
"Empleador o patrono (049)",7,,,2,3,2
"Trabajador familiar no remunerado (050)",640,75,180,195,162,28
"Trabajador del hogar (051)",191,14,91,55,25,6
"Desocupado (053)",26,4,15,4,2,1
,,,,,,
"RURAL (054)",8313,597,3344,2514,1483,375
"Empleado (055)",147,1,52,76,18,
"Obrero (056)",966,44,447,297,146,32
"Trabajador independiente (057)",4546,79,1559,1626,1008,274
"Empleador o patrono (058)",158,,35,60,50,13
"Trabajador familiar no remunerado (059)",2301,452,1161,407,234,47
"Trabajador del hogar (060)",80,8,35,19,16,2
"Desocupado (062)",115,13,55,29,11,7
"Hombres (063)",6301,391,2553,1942,1125,290
"Empleado (064)",92,,31,46,15,
"Obrero (065)",756,34,358,228,110,26
"Trabajador independiente (066)",4074,59,1345,1507,924,239
"Empleador o patrono (067)",143,,33,56,47,7
"Trabajador familiar no remunerado (068)",1131,290,737,79,14,11
"Trabajador del hogar (069)",10,,5,1,4,
"Desocupado (071)",95,8,44,25,11,7
"Mujeres (072)",2012,206,791,572,358,85
"Empleado (073)",55,1,21,30,3,
"Obrero (074)",210,10,89,69,36,6
"Trabajador independiente (075)",472,20,214,119,84,35
"Empleador o patrono (076)",15,,2,4,3,6
"Trabajador familiar no remunerado (077)",1170,162,424,328,220,36
"Trabajador del hogar (078)",70,8,30,18,12,2
"Desocupado (080)",20,5,11,4,,
