"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SAN MIGUEL (000)",21847,20882,5756,2980,2840,2130,2888,1935,1246,1107,965,63309
"De 12 a 14 años (001)",1991,1979,1972,6,1,,,,,,12,8
"De 15 a 19 años (002)",2516,2447,2119,286,38,2,2,,,,69,376
"De 20 a 24 años (003)",2125,1869,689,735,342,80,23,,,,256,1758
"De 25 a 29 años (004)",2037,1817,248,633,572,248,104,8,4,,220,3046
"De 30 a 34 años (005)",1952,1815,154,394,575,359,270,49,10,4,137,4226
"De 35 a 39 años (006)",2036,1941,114,283,469,455,450,131,34,5,95,5723
"De 40 a 44 años (007)",1617,1574,102,168,270,312,436,206,52,28,43,5603
"De 45 a 49 años (008)",1489,1441,89,129,187,203,439,233,115,46,48,6037
"De 50 y más años (009)",6084,5999,269,346,386,471,1164,1308,1031,1024,85,36532
"PEA (010)",2654,2428,612,461,476,297,301,145,76,60,226,5851
"De 12 a 14 años (011)",54,54,54,,,,,,,,,
"De 15 a 19 años (012)",222,217,194,19,4,,,,,,5,27
"De 20 a 24 años (013)",290,225,125,61,29,7,3,,,,65,153
"De 25 a 29 años (014)",320,254,71,86,68,21,5,3,,,66,324
"De 30 a 34 años (015)",341,303,45,89,85,44,31,7,2,,38,585
"De 35 a 39 años (016)",364,341,28,73,105,73,51,10,1,,23,791
"De 40 a 44 años (017)",258,252,19,38,65,54,57,13,4,2,6,713
"De 45 a 49 años (018)",253,239,23,43,50,39,55,17,7,5,14,729
"De 50 y más años (019)",552,543,53,52,70,59,99,95,62,53,9,2529
"Ocupada (020)",2426,2243,492,438,459,290,294,142,73,55,183,5641
"De 12 a 14 años (021)",37,37,37,,,,,,,,,
"De 15 a 19 años (022)",151,147,125,19,3,,,,,,4,25
