"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ABANCAY (000)",1525,12,752,502,226,33
"Sin nivel (001)",46,1,2,12,23,8
"Primaria (003)",290,3,62,119,90,16
"Secundaria (004)",608,8,370,155,68,7
"Superior no univ. incompleta (005)",82,,46,29,7,
"Superior no univ. completa (006)",116,,62,44,9,1
"Superior univ. incompleta (007)",154,,98,46,10,
"Superior univ. completa (008)",229,,112,97,19,1
"Hombres (010)",985,7,443,321,183,31
"Sin nivel (011)",28,1,,6,14,7
"Primaria (013)",219,3,37,84,80,15
"Secundaria (014)",424,3,248,111,55,7
"Superior no univ. incompleta (015)",50,,26,19,5,
"Superior no univ. completa (016)",59,,28,23,7,1
"Superior univ. incompleta (017)",94,,59,30,5,
"Superior univ. completa (018)",111,,45,48,17,1
"Mujeres (020)",540,5,309,181,43,2
"Sin nivel (021)",18,,2,6,9,1
"Primaria (023)",71,,25,35,10,1
"Secundaria (024)",184,5,122,44,13,
"Superior no univ. incompleta (025)",32,,20,10,2,
"Superior no univ. completa (026)",57,,34,21,2,
"Superior univ. incompleta (027)",60,,39,16,5,
"Superior univ. completa (028)",118,,67,49,2,
,,,,,,
"Area Urbana (030)",1208,10,613,415,155,15
"Sin nivel (031)",25,1,2,9,12,1
"Primaria (033)",166,3,32,74,49,8
"Secundaria (034)",464,6,277,128,49,4
"Superior no univ. incompleta (035)",71,,40,24,7,
"Superior no univ. completa (036)",112,,59,43,9,1
"Superior univ. incompleta (037)",150,,96,44,10,
"Superior univ. completa (038)",220,,107,93,19,1
"Hombres (040)",713,7,334,243,115,14
"Sin nivel (041)",10,1,,4,4,1
"Primaria (043)",107,3,12,44,41,7
"Secundaria (044)",302,3,173,86,36,4
"Superior no univ. incompleta (045)",43,,23,15,5,
"Superior no univ. completa (046)",57,,27,22,7,1
"Superior univ. incompleta (047)",91,,58,28,5,
"Superior univ. completa (048)",103,,41,44,17,1
"Mujeres (050)",495,3,279,172,40,1
"Sin nivel (051)",15,,2,5,8,
"Primaria (053)",59,,20,30,8,1
"Secundaria (054)",162,3,104,42,13,
"Superior no univ. incompleta (055)",28,,17,9,2,
"Superior no univ. completa (056)",55,,32,21,2,
"Superior univ. incompleta (057)",59,,38,16,5,
"Superior univ. completa (058)",117,,66,49,2,
,,,,,,
"Area Rural (060)",317,2,139,87,71,18
"Sin nivel (061)",21,,,3,11,7
"Primaria (063)",124,,30,45,41,8
"Secundaria (064)",144,2,93,27,19,3
"Superior no univ. incompleta (065)",11,,6,5,,
"Superior no univ. completa (066)",4,,3,1,,
"Superior univ. incompleta (067)",4,,2,2,,
"Superior univ. completa (068)",9,,5,4,,
"Hombres (070)",272,,109,78,68,17
"Sin nivel (071)",18,,,2,10,6
"Primaria (073)",112,,25,40,39,8
"Secundaria (074)",122,,75,25,19,3
"Superior no univ. incompleta (075)",7,,3,4,,
"Superior no univ. completa (076)",2,,1,1,,
"Superior univ. incompleta (077)",3,,1,2,,
"Superior univ. completa (078)",8,,4,4,,
"Mujeres (080)",45,2,30,9,3,1
"Sin nivel (081)",3,,,1,1,1
"Primaria (083)",12,,5,5,2,
"Secundaria (084)",22,2,18,2,,
"Superior no univ. incompleta (085)",4,,3,1,,
"Superior no univ. completa (086)",2,,2,,,
"Superior univ. incompleta (087)",1,,1,,,
"Superior univ. completa (088)",1,,1,,,
