"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia JULCAN (000)",30470,7272,825,16665,4660,299,291,87,371
"Quechua (001)",7,2,,1,2,,1,1,
"Aymara (002)",3,,,2,1,,,,
"Ashaninca (003)",2,1,1,,,,,,
"Otra lengua nativa (004)",2,1,,1,,,,,
"Castellano (005)",30431,7247,823,16658,4657,299,290,86,371
"Es sordomudo/a (007)",25,21,1,3,,,,,
"Hombres (009)",15260,2668,390,8817,2773,154,161,62,235
"Quechua (010)",5,,,1,2,,1,1,
"Aymara (011)",2,,,1,1,,,,
"Ashaninca (012)",2,1,1,,,,,,
"Otra lengua nativa (013)",2,1,,1,,,,,
"Castellano (014)",15237,2656,389,8812,2770,154,160,61,235
"Es sordomudo/a (016)",12,10,,2,,,,,
"Mujeres (018)",15210,4604,435,7848,1887,145,130,25,136
"Quechua (019)",2,2,,,,,,,
"Aymara (020)",1,,,1,,,,,
"Castellano (023)",15194,4591,434,7846,1887,145,130,25,136
"Es sordomudo/a (025)",13,11,1,1,,,,,
,,,,,,,,,
"URBANA (027)",4571,858,116,2050,1029,114,162,41,201
"Quechua (028)",3,1,,,,,1,1,
"Aymara (029)",1,,,,1,,,,
"Ashaninca (030)",1,,1,,,,,,
"Otra lengua nativa (031)",2,1,,1,,,,,
"Castellano (032)",4558,850,115,2049,1028,114,161,40,201
"Es sordomudo/a (034)",6,6,,,,,,,
"Hombres (036)",2212,274,48,1022,590,59,74,24,121
"Quechua (037)",2,,,,,,1,1,
"Aymara (038)",1,,,,1,,,,
"Ashaninca (039)",1,,1,,,,,,
"Otra lengua nativa (040)",2,1,,1,,,,,
"Castellano (041)",2203,270,47,1021,589,59,73,23,121
"Es sordomudo/a (043)",3,3,,,,,,,
"Mujeres (045)",2359,584,68,1028,439,55,88,17,80
"Quechua (046)",1,1,,,,,,,
"Castellano (050)",2355,580,68,1028,439,55,88,17,80
"Es sordomudo/a (052)",3,3,,,,,,,
,,,,,,,,,
"RURAL (054)",25899,6414,709,14615,3631,185,129,46,170
"Quechua (055)",4,1,,1,2,,,,
"Aymara (056)",2,,,2,,,,,
"Ashaninca (057)",1,1,,,,,,,
"Castellano (059)",25873,6397,708,14609,3629,185,129,46,170
"Es sordomudo/a (061)",19,15,1,3,,,,,
"Hombres (063)",13048,2394,342,7795,2183,95,87,38,114
"Quechua (064)",3,,,1,2,,,,
"Aymara (065)",1,,,1,,,,,
"Ashaninca (066)",1,1,,,,,,,
"Castellano (068)",13034,2386,342,7791,2181,95,87,38,114
"Es sordomudo/a (070)",9,7,,2,,,,,
"Mujeres (072)",12851,4020,367,6820,1448,90,42,8,56
"Quechua (073)",1,1,,,,,,,
"Aymara (074)",1,,,1,,,,,
"Castellano (077)",12839,4011,366,6818,1448,90,42,8,56
"Es sordomudo/a (079)",10,8,1,1,,,,,
