"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUAYLAS (000)",16097,333,4968,5508,4049,1239
"Empleado (001)",2281,8,633,1030,583,27
"Obrero (002)",3067,39,1255,1080,576,117
"Trabajador independiente (003)",7862,42,1806,2718,2383,913
"Empleador o patrono (004)",255,,36,88,96,35
"Trabajador familiar no remunerado (005)",2417,240,1127,537,376,137
"Trabajador del hogar (006)",215,4,111,55,35,10
"Hombres (008)",11691,224,3610,3967,2921,969
"Empleado (009)",1301,6,336,578,364,17
"Obrero (010)",2508,25,999,886,497,101
"Trabajador independiente (011)",6281,30,1458,2195,1844,754
"Empleador o patrono (012)",216,,29,75,81,31
"Trabajador familiar no remunerado (013)",1380,162,785,233,135,65
"Trabajador del hogar (014)",5,1,3,,,1
"Mujeres (016)",4406,109,1358,1541,1128,270
"Empleado (017)",980,2,297,452,219,10
"Obrero (018)",559,14,256,194,79,16
"Trabajador independiente (019)",1581,12,348,523,539,159
"Empleador o patrono (020)",39,,7,13,15,4
"Trabajador familiar no remunerado (021)",1037,78,342,304,241,72
"Trabajador del hogar (022)",210,3,108,55,35,9
,,,,,,
"URBANA (024)",6619,70,1904,2471,1781,393
"Empleado (025)",1915,6,509,867,512,21
"Obrero (026)",1191,6,485,432,232,36
"Trabajador independiente (027)",2825,13,648,988,895,281
"Empleador o patrono (028)",90,,12,32,34,12
"Trabajador familiar no remunerado (029)",434,43,163,114,79,35
"Trabajador del hogar (030)",164,2,87,38,29,8
"Hombres (032)",4078,54,1210,1463,1081,270
"Empleado (033)",1063,5,264,472,309,13
"Obrero (034)",944,6,380,329,197,32
"Trabajador independiente (035)",1788,9,454,605,524,196
"Empleador o patrono (036)",69,,11,25,25,8
"Trabajador familiar no remunerado (037)",212,34,99,32,26,21
"Trabajador del hogar (038)",2,,2,,,
"Mujeres (040)",2541,16,694,1008,700,123
"Empleado (041)",852,1,245,395,203,8
"Obrero (042)",247,,105,103,35,4
"Trabajador independiente (043)",1037,4,194,383,371,85
"Empleador o patrono (044)",21,,1,7,9,4
"Trabajador familiar no remunerado (045)",222,9,64,82,53,14
"Trabajador del hogar (046)",162,2,85,38,29,8
,,,,,,
"RURAL (048)",9478,263,3064,3037,2268,846
"Empleado (049)",366,2,124,163,71,6
"Obrero (050)",1876,33,770,648,344,81
"Trabajador independiente (051)",5037,29,1158,1730,1488,632
"Empleador o patrono (052)",165,,24,56,62,23
"Trabajador familiar no remunerado (053)",1983,197,964,423,297,102
"Trabajador del hogar (054)",51,2,24,17,6,2
"Hombres (056)",7613,170,2400,2504,1840,699
"Empleado (057)",238,1,72,106,55,4
"Obrero (058)",1564,19,619,557,300,69
"Trabajador independiente (059)",4493,21,1004,1590,1320,558
"Empleador o patrono (060)",147,,18,50,56,23
"Trabajador familiar no remunerado (061)",1168,128,686,201,109,44
"Trabajador del hogar (062)",3,1,1,,,1
"Mujeres (064)",1865,93,664,533,428,147
"Empleado (065)",128,1,52,57,16,2
"Obrero (066)",312,14,151,91,44,12
"Trabajador independiente (067)",544,8,154,140,168,74
"Empleador o patrono (068)",18,,6,6,6,
"Trabajador familiar no remunerado (069)",815,69,278,222,188,58
"Trabajador del hogar (070)",48,1,23,17,6,1
