"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia SANTA",,,,,,,
"Viviendas particulares (001)",89198,6838,10521,4557,60960,2657,3665
"Ocupantes presentes (002)",392074,25501,40938,19157,280358,10826,15294
"Casa independiente",,,,,,,
"Viviendas particulares (004)",83754,5781,8158,4412,59593,2412,3398
"Ocupantes presentes (005)",373504,22277,33275,18625,274946,10068,14313
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",954,541,,41,286,40,46
"Ocupantes presentes (008)",3342,1640,,152,1222,128,200
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",482,252,,3,154,39,34
"Ocupantes presentes (011)",1734,791,,13,677,129,124
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",367,174,,7,124,29,33
"Ocupantes presentes (014)",1408,527,,26,595,121,139
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",352,6,203,1,71,61,10
"Ocupantes presentes (017)",1053,22,565,6,246,174,40
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",3155,45,2160,90,697,38,125
"Ocupantes presentes (020)",10701,155,7098,326,2589,103,430
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",125,38,,,33,35,19
"Ocupantes presentes (023)",297,82,,,72,95,48
"Otro tipo",,,,,,,
"Viviendas particulares (025)",9,1,,3,2,3,
"Ocupantes presentes (026)",35,7,,9,11,8,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",82681,6683,9729,4478,56092,2284,3415
"Ocupantes presentes (029)",366116,24950,38102,18789,260639,9415,14221
"Casa independiente",,,,,,,
"Viviendas particulares (031)",77592,5633,7569,4334,54796,2101,3159
"Ocupantes presentes (032)",348607,21752,31004,18263,255473,8832,13283
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",954,541,,41,286,40,46
"Ocupantes presentes (035)",3342,1640,,152,1222,128,200
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",482,252,,3,154,39,34
"Ocupantes presentes (038)",1734,791,,13,677,129,124
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",367,174,,7,124,29,33
"Ocupantes presentes (041)",1408,527,,26,595,121,139
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",3155,45,2160,90,697,38,125
"Ocupantes presentes (047)",10701,155,7098,326,2589,103,430
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",122,37,,,33,34,18
"Ocupantes presentes (050)",289,78,,,72,94,45
"Otro tipo",,,,,,,
"Viviendas particulares (052)",9,1,,3,2,3,
"Ocupantes presentes (053)",35,7,,9,11,8,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",6517,155,792,79,4868,373,250
"Ocupantes presentes (056)",25958,551,2836,368,19719,1411,1073
"Casa independiente",,,,,,,
"Viviendas particulares (058)",6162,148,589,78,4797,311,239
"Ocupantes presentes (059)",24897,525,2271,362,19473,1236,1030
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",352,6,203,1,71,61,10
"Ocupantes presentes (071)",1053,22,565,6,246,174,40
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",3,1,,,,1,1
"Ocupantes presentes (077)",8,4,,,,1,3
"Otro tipo",,,,,,,
