"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PUNO (000)",178516,8864,29085,6358,134524
"Conviviente (001)",34794,1260,4620,848,28115
"Separado(a) (002)",4843,167,770,113,3798
"Casado(a) (003)",61774,1632,14274,2911,43148
"Viudo(a) (004)",9521,260,1242,201,7825
"Divorciado(a) (005)",823,27,253,55,492
"Soltero(a) (006)",66761,5518,7926,2230,51146
"Hombres (008)",86914,3950,13887,4151,65145
"Conviviente (009)",16669,296,2301,629,13474
"Separado(a) (010)",1137,33,224,46,836
"Casado(a) (011)",30301,674,7113,1903,20753
"Viudo(a) (012)",2853,70,334,72,2380
"Divorciado(a) (013)",332,8,111,28,187
"Soltero(a) (014)",35622,2869,3804,1473,27515
"Mujeres (016)",91602,4914,15198,2207,69379
"Conviviente (017)",18125,964,2319,219,14641
"Separado(a) (018)",3706,134,546,67,2962
"Casado(a) (019)",31473,958,7161,1008,22395
"Viudo(a) (020)",6668,190,908,129,5445
"Divorciado(a) (021)",491,19,142,27,305
"Soltero(a) (022)",31139,2649,4122,757,23631
,,,,,
"URBANA (024)",107172,4544,26677,5562,70691
"Conviviente (025)",22721,866,4410,716,16774
"Separado(a) (026)",3450,120,739,109,2486
"Casado(a) (027)",32286,899,12781,2524,16267
"Viudo(a) (028)",3892,132,995,136,2635
"Divorciado(a) (029)",634,24,242,51,321
"Soltero(a) (030)",44189,2503,7510,2026,32208
"Hombres (032)",51998,1939,12577,3617,34076
"Conviviente (033)",10886,227,2173,535,7980
"Separado(a) (034)",799,25,209,44,523
"Casado(a) (035)",15797,397,6282,1647,7609
"Viudo(a) (036)",956,31,246,42,639
"Divorciado(a) (037)",254,5,102,26,123
"Soltero(a) (038)",23306,1254,3565,1323,17202
"Mujeres (040)",55174,2605,14100,1945,36615
"Conviviente (041)",11835,639,2237,181,8794
"Separado(a) (042)",2651,95,530,65,1963
"Casado(a) (043)",16489,502,6499,877,8658
"Viudo(a) (044)",2936,101,749,94,1996
"Divorciado(a) (045)",380,19,140,25,198
"Soltero(a) (046)",20883,1249,3945,703,15006
,,,,,
"RURAL (048)",71344,4320,2408,796,63833
"Conviviente (049)",12073,394,210,132,11341
"Separado(a) (050)",1393,47,31,4,1312
"Casado(a) (051)",29488,733,1493,387,26881
"Viudo(a) (052)",5629,128,247,65,5190
"Divorciado(a) (053)",189,3,11,4,171
"Soltero(a) (054)",22572,3015,416,204,18938
"Hombres (056)",34916,2011,1310,534,31069
"Conviviente (057)",5783,69,128,94,5494
"Separado(a) (058)",338,8,15,2,313
"Casado(a) (059)",14504,277,831,256,13144
"Viudo(a) (060)",1897,39,88,30,1741
"Divorciado(a) (061)",78,3,9,2,64
"Soltero(a) (062)",12316,1615,239,150,10313
"Mujeres (064)",36428,2309,1098,262,32764
"Conviviente (065)",6290,325,82,38,5847
"Separado(a) (066)",1055,39,16,2,999
"Casado(a) (067)",14984,456,662,131,13737
"Viudo(a) (068)",3732,89,159,35,3449
"Divorciado(a) (069)",111,,2,2,107
"Soltero(a) (070)",10256,1400,177,54,8625
