"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia AZANGARO",,,,,,,,
"Hogares (001)",38281,26739,4690,1538,133,215,722,11062
"Ocupantes presentes (002)",135930,101118,18555,6130,545,863,3040,33017
"Casa independiente",,,,,,,,
"Hogares (004)",27119,19438,4044,1340,109,192,667,7302
"Ocupantes presentes (005)",95742,73114,15911,5358,432,777,2834,21227
"Departamento en edificio",,,,,,,,
"Hogares (007)",9,8,4,,,1,1,1
"Ocupantes presentes (008)",32,27,13,,,5,6,5
"Vivienda en quinta",,,,,,,,
"Hogares (010)",27,22,15,3,,2,5,2
"Ocupantes presentes (011)",100,82,60,8,,8,23,4
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",492,369,201,77,1,17,43,88
"Ocupantes presentes (014)",1550,1225,661,269,2,60,152,235
"Choza o cabaña",,,,,,,,
"Hogares (016)",10608,6884,420,116,23,3,5,3661
"Ocupantes presentes (017)",38426,26607,1893,491,111,13,22,11529
"Vivienda improvisada",,,,,,,,
"Hogares (019)",1,1,1,,,,,
"Ocupantes presentes (020)",4,4,4,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",23,17,5,2,,,1,6
"Ocupantes presentes (023)",72,59,13,4,,,3,13
"Otro tipo",,,,,,,,
"Hogares (025)",2,,,,,,,2
"Ocupantes presentes (026)",4,,,,,,,4
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",10633,8353,3668,1234,98,189,694,1933
"Ocupantes presentes (029)",37011,30328,14117,4870,385,771,2913,5466
"Casa independiente",,,,,,,,
"Hogares (031)",10090,7945,3442,1152,97,169,644,1836
"Ocupantes presentes (032)",35292,28971,13366,4589,383,698,2729,5208
"Departamento en edificio",,,,,,,,
"Hogares (034)",9,8,4,,,1,1,1
"Ocupantes presentes (035)",32,27,13,,,5,6,5
"Vivienda en quinta",,,,,,,,
"Hogares (037)",27,22,15,3,,2,5,2
"Ocupantes presentes (038)",100,82,60,8,,8,23,4
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",492,369,201,77,1,17,43,88
"Ocupantes presentes (041)",1550,1225,661,269,2,60,152,235
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",1,1,1,,,,,
"Ocupantes presentes (047)",4,4,4,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",12,8,5,2,,,1,4
"Ocupantes presentes (050)",29,19,13,4,,,3,10
"Otro tipo",,,,,,,,
"Hogares (052)",2,,,,,,,2
"Ocupantes presentes (053)",4,,,,,,,4
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",27648,18386,1022,304,35,26,28,9129
"Ocupantes presentes (056)",98919,70790,4438,1260,160,92,127,27551
"Casa independiente",,,,,,,,
"Hogares (058)",17029,11493,602,188,12,23,23,5466
"Ocupantes presentes (059)",60450,44143,2545,769,49,79,105,16019
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",10608,6884,420,116,23,3,5,3661
"Ocupantes presentes (071)",38426,26607,1893,491,111,13,22,11529
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",11,9,,,,,,2
"Ocupantes presentes (077)",43,40,,,,,,3
"Otro tipo",,,,,,,,
