"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CAJABAMBA (000)",74287,72520,1399,368
"Hombres (001)",36644,35886,566,192
"Mujeres (002)",37643,36634,833,176
"Menores de 1 año (003)",1710,1309,302,99
"Hombres (004)",879,666,163,50
"Mujeres (005)",831,643,139,49
"De 1 a 5 años (006)",9593,8860,510,223
"Hombres (007)",4869,4488,253,128
"Mujeres (008)",4724,4372,257,95
"De 6 a 14 años (009)",17015,16928,72,15
"Hombres (010)",8781,8741,35,5
"Mujeres (011)",8234,8187,37,10
"De 15 a 29 años (012)",18068,18011,52,5
"Hombres (013)",8928,8909,16,3
"Mujeres (014)",9140,9102,36,2
"De 30 a 44 años (015)",12632,12574,52,6
"Hombres (016)",6068,6056,11,1
"Mujeres (017)",6564,6518,41,5
"De 45 a 64 años (018)",9855,9724,123,8
"Hombres (019)",4611,4596,15,
"Mujeres (020)",5244,5128,108,8
"De 65 a más años (021)",5414,5114,288,12
"Hombres (022)",2508,2430,73,5
"Mujeres (023)",2906,2684,215,7
,,,,
"URBANA (024)",18194,17921,190,83
"Hombres (025)",8629,8509,74,46
"Mujeres (026)",9565,9412,116,37
"Menores de 1 año (027)",329,266,42,21
"Hombres (028)",166,133,22,11
"Mujeres (029)",163,133,20,10
"De 1 a 5 años (030)",1871,1719,93,59
"Hombres (031)",960,884,41,35
"Mujeres (032)",911,835,52,24
"De 6 a 14 años (033)",3750,3745,4,1
"Hombres (034)",1926,1925,1,
"Mujeres (035)",1824,1820,3,1
"De 15 a 29 años (036)",4759,4754,4,1
"Hombres (037)",2251,2249,2,
"Mujeres (038)",2508,2505,2,1
"De 30 a 44 años (039)",3522,3519,2,1
"Hombres (040)",1581,1581,,
"Mujeres (041)",1941,1938,2,1
"De 45 a 64 años (042)",2643,2634,9,
"Hombres (043)",1182,1180,2,
"Mujeres (044)",1461,1454,7,
"De 65 a más años (045)",1320,1284,36,
"Hombres (046)",563,557,6,
"Mujeres (047)",757,727,30,
,,,,
"RURAL (048)",56093,54599,1209,285
"Hombres (049)",28015,27377,492,146
"Mujeres (050)",28078,27222,717,139
"Menores de 1 año (051)",1381,1043,260,78
"Hombres (052)",713,533,141,39
"Mujeres (053)",668,510,119,39
"De 1 a 5 años (054)",7722,7141,417,164
"Hombres (055)",3909,3604,212,93
"Mujeres (056)",3813,3537,205,71
"De 6 a 14 años (057)",13265,13183,68,14
"Hombres (058)",6855,6816,34,5
"Mujeres (059)",6410,6367,34,9
"De 15 a 29 años (060)",13309,13257,48,4
"Hombres (061)",6677,6660,14,3
"Mujeres (062)",6632,6597,34,1
"De 30 a 44 años (063)",9110,9055,50,5
"Hombres (064)",4487,4475,11,1
"Mujeres (065)",4623,4580,39,4
"De 45 a 64 años (066)",7212,7090,114,8
"Hombres (067)",3429,3416,13,
"Mujeres (068)",3783,3674,101,8
"De 65 a más años (069)",4094,3830,252,12
"Hombres (070)",1945,1873,67,5
"Mujeres (071)",2149,1957,185,7
