"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CONTUMAZA (000)",31369,639,9148,7327,5983,5189,3083
"Hombres (001)",15985,322,4689,3782,2976,2635,1581
"Mujeres (002)",15384,317,4459,3545,3007,2554,1502
"Viviendas particulares (003)",31042,638,9131,7211,5864,5122,3076
"Hombres (004)",15759,322,4678,3706,2888,2589,1576
"Mujeres (005)",15283,316,4453,3505,2976,2533,1500
"Viviendas colectivas (006)",222,1,10,79,78,49,5
"Hombres (007)",155,,7,50,60,35,3
"Mujeres (008)",67,1,3,29,18,14,2
"Otro tipo (009)",105,,7,37,41,18,2
"Hombres (010)",71,,4,26,28,11,2
"Mujeres (011)",34,,3,11,13,7,
,,,,,,,
"URBANA (012)",13297,238,3460,3129,2737,2431,1302
"Hombres (013)",6618,120,1791,1588,1283,1184,652
"Mujeres (014)",6679,118,1669,1541,1454,1247,650
"Viviendas particulares (015)",13000,237,3444,3025,2630,2368,1296
"Hombres (016)",6418,120,1781,1522,1206,1141,648
"Mujeres (017)",6582,117,1663,1503,1424,1227,648
"Viviendas colectivas (018)",192,1,9,67,66,45,4
"Hombres (019)",129,,6,40,49,32,2
"Mujeres (020)",63,1,3,27,17,13,2
"Otro tipo (021)",105,,7,37,41,18,2
"Hombres (022)",71,,4,26,28,11,2
"Mujeres (023)",34,,3,11,13,7,
,,,,,,,
"RURAL (024)",18072,401,5688,4198,3246,2758,1781
"Hombres (025)",9367,202,2898,2194,1693,1451,929
"Mujeres (026)",8705,199,2790,2004,1553,1307,852
"Viviendas particulares (027)",18042,401,5687,4186,3234,2754,1780
"Hombres (028)",9341,202,2897,2184,1682,1448,928
"Mujeres (029)",8701,199,2790,2002,1552,1306,852
"Viviendas colectivas (030)",30,,1,12,12,4,1
"Hombres (031)",26,,1,10,11,3,1
"Mujeres (032)",4,,,2,1,1,
