"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ACOMAYO (000)",9524,9219,2326,871,957,971,1764,1150,705,475,305,32216
"De 12 a 14 años (001)",1096,1085,1081,4,,,,,,,11,4
"De 15 a 19 años (002)",999,970,853,101,15,1,,,,,29,134
"De 20 a 24 años (003)",782,668,129,280,163,70,23,3,,,114,928
"De 25 a 29 años (004)",816,760,44,164,204,196,136,14,2,,56,1843
"De 30 a 34 años (005)",836,808,14,69,155,168,291,93,18,,28,2890
"De 35 a 39 años (006)",875,860,18,45,97,144,300,177,67,12,15,3853
"De 40 a 44 años (007)",758,748,15,31,67,93,222,172,95,53,10,3917
"De 45 a 49 años (008)",607,599,16,29,65,48,148,143,92,58,8,3312
"De 50 y más años (009)",2755,2721,156,148,191,251,644,548,431,352,34,15335
"PEA (010)",2566,2444,300,340,322,348,460,343,203,128,122,9403
"De 12 a 14 años (011)",48,48,48,,,,,,,,,
"De 15 a 19 años (012)",157,147,108,31,8,,,,,,10,47
"De 20 a 24 años (013)",254,210,48,103,37,15,6,1,,,44,252
"De 25 a 29 años (014)",266,237,20,68,49,65,31,3,1,,29,520
"De 30 a 34 años (015)",289,275,9,35,69,60,76,23,3,,14,849
"De 35 a 39 años (016)",329,321,10,24,51,71,82,61,20,2,8,1291
"De 40 a 44 años (017)",271,266,5,17,31,41,74,59,26,13,5,1259
"De 45 a 49 años (018)",221,219,6,15,30,20,43,50,36,19,2,1177
"De 50 y más años (019)",731,721,46,47,47,76,148,146,117,94,10,4008
"Ocupada (020)",2502,2389,278,330,315,344,453,340,203,126,113,9290
"De 12 a 14 años (021)",43,43,43,,,,,,,,,
"De 15 a 19 años (022)",141,131,95,28,8,,,,,,10,44
"De 20 a 24 años (023)",240,203,44,101,36,15,6,1,,,37,248
