"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia OCROS (000)",8119,530,76,3782,2723,230,245,186,347
"Hombres (001)",4245,137,34,1881,1608,137,126,107,215
"Mujeres (002)",3874,393,42,1901,1115,93,119,79,132
"PEA (003)",3639,161,2,1382,1410,149,179,101,255
"Hombres (004)",2699,82,2,1033,1125,115,106,67,169
"Mujeres (005)",940,79,,349,285,34,73,34,86
"Ocupada (006)",3528,158,2,1342,1362,146,173,99,246
"Hombres (007)",2606,79,2,996,1084,114,104,66,161
"Mujeres (008)",922,79,,346,278,32,69,33,85
"Desocupada (009)",111,3,,40,48,3,6,2,9
"Hombres (010)",93,3,,37,41,1,2,1,8
"Mujeres (011)",18,,,3,7,2,4,1,1
"No PEA (012)",4480,369,74,2400,1313,81,66,85,92
"Hombres (013)",1546,55,32,848,483,22,20,40,46
"Mujeres (014)",2934,314,42,1552,830,59,46,45,46
,,,,,,,,,
"URBANA (018)",4722,261,49,2121,1560,148,179,128,276
"Hombres (019)",2449,54,24,1013,934,92,90,76,166
"Mujeres (020)",2273,207,25,1108,626,56,89,52,110
"PEA (021)",2191,74,2,775,834,98,131,71,206
"Hombres (022)",1558,27,2,542,659,78,73,46,131
"Mujeres (023)",633,47,,233,175,20,58,25,75
"Ocupada (024)",2130,73,2,758,805,96,128,70,198
"Hombres (025)",1508,26,2,527,634,77,73,45,124
"Mujeres (026)",622,47,,231,171,19,55,25,74
"Desocupada (027)",61,1,,17,29,2,3,1,8
"Hombres (028)",50,1,,15,25,1,,1,7
"Mujeres (029)",11,,,2,4,1,3,,1
"No PEA (030)",2531,187,47,1346,726,50,48,57,70
"Hombres (031)",891,27,22,471,275,14,17,30,35
"Mujeres (032)",1640,160,25,875,451,36,31,27,35
,,,,,,,,,
"RURAL (036)",3397,269,27,1661,1163,82,66,58,71
"Hombres (037)",1796,83,10,868,674,45,36,31,49
"Mujeres (038)",1601,186,17,793,489,37,30,27,22
"PEA (039)",1448,87,,607,576,51,48,30,49
"Hombres (040)",1141,55,,491,466,37,33,21,38
"Mujeres (041)",307,32,,116,110,14,15,9,11
"Ocupada (042)",1398,85,,584,557,50,45,29,48
"Hombres (043)",1098,53,,469,450,37,31,21,37
"Mujeres (044)",300,32,,115,107,13,14,8,11
"Desocupada (045)",50,2,,23,19,1,3,1,1
"Hombres (046)",43,2,,22,16,,2,,1
"Mujeres (047)",7,,,1,3,1,1,1,
"No PEA (048)",1949,182,27,1054,587,31,18,28,22
"Hombres (049)",655,28,10,377,208,8,3,10,11
"Mujeres (050)",1294,154,17,677,379,23,15,18,11
