"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia DANIEL ALCIDES CARRION (000)",1371,523,848
"Sin nivel (001)",51,11,40
"Educación inicial (002)",4,2,2
"Primaria (003)",218,64,154
"Secundaria (004)",752,318,434
"Superior no univ. incompleta (005)",87,40,47
"Superior no univ. completa (006)",57,19,38
"Superior univ. incompleta (007)",53,27,26
"Superior univ. completa (008)",149,42,107
"De 14 a 29 años (010)",745,404,341
"Sin nivel (011)",4,2,2
"Educación inicial (012)",1,,1
"Primaria (013)",59,35,24
"Secundaria (014)",454,264,190
"Superior no univ. incompleta (015)",64,36,28
"Superior no univ. completa (016)",41,17,24
"Superior univ. incompleta (017)",32,15,17
"Superior univ. completa (018)",90,35,55
"De 30 a 44 años (020)",409,94,315
"Sin nivel (021)",17,7,10
"Educación inicial (022)",3,2,1
"Primaria (023)",70,20,50
"Secundaria (024)",216,45,171
"Superior no univ. incompleta (025)",17,4,13
"Superior no univ. completa (026)",15,2,13
"Superior univ. incompleta (027)",17,8,9
"Superior univ. completa (028)",54,6,48
"De 45 a 64 años (030)",172,25,147
"Sin nivel (031)",20,2,18
"Primaria (033)",64,9,55
"Secundaria (034)",72,9,63
"Superior no univ. incompleta (035)",6,,6
"Superior no univ. completa (036)",1,,1
"Superior univ. incompleta (037)",4,4,
"Superior univ. completa (038)",5,1,4
"De 65 y más años (040)",45,,45
"Sin nivel (041)",10,,10
"Primaria (043)",25,,25
"Secundaria (044)",10,,10
,,,
"AREA URBANA (050)",714,240,474
"Sin nivel (051)",20,3,17
"Educación inicial (052)",2,1,1
"Primaria (053)",92,16,76
"Secundaria (054)",384,133,251
"Superior no univ. incompleta (055)",44,18,26
"Superior no univ. completa (056)",39,13,26
"Superior univ. incompleta (057)",43,23,20
"Superior univ. completa (058)",90,33,57
"De 14 a 29 años (060)",399,186,213
"Sin nivel (061)",2,1,1
"Educación inicial (062)",1,,1
"Primaria (063)",23,10,13
"Secundaria (064)",225,109,116
"Superior no univ. incompleta (065)",31,16,15
"Superior no univ. completa (066)",30,11,19
"Superior univ. incompleta (067)",25,12,13
"Superior univ. completa (068)",62,27,35
"De 30 a 44 años (070)",196,44,152
"Sin nivel (071)",5,1,4
"Educación inicial (072)",1,1,
"Primaria (073)",20,5,15
"Secundaria (074)",112,19,93
"Superior no univ. incompleta (075)",8,2,6
"Superior no univ. completa (076)",9,2,7
"Superior univ. incompleta (077)",15,8,7
"Superior univ. completa (078)",26,6,20
"De 45 a 64 años (080)",90,10,80
"Sin nivel (081)",7,1,6
"Primaria (083)",34,1,33
"Secundaria (084)",39,5,34
"Superior no univ. incompleta (085)",5,,5
"Superior univ. incompleta (087)",3,3,
"Superior univ. completa (088)",2,,2
"De 65 y más años (090)",29,,29
"Sin nivel (091)",6,,6
"Primaria (093)",15,,15
"Secundaria (094)",8,,8
,,,
"AREA RURAL (100)",657,283,374
"Sin nivel (101)",31,8,23
"Educación inicial (102)",2,1,1
"Primaria (103)",126,48,78
"Secundaria (104)",368,185,183
"Superior no univ. incompleta (105)",43,22,21
"Superior no univ. completa (106)",18,6,12
"Superior univ. incompleta (107)",10,4,6
"Superior univ. completa (108)",59,9,50
"De 14 a 29 años (110)",346,218,128
"Sin nivel (111)",2,1,1
"Primaria (113)",36,25,11
"Secundaria (114)",229,155,74
"Superior no univ. incompleta (115)",33,20,13
"Superior no univ. completa (116)",11,6,5
"Superior univ. incompleta (117)",7,3,4
"Superior univ. completa (118)",28,8,20
"De 30 a 44 años (120)",213,50,163
"Sin nivel (121)",12,6,6
"Educación inicial (122)",2,1,1
"Primaria (123)",50,15,35
"Secundaria (124)",104,26,78
"Superior no univ. incompleta (125)",9,2,7
"Superior no univ. completa (126)",6,,6
"Superior univ. incompleta (127)",2,,2
"Superior univ. completa (128)",28,,28
"De 45 a 64 años (130)",82,15,67
"Sin nivel (131)",13,1,12
"Primaria (133)",30,8,22
"Secundaria (134)",33,4,29
"Superior no univ. incompleta (135)",1,,1
"Superior no univ. completa (136)",1,,1
"Superior univ. incompleta (137)",1,1,
"Superior univ. completa (138)",3,1,2
"De 65 y más años (140)",16,,16
"Sin nivel (141)",4,,4
"Primaria (143)",10,,10
"Secundaria (144)",2,,2
