"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia LAMBAYEQUE (000)",65448,693,23719,21425,7439,2734,1148,336,50,,7904
"Sin Nivel (001)",10295,210,4539,3125,871,331,191,67,10,,951
"Educación Inicial (002)",97,1,47,20,8,2,,,,,19
"Primaria (003)",29068,348,12102,9687,2737,918,385,124,21,,2746
"Secundaria (004)",15420,111,5615,5220,1751,543,223,60,8,,1889
"Sup. no Univ. Incompleta (005)",2161,7,407,880,318,107,24,5,1,,412
"Sup. no Univ. Completa (006)",4188,12,492,1353,963,395,154,33,2,,784
"Sup. Univ. Incompleta (007)",1259,1,216,384,168,67,31,6,,,386
"Sup. Univ. Completa (008)",2960,3,301,756,623,371,140,41,8,,717
,,,,,,,,,,,
"URBANA (010)",34105,285,10295,11154,4695,1904,819,243,34,,4676
"Sin Nivel (011)",2984,61,1171,904,285,105,78,33,7,,340
"Educación Inicial (012)",53,1,22,10,7,,,,,,13
"Primaria (013)",11018,128,4217,3666,1211,478,214,77,10,,1017
"Secundaria (014)",10295,74,3548,3479,1279,433,192,50,7,,1233
"Sup. no Univ. Incompleta (015)",1901,7,363,783,276,97,23,5,1,,346
"Sup. no Univ. Completa (016)",3813,11,469,1229,876,368,147,32,1,,680
"Sup. Univ. Incompleta (017)",1198,1,208,359,163,65,31,6,,,365
"Sup. Univ. Completa (018)",2843,2,297,724,598,358,134,40,8,,682
,,,,,,,,,,,
"RURAL (020)",31343,408,13424,10271,2744,830,329,93,16,,3228
"Sin Nivel (021)",7311,149,3368,2221,586,226,113,34,3,,611
"Educación Inicial (022)",44,,25,10,1,2,,,,,6
"Primaria (023)",18050,220,7885,6021,1526,440,171,47,11,,1729
"Secundaria (024)",5125,37,2067,1741,472,110,31,10,1,,656
"Sup. no Univ. Incompleta (025)",260,,44,97,42,10,1,,,,66
"Sup. no Univ. Completa (026)",375,1,23,124,87,27,7,1,1,,104
"Sup. Univ. Incompleta (027)",61,,8,25,5,2,,,,,21
"Sup. Univ. Completa (028)",117,1,4,32,25,13,6,1,,,35
