"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia HUAYTARA",,,,,,,,,
"Viviendas particulares (001)",6777,1463,825,565,3,277,3318,249,77
"Ocupantes presentes (002)",21756,4739,2439,1722,14,828,11085,689,240
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",5504,1434,800,522,3,219,2219,245,62
"Ocupantes presentes (005)",17146,4639,2356,1540,14,650,7073,681,193
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",6,6,,,,,,,
"Ocupantes presentes (008)",24,24,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",18,8,10,,,,,,
"Ocupantes presentes (011)",61,32,29,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",34,12,15,3,,,2,2,
"Ocupantes presentes (014)",105,39,54,5,,,3,4,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1197,,,38,,55,1089,2,13
"Ocupantes presentes (017)",4387,,,175,,171,3992,4,45
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,1,,,,,1,,1
"Ocupantes presentes (020)",5,1,,,,,3,,1
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",11,2,,2,,2,5,,
"Ocupantes presentes (023)",18,4,,2,,4,8,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",4,,,,,1,2,,1
"Ocupantes presentes (026)",10,,,,,3,6,,1
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1965,997,287,215,,18,231,175,42
"Ocupantes presentes (029)",6453,3284,919,662,,55,916,504,113
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1901,968,262,212,,18,228,173,40
"Ocupantes presentes (032)",6253,3184,836,657,,55,910,500,111
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",6,6,,,,,,,
"Ocupantes presentes (035)",24,24,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",18,8,10,,,,,,
"Ocupantes presentes (038)",61,32,29,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",34,12,15,3,,,2,2,
"Ocupantes presentes (041)",105,39,54,5,,,3,4,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,1,,,,,1,,1
"Ocupantes presentes (047)",5,1,,,,,3,,1
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,2,,,,,,,
"Ocupantes presentes (050)",4,4,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",1,,,,,,,,1
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4812,466,538,350,3,259,3087,74,35
"Ocupantes presentes (056)",15303,1455,1520,1060,14,773,10169,185,127
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3603,466,538,310,3,201,1991,72,22
"Ocupantes presentes (059)",10893,1455,1520,883,14,595,6163,181,82
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1197,,,38,,55,1089,2,13
"Ocupantes presentes (071)",4387,,,175,,171,3992,4,45
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",9,,,2,,2,5,,
"Ocupantes presentes (077)",14,,,2,,4,8,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",3,,,,,1,2,,
"Ocupantes presentes (080)",9,,,,,3,6,,
