"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia PURUS (000)",1039,9,161,28,81,66,303,51,51,174,9,106
"Agric., ganadería, caza y silvicultura (001)",385,,,1,,,303,1,,80,,
"Pesca (002)",3,,,,,,,,,3,,
"Industrias manufactureras (004)",46,,,,1,,,43,1,1,,
"Suministro de electricidad, gas y agua (005)",1,,,,,,,,,1,,
"Construcción (006)",42,,1,1,2,,,1,27,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",52,,,1,,42,,3,,6,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",3,,,,,,,3,,,,
"Comercio al por mayor (009)",3,,,,,3,,,,,,
"Comercio al por menor (010)",46,,,1,,39,,,,6,,
"Hoteles y restaurantes (011)",24,,,,,18,,,,6,,
"Trans., almac. y comunicaciones (012)",29,,,1,1,,,,21,6,,
"Intermediación financiera (013)",4,,1,,2,,,,,1,,
"Activid.inmobil., empres. y alquileres (014)",10,,3,,,1,,,,6,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",141,4,10,13,58,3,,3,1,40,9,
"Enseñanza (016)",148,5,136,,7,,,,,,,
"Servicios sociales y de salud (017)",20,,8,5,6,,,,,1,,
"Otras activ. serv.comun.soc y personales (018)",20,,2,6,4,2,,,1,5,,
"Hogares privados con servicio doméstico (019)",8,,,,,,,,,8,,
"Actividad economica no especificada (021)",106,,,,,,,,,,,106
"Hombres (022)",811,5,103,27,56,33,289,48,48,111,9,82
"Agric., ganadería, caza y silvicultura (023)",336,,,1,,,289,1,,45,,
"Pesca (024)",3,,,,,,,,,3,,
"Industrias manufactureras (026)",43,,,,1,,,40,1,1,,
"Suministro de electricidad, gas y agua (027)",1,,,,,,,,,1,,
"Construcción (028)",40,,1,1,2,,,1,25,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",27,,,1,,21,,3,,2,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",3,,,,,,,3,,,,
"Comercio al por mayor (031)",3,,,,,3,,,,,,
"Comercio al por menor (032)",21,,,1,,18,,,,2,,
"Hoteles y restaurantes (033)",10,,,,,7,,,,3,,
"Trans., almac. y comunicaciones (034)",28,,,1,1,,,,20,6,,
"Intermediación financiera (035)",3,,1,,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (036)",7,,1,,,1,,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",108,2,8,13,42,3,,3,1,27,9,
"Enseñanza (038)",93,3,86,,4,,,,,,,
"Servicios sociales y de salud (039)",12,,4,4,3,,,,,1,,
"Otras activ. serv.comun.soc y personales (040)",13,,2,6,2,1,,,1,1,,
"Hogares privados con servicio doméstico (041)",5,,,,,,,,,5,,
"Actividad economica no especificada (043)",82,,,,,,,,,,,82
"Mujeres (044)",228,4,58,1,25,33,14,3,3,63,,24
"Agric., ganadería, caza y silvicultura (045)",49,,,,,,14,,,35,,
"Industrias manufactureras (048)",3,,,,,,,3,,,,
"Construcción (050)",2,,,,,,,,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",25,,,,,21,,,,4,,
"Comercio al por menor (054)",25,,,,,21,,,,4,,
"Hoteles y restaurantes (055)",14,,,,,11,,,,3,,
"Trans., almac. y comunicaciones (056)",1,,,,,,,,1,,,
"Intermediación financiera (057)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",3,,2,,,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",33,2,2,,16,,,,,13,,
"Enseñanza (060)",55,2,50,,3,,,,,,,
"Servicios sociales y de salud (061)",8,,4,1,3,,,,,,,
"Otras activ. serv.comun.soc y personales (062)",7,,,,2,1,,,,4,,
"Hogares privados con servicio doméstico (063)",3,,,,,,,,,3,,
"Actividad economica no especificada (065)",24,,,,,,,,,,,24
,,,,,,,,,,,,
"URBANA (066)",460,6,85,21,78,62,29,39,39,88,9,4
"Agric., ganadería, caza y silvicultura (067)",51,,,1,,,29,1,,20,,
"Pesca (068)",1,,,,,,,,,1,,
"Industrias manufactureras (070)",34,,,,,,,32,1,1,,
"Construcción (072)",28,,1,1,2,,,1,18,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",50,,,1,,41,,2,,6,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",2,,,,,,,2,,,,
"Comercio al por mayor (075)",3,,,,,3,,,,,,
"Comercio al por menor (076)",45,,,1,,38,,,,6,,
"Hoteles y restaurantes (077)",21,,,,,16,,,,5,,
"Trans., almac. y comunicaciones (078)",22,,,,1,,,,18,3,,
"Intermediación financiera (079)",4,,1,,2,,,,,1,,
"Activid.inmobil., empres. y alquileres (080)",7,,1,,,,,,,6,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",125,3,10,11,56,3,,3,1,29,9,
"Enseñanza (082)",74,3,64,,7,,,,,,,
"Servicios sociales y de salud (083)",15,,7,1,6,,,,,1,,
"Otras activ. serv.comun.soc y personales (084)",18,,1,6,4,2,,,1,4,,
"Hogares privados con servicio doméstico (085)",6,,,,,,,,,6,,
"Actividad economica no especificada (087)",4,,,,,,,,,,,4
"Hombres (088)",322,4,47,20,53,29,27,37,37,55,9,4
"Agric., ganadería, caza y silvicultura (089)",43,,,1,,,27,1,,14,,
"Pesca (090)",1,,,,,,,,,1,,
"Industrias manufactureras (092)",32,,,,,,,30,1,1,,
"Construcción (094)",27,,1,1,2,,,1,17,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",25,,,1,,20,,2,,2,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",2,,,,,,,2,,,,
"Comercio al por mayor (097)",3,,,,,3,,,,,,
"Comercio al por menor (098)",20,,,1,,17,,,,2,,
"Hoteles y restaurantes (099)",7,,,,,5,,,,2,,
"Trans., almac. y comunicaciones (100)",21,,,,1,,,,17,3,,
"Intermediación financiera (101)",3,,1,,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (102)",5,,,,,,,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",94,2,8,11,40,3,,3,1,17,9,
"Enseñanza (104)",39,2,33,,4,,,,,,,
"Servicios sociales y de salud (105)",7,,3,,3,,,,,1,,
"Otras activ. serv.comun.soc y personales (106)",11,,1,6,2,1,,,1,,,
"Hogares privados con servicio doméstico (107)",3,,,,,,,,,3,,
"Actividad economica no especificada (109)",4,,,,,,,,,,,4
"Mujeres (110)",138,2,38,1,25,33,2,2,2,33,,
"Agric., ganadería, caza y silvicultura (111)",8,,,,,,2,,,6,,
"Industrias manufactureras (114)",2,,,,,,,2,,,,
"Construcción (116)",1,,,,,,,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",25,,,,,21,,,,4,,
"Comercio al por menor (120)",25,,,,,21,,,,4,,
"Hoteles y restaurantes (121)",14,,,,,11,,,,3,,
"Trans., almac. y comunicaciones (122)",1,,,,,,,,1,,,
"Intermediación financiera (123)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",2,,1,,,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",31,1,2,,16,,,,,12,,
"Enseñanza (126)",35,1,31,,3,,,,,,,
"Servicios sociales y de salud (127)",8,,4,1,3,,,,,,,
"Otras activ. serv.comun.soc y personales (128)",7,,,,2,1,,,,4,,
"Hogares privados con servicio doméstico (129)",3,,,,,,,,,3,,
,,,,,,,,,,,,
"RURAL (132)",579,3,76,7,3,4,274,12,12,86,,102
"Agric., ganadería, caza y silvicultura (133)",334,,,,,,274,,,60,,
"Pesca (134)",2,,,,,,,,,2,,
"Industrias manufactureras (136)",12,,,,1,,,11,,,,
"Suministro de electricidad, gas y agua (137)",1,,,,,,,,,1,,
"Construcción (138)",14,,,,,,,,9,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",2,,,,,1,,1,,,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",1,,,,,,,1,,,,
"Comercio al por menor (142)",1,,,,,1,,,,,,
"Hoteles y restaurantes (143)",3,,,,,2,,,,1,,
"Trans., almac. y comunicaciones (144)",7,,,1,,,,,3,3,,
"Activid.inmobil., empres. y alquileres (146)",3,,2,,,1,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",16,1,,2,2,,,,,11,,
"Enseñanza (148)",74,2,72,,,,,,,,,
"Servicios sociales y de salud (149)",5,,1,4,,,,,,,,
"Otras activ. serv.comun.soc y personales (150)",2,,1,,,,,,,1,,
"Hogares privados con servicio doméstico (151)",2,,,,,,,,,2,,
"Actividad economica no especificada (153)",102,,,,,,,,,,,102
"Hombres (154)",489,1,56,7,3,4,262,11,11,56,,78
"Agric., ganadería, caza y silvicultura (155)",293,,,,,,262,,,31,,
"Pesca (156)",2,,,,,,,,,2,,
"Industrias manufactureras (158)",11,,,,1,,,10,,,,
"Suministro de electricidad, gas y agua (159)",1,,,,,,,,,1,,
"Construcción (160)",13,,,,,,,,8,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",2,,,,,1,,1,,,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",1,,,,,,,1,,,,
"Comercio al por menor (164)",1,,,,,1,,,,,,
"Hoteles y restaurantes (165)",3,,,,,2,,,,1,,
"Trans., almac. y comunicaciones (166)",7,,,1,,,,,3,3,,
"Activid.inmobil., empres. y alquileres (168)",2,,1,,,1,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",14,,,2,2,,,,,10,,
"Enseñanza (170)",54,1,53,,,,,,,,,
"Servicios sociales y de salud (171)",5,,1,4,,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",2,,1,,,,,,,1,,
"Hogares privados con servicio doméstico (173)",2,,,,,,,,,2,,
"Actividad economica no especificada (175)",78,,,,,,,,,,,78
"Mujeres (176)",90,2,20,,,,12,1,1,30,,24
"Agric., ganadería, caza y silvicultura (177)",41,,,,,,12,,,29,,
"Industrias manufactureras (180)",1,,,,,,,1,,,,
"Construcción (182)",1,,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (190)",1,,1,,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",2,1,,,,,,,,1,,
"Enseñanza (192)",20,1,19,,,,,,,,,
"Actividad economica no especificada (197)",24,,,,,,,,,,,24
