"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ZARUMILLA (000)",38204,9002,4013,2047,23227
"Quechua (001)",84,6,6,12,63
"Aymara (002)",31,5,2,6,19
"Asháninka (003)",6,1,,2,4
"Otra lengua nativa (004)",9,1,,8,
"Castellano (005)",38011,8970,4002,2017,23102
"Idioma Extranjero (006)",1,,,,1
"Es Sordomudo/a (007)",62,19,3,2,38
"Hombres (009)",20204,4116,2145,1455,12559
"Quechua (010)",49,3,1,12,36
"Aymara (011)",19,3,,5,11
"Asháninka (012)",3,1,,1,2
"Otra lengua nativa (013)",8,,,8,
"Castellano (014)",20090,4096,2142,1428,12491
"Idioma Extranjero (015)",1,,,,1
"Es Sordomudo/a (016)",34,13,2,1,18
"Mujeres (018)",18000,4886,1868,592,10668
"Quechua (019)",35,3,5,,27
"Aymara (020)",12,2,2,1,8
"Asháninka (021)",3,,,1,2
"Otra lengua nativa (022)",1,1,,,
"Castellano (023)",17921,4874,1860,589,10611
"Es Sordomudo/a (025)",28,6,1,1,20
,,,,,
"URBANA (027)",34775,7569,3880,2019,21388
"Quechua (028)",80,6,5,12,60
"Aymara (029)",29,5,2,6,17
"Asháninka (030)",6,1,,2,4
"Otra lengua nativa (031)",9,1,,8,
"Castellano (032)",34596,7541,3870,1989,21272
"Idioma Extranjero (033)",1,,,,1
"Es Sordomudo/a (034)",54,15,3,2,34
"Hombres (036)",18317,3441,2077,1436,11432
"Quechua (037)",47,3,1,12,34
"Aymara (038)",17,3,,5,9
"Asháninka (039)",3,1,,1,2
"Otra lengua nativa (040)",8,,,8,
"Castellano (041)",18214,3425,2074,1409,11371
"Idioma Extranjero (042)",1,,,,1
"Es Sordomudo/a (043)",27,9,2,1,15
"Mujeres (045)",16458,4128,1803,583,9956
"Quechua (046)",33,3,4,,26
"Aymara (047)",12,2,2,1,8
"Asháninka (048)",3,,,1,2
"Otra lengua nativa (049)",1,1,,,
"Castellano (050)",16382,4116,1796,580,9901
"Es Sordomudo/a (052)",27,6,1,1,19
,,,,,
"RURAL (054)",3429,1433,133,28,1839
"Quechua (055)",4,,1,,3
"Aymara (056)",2,,,,2
"Castellano (059)",3415,1429,132,28,1830
"Es Sordomudo/a (061)",8,4,,,4
"Hombres (063)",1887,675,68,19,1127
"Quechua (064)",2,,,,2
"Aymara (065)",2,,,,2
"Castellano (068)",1876,671,68,19,1120
"Es Sordomudo/a (070)",7,4,,,3
"Mujeres (072)",1542,758,65,9,712
"Quechua (073)",2,,1,,1
"Castellano (077)",1539,758,64,9,710
"Es Sordomudo/a (079)",1,,,,1
