"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ANTONIO RAYMONDI (000)",15842,5137,1142,284,9286
"Quechua (001)",12073,3871,531,173,7503
"Aymara (002)",17,3,1,2,11
"Otra lengua nativa (004)",19,,,,19
"Castellano (005)",3694,1260,609,107,1720
"Idioma Extranjero (006)",5,,,1,4
"Es Sordomudo/a (007)",34,3,1,1,29
"Hombres (009)",7882,2520,584,178,4604
"Quechua (010)",5882,1879,278,112,3617
"Aymara (011)",7,1,,,6
"Otra lengua nativa (013)",5,,,,5
"Castellano (014)",1971,639,306,65,961
"Es Sordomudo/a (016)",17,1,,1,15
"Mujeres (018)",7960,2617,558,106,4682
"Quechua (019)",6191,1992,253,61,3886
"Aymara (020)",10,2,1,2,5
"Otra lengua nativa (022)",14,,,,14
"Castellano (023)",1723,621,303,42,759
"Idioma Extranjero (024)",5,,,1,4
"Es Sordomudo/a (025)",17,2,1,,14
,,,,,
"URBANA (027)",4175,906,800,166,2309
"Quechua (028)",2042,284,318,77,1367
"Aymara (029)",5,1,1,2,1
"Otra lengua nativa (031)",19,,,,19
"Castellano (032)",2096,621,481,85,911
"Idioma Extranjero (033)",3,,,1,2
"Es Sordomudo/a (034)",10,,,1,9
"Hombres (036)",2135,462,406,111,1159
"Quechua (037)",1014,145,166,54,652
"Aymara (038)",1,,,,1
"Otra lengua nativa (040)",5,,,,5
"Castellano (041)",1110,317,240,56,497
"Es Sordomudo/a (043)",5,,,1,4
"Mujeres (045)",2040,444,394,55,1150
"Quechua (046)",1028,139,152,23,715
"Aymara (047)",4,1,1,2,
"Otra lengua nativa (049)",14,,,,14
"Castellano (050)",986,304,241,29,414
"Idioma Extranjero (051)",3,,,1,2
"Es Sordomudo/a (052)",5,,,,5
,,,,,
"RURAL (054)",11667,4231,342,118,6977
"Quechua (055)",10031,3587,213,96,6136
"Aymara (056)",12,2,,,10
"Castellano (059)",1598,639,128,22,809
"Idioma Extranjero (060)",2,,,,2
"Es Sordomudo/a (061)",24,3,1,,20
"Hombres (063)",5747,2058,178,67,3445
"Quechua (064)",4868,1734,112,58,2965
"Aymara (065)",6,1,,,5
"Castellano (068)",861,322,66,9,464
"Es Sordomudo/a (070)",12,1,,,11
"Mujeres (072)",5920,2173,164,51,3532
"Quechua (073)",5163,1853,101,38,3171
"Aymara (074)",6,1,,,5
"Castellano (077)",737,317,62,13,345
"Idioma Extranjero (078)",2,,,,2
"Es Sordomudo/a (079)",12,2,1,,9
