"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia POMABAMBA (000)",19488,3602,3604,3261,3099,2160,3762
"Católica (001)",17614,3254,3257,2917,2765,1978,3443
"Cristiana/Evangélica (002)",1642,320,302,292,294,159,275
"Otra (003)",90,11,20,22,15,12,10
"Ninguna (004)",142,17,25,30,25,11,34
"Hombres (006)",9254,1768,1761,1555,1512,1025,1633
"Católica (007)",8353,1596,1606,1376,1351,938,1486
"Cristiana/Evangélica (008)",768,155,130,147,144,73,119
"Otra (009)",41,5,8,12,4,6,6
"Ninguna (010)",92,12,17,20,13,8,22
"Mujeres (012)",10234,1834,1843,1706,1587,1135,2129
"Católica (013)",9261,1658,1651,1541,1414,1040,1957
"Cristiana/Evangélica (014)",874,165,172,145,150,86,156
"Otra (015)",49,6,12,10,11,6,4
"Ninguna (016)",50,5,8,10,12,3,12
,,,,,,,
"URBANA (018)",4606,701,845,885,825,544,806
"Católica (019)",4099,627,734,773,741,488,736
"Cristiana/Evangélica (020)",376,62,82,75,65,42,50
"Otra (021)",58,7,14,18,8,6,5
"Ninguna (022)",73,5,15,19,11,8,15
"Hombres (024)",2222,333,415,435,409,262,368
"Católica (025)",1968,304,358,374,367,237,328
"Cristiana/Evangélica (026)",170,22,40,37,31,15,25
"Otra (027)",29,3,7,10,3,3,3
"Ninguna (028)",55,4,10,14,8,7,12
"Mujeres (030)",2384,368,430,450,416,282,438
"Católica (031)",2131,323,376,399,374,251,408
"Cristiana/Evangélica (032)",206,40,42,38,34,27,25
"Otra (033)",29,4,7,8,5,3,2
"Ninguna (034)",18,1,5,5,3,1,3
,,,,,,,
"RURAL (036)",14882,2901,2759,2376,2274,1616,2956
"Católica (037)",13515,2627,2523,2144,2024,1490,2707
"Cristiana/Evangélica (038)",1266,258,220,217,229,117,225
"Otra (039)",32,4,6,4,7,6,5
"Ninguna (040)",69,12,10,11,14,3,19
"Hombres (042)",7032,1435,1346,1120,1103,763,1265
"Católica (043)",6385,1292,1248,1002,984,701,1158
"Cristiana/Evangélica (044)",598,133,90,110,113,58,94
"Otra (045)",12,2,1,2,1,3,3
"Ninguna (046)",37,8,7,6,5,1,10
"Mujeres (048)",7850,1466,1413,1256,1171,853,1691
"Católica (049)",7130,1335,1275,1142,1040,789,1549
"Cristiana/Evangélica (050)",668,125,130,107,116,59,131
"Otra (051)",20,2,5,2,6,3,2
"Ninguna (052)",32,4,3,5,9,2,9
