"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia VIRU (000)",56406,4755,13291,3535,35051
"Conviviente (001)",21289,1511,5851,1380,12623
"Separado(a) (002)",2267,152,542,153,1426
"Casado(a) (003)",10693,781,2756,684,6540
"Viudo(a) (004)",1414,86,132,61,1136
"Divorciado(a) (005)",146,2,23,13,108
"Soltero(a) (006)",20597,2223,3987,1244,13218
"Hombres (008)",29396,2288,7606,2202,17455
"Conviviente (009)",10579,656,3374,862,5732
"Separado(a) (010)",662,34,160,53,415
"Casado(a) (011)",5395,366,1535,423,3129
"Viudo(a) (012)",395,18,43,17,318
"Divorciado(a) (013)",84,1,13,9,61
"Soltero(a) (014)",12281,1213,2481,838,7800
"Mujeres (016)",27010,2467,5685,1333,17596
"Conviviente (017)",10710,855,2477,518,6891
"Separado(a) (018)",1605,118,382,100,1011
"Casado(a) (019)",5298,415,1221,261,3411
"Viudo(a) (020)",1019,68,89,44,818
"Divorciado(a) (021)",62,1,10,4,47
"Soltero(a) (022)",8316,1010,1506,406,5418
,,,,,
"URBANA (024)",43265,3556,12109,3198,24618
"Conviviente (025)",16581,1174,5397,1248,8835
"Separado(a) (026)",1801,120,503,138,1044
"Casado(a) (027)",7964,557,2435,595,4443
"Viudo(a) (028)",981,65,112,54,751
"Divorciado(a) (029)",111,2,22,9,78
"Soltero(a) (030)",15827,1638,3640,1154,9467
"Hombres (032)",22277,1711,6900,1976,11839
"Conviviente (033)",8206,517,3099,776,3858
"Separado(a) (034)",501,29,144,47,281
"Casado(a) (035)",3983,259,1348,364,2068
"Viudo(a) (036)",238,16,34,16,173
"Divorciado(a) (037)",60,1,12,5,42
"Soltero(a) (038)",9289,889,2263,768,5417
"Mujeres (040)",20988,1845,5209,1222,12779
"Conviviente (041)",8375,657,2298,472,4977
"Separado(a) (042)",1300,91,359,91,763
"Casado(a) (043)",3981,298,1087,231,2375
"Viudo(a) (044)",743,49,78,38,578
"Divorciado(a) (045)",51,1,10,4,36
"Soltero(a) (046)",6538,749,1377,386,4050
,,,,,
"RURAL (048)",13141,1199,1182,337,10433
"Conviviente (049)",4708,337,454,132,3788
"Separado(a) (050)",466,32,39,15,382
"Casado(a) (051)",2729,224,321,89,2097
"Viudo(a) (052)",433,21,20,7,385
"Divorciado(a) (053)",35,,1,4,30
"Soltero(a) (054)",4770,585,347,90,3751
"Hombres (056)",7119,577,706,226,5616
"Conviviente (057)",2373,139,275,86,1874
"Separado(a) (058)",161,5,16,6,134
"Casado(a) (059)",1412,107,187,59,1061
"Viudo(a) (060)",157,2,9,1,145
"Divorciado(a) (061)",24,,1,4,19
"Soltero(a) (062)",2992,324,218,70,2383
"Mujeres (064)",6022,622,476,111,4817
"Conviviente (065)",2335,198,179,46,1914
"Separado(a) (066)",305,27,23,9,248
"Casado(a) (067)",1317,117,134,30,1036
"Viudo(a) (068)",276,19,11,6,240
"Divorciado(a) (069)",11,,,,11
"Soltero(a) (070)",1778,261,129,20,1368
