"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LAMAS (000)",33315,1526,12235,10469,7251,1834
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",51,,2,34,15,
"Profes., científicos e intelectuales (002)",957,,172,529,250,6
"Técnicos de nivel medio y trab.asimilados (003)",291,,102,112,71,6
"Jefes y empleados de oficina (004)",409,,176,147,82,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1708,24,481,665,432,106
"Agricult.trabaj. calif. agrop. y pesqueros (006)",14578,180,4237,4994,3977,1190
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",560,7,160,208,142,43
"Obreros construc., conf., papel, fab., instr. (008)",1022,2,410,388,201,21
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",12393,1260,5923,3019,1821,370
"Otra (010)",42,,9,29,4,
"Ocupación no especificada (011)",655,5,228,196,162,64
"Desocupado (012)",649,48,335,148,94,24
"Hombres (013)",24143,1040,9064,7527,5145,1367
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",43,,1,28,14,
"Profes., científicos e intelectuales (015)",527,,89,283,150,5
"Técnicos de nivel medio y trab.asimilados (016)",200,,72,71,53,4
"Jefes y empleados de oficina (017)",206,,76,78,48,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",733,15,200,263,199,56
"Agricult.trabaj. calif. agrop. y pesqueros (019)",13090,134,3709,4631,3577,1039
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",438,4,142,159,100,33
"Obreros construc., conf., papel, fab., instr. (021)",1007,1,405,385,197,19
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",7254,856,4087,1438,701,172
"Otra (023)",42,,9,29,4,
"Ocupación no especificada (024)",140,4,51,44,26,15
"Desocupado (025)",463,26,223,118,76,20
"Mujeres (026)",9172,486,3171,2942,2106,467
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",8,,1,6,1,
"Profes., científicos e intelectuales (028)",430,,83,246,100,1
"Técnicos de nivel medio y trab.asimilados (029)",91,,30,41,18,2
"Jefes y empleados de oficina (030)",203,,100,69,34,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",975,9,281,402,233,50
"Agricult.trabaj. calif. agrop. y pesqueros (032)",1488,46,528,363,400,151
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",122,3,18,49,42,10
