"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CHICLAYO (000)",15098,4096,11002
"Sin nivel (001)",406,70,336
"Educación inicial (002)",23,5,18
"Primaria (003)",2342,509,1833
"Secundaria (004)",6505,1907,4598
"Superior no univ. incompleta (005)",1048,288,760
"Superior no univ. completa (006)",1749,413,1336
"Superior univ. incompleta (007)",1092,391,701
"Superior univ. completa (008)",1933,513,1420
"De 14 a 29 años (010)",8470,3320,5150
"Sin nivel (011)",103,43,60
"Educación inicial (012)",15,5,10
"Primaria (013)",873,346,527
"Secundaria (014)",3981,1580,2401
"Superior no univ. incompleta (015)",707,242,465
"Superior no univ. completa (016)",919,309,610
"Superior univ. incompleta (017)",840,369,471
"Superior univ. completa (018)",1032,426,606
"De 30 a 44 años (020)",4023,650,3373
"Sin nivel (021)",129,22,107
"Educación inicial (022)",8,,8
"Primaria (023)",661,119,542
"Secundaria (024)",1625,278,1347
"Superior no univ. incompleta (025)",241,40,201
"Superior no univ. completa (026)",608,93,515
"Superior univ. incompleta (027)",160,18,142
"Superior univ. completa (028)",591,80,511
"De 45 a 64 años (030)",2211,126,2085
"Sin nivel (031)",115,5,110
"Primaria (033)",602,44,558
"Secundaria (034)",827,49,778
"Superior no univ. incompleta (035)",92,6,86
"Superior no univ. completa (036)",210,11,199
"Superior univ. incompleta (037)",81,4,77
"Superior univ. completa (038)",284,7,277
"De 65 y más años (040)",394,,394
"Sin nivel (041)",59,,59
"Primaria (043)",206,,206
"Secundaria (044)",72,,72
"Superior no univ. incompleta (045)",8,,8
"Superior no univ. completa (046)",12,,12
"Superior univ. incompleta (047)",11,,11
"Superior univ. completa (048)",26,,26
,,,
"AREA URBANA (050)",14054,3660,10394
"Sin nivel (051)",347,50,297
"Educación inicial (052)",20,5,15
"Primaria (053)",2001,381,1620
"Secundaria (054)",5979,1672,4307
"Superior no univ. incompleta (055)",1027,279,748
"Superior no univ. completa (056)",1692,388,1304
"Superior univ. incompleta (057)",1082,387,695
"Superior univ. completa (058)",1906,498,1408
"De 14 a 29 años (060)",7858,3013,4845
"Sin nivel (061)",83,32,51
"Educación inicial (062)",13,5,8
"Primaria (063)",714,272,442
"Secundaria (064)",3624,1401,2223
"Superior no univ. incompleta (065)",693,234,459
"Superior no univ. completa (066)",884,289,595
"Superior univ. incompleta (067)",833,366,467
"Superior univ. completa (068)",1014,414,600
"De 30 a 44 años (070)",3759,558,3201
"Sin nivel (071)",114,16,98
"Educación inicial (072)",7,,7
"Primaria (073)",568,86,482
"Secundaria (074)",1502,233,1269
"Superior no univ. incompleta (075)",237,40,197
"Superior no univ. completa (076)",588,88,500
"Superior univ. incompleta (077)",159,18,141
"Superior univ. completa (078)",584,77,507
"De 45 a 64 años (080)",2067,89,1978
"Sin nivel (081)",99,2,97
"Primaria (083)",524,23,501
"Secundaria (084)",782,38,744
"Superior no univ. incompleta (085)",89,5,84
"Superior no univ. completa (086)",210,11,199
"Superior univ. incompleta (087)",80,3,77
"Superior univ. completa (088)",283,7,276
"De 65 y más años (090)",370,,370
"Sin nivel (091)",51,,51
"Primaria (093)",195,,195
"Secundaria (094)",71,,71
"Superior no univ. incompleta (095)",8,,8
"Superior no univ. completa (096)",10,,10
"Superior univ. incompleta (097)",10,,10
"Superior univ. completa (098)",25,,25
,,,
"AREA RURAL (100)",1044,436,608
"Sin nivel (101)",59,20,39
"Educación inicial (102)",3,,3
"Primaria (103)",341,128,213
"Secundaria (104)",526,235,291
"Superior no univ. incompleta (105)",21,9,12
"Superior no univ. completa (106)",57,25,32
"Superior univ. incompleta (107)",10,4,6
"Superior univ. completa (108)",27,15,12
"De 14 a 29 años (110)",612,307,305
"Sin nivel (111)",20,11,9
"Educación inicial (112)",2,,2
"Primaria (113)",159,74,85
"Secundaria (114)",357,179,178
"Superior no univ. incompleta (115)",14,8,6
"Superior no univ. completa (116)",35,20,15
"Superior univ. incompleta (117)",7,3,4
"Superior univ. completa (118)",18,12,6
"De 30 a 44 años (120)",264,92,172
"Sin nivel (121)",15,6,9
"Educación inicial (122)",1,,1
"Primaria (123)",93,33,60
"Secundaria (124)",123,45,78
"Superior no univ. incompleta (125)",4,,4
"Superior no univ. completa (126)",20,5,15
"Superior univ. incompleta (127)",1,,1
"Superior univ. completa (128)",7,3,4
"De 45 a 64 años (130)",144,37,107
"Sin nivel (131)",16,3,13
"Primaria (133)",78,21,57
"Secundaria (134)",45,11,34
"Superior no univ. incompleta (135)",3,1,2
"Superior univ. incompleta (137)",1,1,
"Superior univ. completa (138)",1,,1
"De 65 y más años (140)",24,,24
"Sin nivel (141)",8,,8
"Primaria (143)",11,,11
"Secundaria (144)",1,,1
"Superior no univ. completa (146)",2,,2
"Superior univ. incompleta (147)",1,,1
"Superior univ. completa (148)",1,,1
