"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia CARHUAZ",,,,,,,,,
"Viviendas particulares (001)",11012,7455,1300,105,,218,1414,459,61
"Ocupantes presentes (002)",43772,29855,5427,442,,790,5593,1477,188
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",10942,7429,1297,104,,216,1382,453,61
"Ocupantes presentes (005)",43535,29779,5416,438,,788,5472,1454,188
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",6,5,1,,,,,,
"Ocupantes presentes (008)",20,16,4,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",8,8,,,,,,,
"Ocupantes presentes (011)",16,16,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",12,10,1,,,1,,,
"Ocupantes presentes (014)",39,33,5,,,1,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",38,,,,,1,32,5,
"Ocupantes presentes (017)",139,,,,,1,121,17,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,,,1,,,,1,
"Ocupantes presentes (020)",10,,,4,,,,6,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,3,1,,,,,,
"Ocupantes presentes (023)",13,11,2,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3825,3189,318,17,,25,105,144,27
"Ocupantes presentes (029)",14732,12457,1211,61,,65,403,461,74
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3793,3163,315,16,,24,105,143,27
"Ocupantes presentes (032)",14634,12381,1200,57,,64,403,455,74
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",6,5,1,,,,,,
"Ocupantes presentes (035)",20,16,4,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",8,8,,,,,,,
"Ocupantes presentes (038)",16,16,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",12,10,1,,,1,,,
"Ocupantes presentes (041)",39,33,5,,,1,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,,,1,,,,1,
"Ocupantes presentes (047)",10,,,4,,,,6,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,3,1,,,,,,
"Ocupantes presentes (050)",13,11,2,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",7187,4266,982,88,,193,1309,315,34
"Ocupantes presentes (056)",29040,17398,4216,381,,725,5190,1016,114
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",7149,4266,982,88,,192,1277,310,34
"Ocupantes presentes (059)",28901,17398,4216,381,,724,5069,999,114
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",38,,,,,1,32,5,
"Ocupantes presentes (071)",139,,,,,1,121,17,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
