"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUANCAVELICA (000)",142723,2947,52304,38679,22954,17600,8239
"Hombres (001)",69600,1460,26527,18699,10878,8340,3696
"Mujeres (002)",73123,1487,25777,19980,12076,9260,4543
"Viviendas particulares (003)",141005,2916,52090,37959,22489,17373,8178
"Hombres (004)",68394,1444,26396,18191,10536,8161,3666
"Mujeres (005)",72611,1472,25694,19768,11953,9212,4512
"Viviendas colectivas (006)",1345,30,180,589,330,163,53
"Hombres (007)",955,16,118,420,248,129,24
"Mujeres (008)",390,14,62,169,82,34,29
"Otro tipo (009)",373,1,34,131,135,64,8
"Hombres (010)",251,,13,88,94,50,6
"Mujeres (011)",122,1,21,43,41,14,2
,,,,,,,
"URBANA (012)",59851,1013,18969,18129,11117,7468,3155
"Hombres (013)",29150,502,9709,8842,5251,3521,1325
"Mujeres (014)",30701,511,9260,9287,5866,3947,1830
"Viviendas particulares (015)",58144,982,18756,17411,10656,7245,3094
"Hombres (016)",27949,486,9579,8335,4909,3345,1295
"Mujeres (017)",30195,496,9177,9076,5747,3900,1799
"Viviendas colectivas (018)",1337,30,179,588,326,161,53
"Hombres (019)",953,16,117,420,248,128,24
"Mujeres (020)",384,14,62,168,78,33,29
"Otro tipo (021)",370,1,34,130,135,62,8
"Hombres (022)",248,,13,87,94,48,6
"Mujeres (023)",122,1,21,43,41,14,2
,,,,,,,
"RURAL (024)",82872,1934,33335,20550,11837,10132,5084
"Hombres (025)",40450,958,16818,9857,5627,4819,2371
"Mujeres (026)",42422,976,16517,10693,6210,5313,2713
"Viviendas particulares (027)",82861,1934,33334,20548,11833,10128,5084
"Hombres (028)",40445,958,16817,9856,5627,4816,2371
"Mujeres (029)",42416,976,16517,10692,6206,5312,2713
"Viviendas colectivas (030)",8,,1,1,4,2,
"Hombres (031)",2,,1,,,1,
"Mujeres (032)",6,,,1,4,1,
"Otro tipo (033)",3,,,1,,2,
"Hombres (034)",3,,,1,,2,
