"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia JAEN (000)",45065,142,630,1815,4466,9571,17224,11217
"De 12 a 14 años (001)",87,,,,,,5,82
"De 15 a 19 años (002)",1756,,,,,,994,762
"De 20 a 24 años (003)",5417,,,,,14,3302,2101
"De 25 a 29 años (004)",6218,,,,,394,3997,1827
"De 30 a 34 años (005)",5966,,,,1,1044,3589,1332
"De 35 a 39 años (006)",5738,,,,62,1811,2803,1062
"De 40 a 44 años (007)",4822,,,1,275,2073,1652,821
"De 45 a 49 años (008)",3938,,,13,635,1912,745,633
"De 50 y más años (009)",11123,142,630,1801,3493,2323,137,2597
"PEA (010)",11796,4,50,275,1064,2942,3964,3497
"De 12 a 14 años (011)",8,,,,,,1,7
"De 15 a 19 años (012)",256,,,,,,136,120
"De 20 a 24 años (013)",1206,,,,,5,571,630
"De 25 a 29 años (014)",1608,,,,,110,844,654
"De 30 a 34 años (015)",1840,,,,,344,944,552
"De 35 a 39 años (016)",1864,,,,22,618,798,426
"De 40 a 44 años (017)",1658,,,1,95,740,478,344
"De 45 a 49 años (018)",1308,,,9,260,618,171,250
"De 50 y más años (019)",2048,4,50,265,687,507,21,514
"Ocupada (020)",11492,4,49,272,1054,2887,3851,3375
"De 12 a 14 años (021)",8,,,,,,1,7
"De 15 a 19 años (022)",238,,,,,,125,113
"De 20 a 24 años (023)",1138,,,,,5,543,590
"De 25 a 29 años (024)",1544,,,,,107,818,619
"De 30 a 34 años (025)",1792,,,,,331,918,543
"De 35 a 39 años (026)",1827,,,,22,606,785,414
"De 40 a 44 años (027)",1623,,,1,92,724,470,336
"De 45 a 49 años (028)",1293,,,9,259,611,170,244
"De 50 y más años (029)",2029,4,49,262,681,503,21,509
"Desocupada (030)",304,,1,3,10,55,113,122
"De 15 a 19 años (032)",18,,,,,,11,7
"De 20 a 24 años (033)",68,,,,,,28,40
"De 25 a 29 años (034)",64,,,,,3,26,35
"De 30 a 34 años (035)",48,,,,,13,26,9
"De 35 a 39 años (036)",37,,,,,12,13,12
"De 40 a 44 años (037)",35,,,,3,16,8,8
"De 45 a 49 años (038)",15,,,,1,7,1,6
"De 50 y más años (039)",19,,1,3,6,4,,5
"No PEA (040)",33269,138,580,1540,3402,6629,13260,7720
"De 12 a 14 años (041)",79,,,,,,4,75
"De 15 a 19 años (042)",1500,,,,,,858,642
"De 20 a 24 años (043)",4211,,,,,9,2731,1471
"De 25 a 29 años (044)",4610,,,,,284,3153,1173
"De 30 a 34 años (045)",4126,,,,1,700,2645,780
"De 35 a 39 años (046)",3874,,,,40,1193,2005,636
