"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ANTABAMBA (000)",4060,503,1207,1305,14,1008,23
"Conviviente (001)",1314,151,418,443,3,294,5
"Separado(a) (002)",128,23,34,46,1,23,1
"Casado(a) (003)",1621,219,406,533,8,449,6
"Viudo(a) (004)",261,8,66,108,,79,
"Divorciado(a) (005)",17,3,5,5,,4,
"Soltero(a) (006)",719,99,278,170,2,159,11
"Hombres (008)",2640,331,861,906,13,527,2
"Conviviente (009)",878,107,300,331,3,136,1
"Separado(a) (010)",51,7,13,20,,11,
"Casado(a) (011)",1058,157,289,384,8,220,
"Viudo(a) (012)",122,6,30,45,,41,
"Divorciado(a) (013)",9,1,3,3,,2,
"Soltero(a) (014)",522,53,226,123,2,117,1
"Mujeres (016)",1420,172,346,399,1,481,21
"Conviviente (017)",436,44,118,112,,158,4
"Separado(a) (018)",77,16,21,26,1,12,1
"Casado(a) (019)",563,62,117,149,,229,6
"Viudo(a) (020)",139,2,36,63,,38,
"Divorciado(a) (021)",8,2,2,2,,2,
"Soltero(a) (022)",197,46,52,47,,42,10
,,,,,,,
"URBANA (024)",2614,451,908,724,8,503,20
"Conviviente (025)",824,131,302,248,1,137,5
"Separado(a) (026)",91,22,29,27,1,11,1
"Casado(a) (027)",1053,202,305,304,5,232,5
"Viudo(a) (028)",153,8,55,51,,39,
"Divorciado(a) (029)",11,1,5,3,,2,
"Soltero(a) (030)",482,87,212,91,1,82,9
"Hombres (032)",1630,289,605,467,7,260,2
"Conviviente (033)",535,90,200,179,1,64,1
"Separado(a) (034)",34,6,10,14,,4,
"Casado(a) (035)",648,142,202,190,5,109,
"Viudo(a) (036)",67,6,23,20,,18,
"Divorciado(a) (037)",6,,3,2,,1,
"Soltero(a) (038)",340,45,167,62,1,64,1
"Mujeres (040)",984,162,303,257,1,243,18
"Conviviente (041)",289,41,102,69,,73,4
"Separado(a) (042)",57,16,19,13,1,7,1
"Casado(a) (043)",405,60,103,114,,123,5
"Viudo(a) (044)",86,2,32,31,,21,
"Divorciado(a) (045)",5,1,2,1,,1,
"Soltero(a) (046)",142,42,45,29,,18,8
,,,,,,,
"RURAL (048)",1446,52,299,581,6,505,3
"Conviviente (049)",490,20,116,195,2,157,
"Separado(a) (050)",37,1,5,19,,12,
"Casado(a) (051)",568,17,101,229,3,217,1
"Viudo(a) (052)",108,,11,57,,40,
"Divorciado(a) (053)",6,2,,2,,2,
"Soltero(a) (054)",237,12,66,79,1,77,2
"Hombres (056)",1010,42,256,439,6,267,
"Conviviente (057)",343,17,100,152,2,72,
"Separado(a) (058)",17,1,3,6,,7,
"Casado(a) (059)",410,15,87,194,3,111,
"Viudo(a) (060)",55,,7,25,,23,
"Divorciado(a) (061)",3,1,,1,,1,
"Soltero(a) (062)",182,8,59,61,1,53,
"Mujeres (064)",436,10,43,142,,238,3
"Conviviente (065)",147,3,16,43,,85,
"Separado(a) (066)",20,,2,13,,5,
"Casado(a) (067)",158,2,14,35,,106,1
"Viudo(a) (068)",53,,4,32,,17,
"Divorciado(a) (069)",3,1,,1,,1,
"Soltero(a) (070)",55,4,7,18,,24,2
