"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CANDARAVE (000)",2443,2367,10,521,580,405,473,261,101,16,76,7660
"De 12 a 14 años (001)",2,,,,,,,,,,2,
"De 15 a 19 años (002)",53,51,,45,5,,1,,,,2,59
"De 20 a 24 años (003)",205,180,,141,31,8,,,,,25,227
"De 25 a 29 años (004)",263,246,3,117,89,29,7,,1,,17,420
"De 30 a 34 años (005)",308,299,,75,129,65,27,3,,,9,663
"De 35 a 39 años (006)",275,266,1,39,105,67,47,7,,,9,691
"De 40 a 44 años (007)",251,248,,20,78,58,68,18,6,,3,812
"De 45 a 49 años (008)",219,217,,18,41,60,60,34,4,,2,788
"De 50 y más años (009)",867,860,6,66,102,118,263,199,90,16,7,4000
"PEA (010)",1298,1247,4,279,321,209,239,145,46,4,51,3947
"De 15 a 19 años (012)",22,20,,17,2,,1,,,,2,25
"De 20 a 24 años (013)",113,95,,76,16,3,,,,,18,117
"De 25 a 29 años (014)",138,127,1,59,48,13,5,,1,,11,223
"De 30 a 34 años (015)",163,155,,47,57,37,12,2,,,8,335
"De 35 a 39 años (016)",154,149,1,25,70,28,20,5,,,5,364
"De 40 a 44 años (017)",155,153,,13,48,34,43,12,3,,2,500
"De 45 a 49 años (018)",132,131,,9,26,39,37,18,2,,1,464
"De 50 y más años (019)",421,417,2,33,54,55,121,108,40,4,4,1919
"Ocupada (020)",1274,1224,4,270,317,207,234,143,45,4,50,3882
"De 15 a 19 años (022)",22,20,,17,2,,1,,,,2,25
"De 20 a 24 años (023)",110,92,,73,16,3,,,,,18,114
"De 25 a 29 años (024)",136,126,1,58,48,13,5,,1,,10,222
"De 30 a 34 años (025)",158,150,,44,55,37,12,2,,,8,328
