"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia EL COLLAO (000)",72814,15395,21273,15050,13549,7547
"Hombres (001)",36879,7898,10928,7527,6783,3743
"Mujeres (002)",35935,7497,10345,7523,6766,3804
"PEA (003)",33360,488,9649,10227,9124,3872
"Hombres (004)",20181,246,5613,6251,5645,2426
"Mujeres (005)",13179,242,4036,3976,3479,1446
"Ocupada (006)",31442,469,8622,9722,8834,3795
"Hombres (007)",18752,233,4912,5846,5400,2361
"Mujeres (008)",12690,236,3710,3876,3434,1434
"Desocupada (009)",1918,19,1027,505,290,77
"Hombres (010)",1429,13,701,405,245,65
"Mujeres (011)",489,6,326,100,45,12
"No PEA (012)",39454,14907,11624,4823,4425,3675
"Hombres (013)",16698,7652,5315,1276,1138,1317
"Mujeres (014)",22756,7255,6309,3547,3287,2358
,,,,,,
"URBANA (018)",22876,4846,7714,5590,3593,1133
"Hombres (019)",11754,2486,3934,2783,1963,588
"Mujeres (020)",11122,2360,3780,2807,1630,545
"PEA (021)",9917,251,3184,3685,2328,469
"Hombres (022)",5854,136,1814,2150,1479,275
"Mujeres (023)",4063,115,1370,1535,849,194
"Ocupada (024)",9191,244,2818,3451,2226,452
"Hombres (025)",5386,132,1599,1982,1410,263
"Mujeres (026)",3805,112,1219,1469,816,189
"Desocupada (027)",726,7,366,234,102,17
"Hombres (028)",468,4,215,168,69,12
"Mujeres (029)",258,3,151,66,33,5
"No PEA (030)",12959,4595,4530,1905,1265,664
"Hombres (031)",5900,2350,2120,633,484,313
"Mujeres (032)",7059,2245,2410,1272,781,351
,,,,,,
"RURAL (036)",49938,10549,13559,9460,9956,6414
"Hombres (037)",25125,5412,6994,4744,4820,3155
"Mujeres (038)",24813,5137,6565,4716,5136,3259
"PEA (039)",23443,237,6465,6542,6796,3403
"Hombres (040)",14327,110,3799,4101,4166,2151
"Mujeres (041)",9116,127,2666,2441,2630,1252
"Ocupada (042)",22251,225,5804,6271,6608,3343
"Hombres (043)",13366,101,3313,3864,3990,2098
"Mujeres (044)",8885,124,2491,2407,2618,1245
"Desocupada (045)",1192,12,661,271,188,60
"Hombres (046)",961,9,486,237,176,53
"Mujeres (047)",231,3,175,34,12,7
"No PEA (048)",26495,10312,7094,2918,3160,3011
"Hombres (049)",10798,5302,3195,643,654,1004
"Mujeres (050)",15697,5010,3899,2275,2506,2007
