"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia URUBAMBA (000)",20210,4380,2759,9804,362,1997,383,525
"Agric., ganadería, caza y silvicultura (001)",6800,22,499,4831,102,1346,,
"Pesca (002)",7,2,1,4,,,,
"Explotación de minas y canteras (003)",21,3,17,1,,,,
"Industrias manufactureras (004)",962,26,171,674,31,60,,
"Suministro de electricidad, gas y agua (005)",44,17,22,1,,4,,
"Construcción (006)",1692,33,1271,331,40,17,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2659,275,30,2013,66,275,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",133,12,16,95,7,3,,
"Comercio al por mayor (009)",82,26,4,39,4,9,,
"Comercio al por menor (010)",2444,237,10,1879,55,263,,
"Hoteles y restaurantes (011)",2024,1147,184,578,63,52,,
"Trans., almac. y comunicaciones (012)",1508,577,139,707,33,52,,
"Intermediación financiera (013)",23,21,,2,,,,
"Activid.inmobil., empres. y alquileres (014)",382,270,18,77,13,4,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",588,452,136,,,,,
"Enseñanza (016)",1065,976,1,84,,4,,
"Servicios sociales y de salud (017)",199,160,5,34,,,,
"Otras activ. serv.comun.soc y personales (018)",422,183,81,148,4,6,,
"Hogares privados con servicio doméstico (019)",383,,,,,,383,
"Organiz. y organos extraterritoriales (020)",3,3,,,,,,
"Actividad economica no especificada (021)",903,213,184,319,10,177,,
"Desocupado (022)",525,,,,,,,525
"Hombres (023)",13743,2672,2538,6665,262,1158,76,372
"Agric., ganadería, caza y silvicultura (024)",5855,20,432,4361,94,948,,
"Pesca (025)",6,2,1,3,,,,
"Explotación de minas y canteras (026)",19,1,17,1,,,,
"Industrias manufactureras (027)",579,19,136,377,24,23,,
"Suministro de electricidad, gas y agua (028)",35,13,20,,,2,,
"Construcción (029)",1663,28,1256,323,39,17,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",764,115,30,534,24,61,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",123,8,16,91,7,1,,
"Comercio al por mayor (032)",41,15,4,17,3,2,,
"Comercio al por menor (033)",600,92,10,426,14,58,,
"Hoteles y restaurantes (034)",962,681,143,90,31,17,,
"Trans., almac. y comunicaciones (035)",1342,484,134,645,30,49,,
"Intermediación financiera (036)",11,10,,1,,,,
"Activid.inmobil., empres. y alquileres (037)",292,213,13,53,11,2,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",468,352,116,,,,,
"Enseñanza (039)",480,446,1,31,,2,,
"Servicios sociales y de salud (040)",77,50,5,22,,,,
"Otras activ. serv.comun.soc y personales (041)",297,126,72,93,4,2,,
"Hogares privados con servicio doméstico (042)",76,,,,,,76,
"Organiz. y organos extraterritoriales (043)",2,2,,,,,,
"Actividad economica no especificada (044)",443,110,162,131,5,35,,
"Desocupado (045)",372,,,,,,,372
"Mujeres (046)",6467,1708,221,3139,100,839,307,153
"Agric., ganadería, caza y silvicultura (047)",945,2,67,470,8,398,,
"Pesca (048)",1,,,1,,,,
"Explotación de minas y canteras (049)",2,2,,,,,,
"Industrias manufactureras (050)",383,7,35,297,7,37,,
"Suministro de electricidad, gas y agua (051)",9,4,2,1,,2,,
"Construcción (052)",29,5,15,8,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1895,160,,1479,42,214,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",10,4,,4,,2,,
"Comercio al por mayor (055)",41,11,,22,1,7,,
"Comercio al por menor (056)",1844,145,,1453,41,205,,
"Hoteles y restaurantes (057)",1062,466,41,488,32,35,,
"Trans., almac. y comunicaciones (058)",166,93,5,62,3,3,,
"Intermediación financiera (059)",12,11,,1,,,,
"Activid.inmobil., empres. y alquileres (060)",90,57,5,24,2,2,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",120,100,20,,,,,
"Enseñanza (062)",585,530,,53,,2,,
"Servicios sociales y de salud (063)",122,110,,12,,,,
"Otras activ. serv.comun.soc y personales (064)",125,57,9,55,,4,,
"Hogares privados con servicio doméstico (065)",307,,,,,,307,
"Organiz. y organos extraterritoriales (066)",1,1,,,,,,
"Actividad economica no especificada (067)",460,103,22,188,5,142,,
"Desocupado (068)",153,,,,,,,153
,,,,,,,,
"URBANA (069)",11520,3676,1562,4688,263,707,289,335
"Agric., ganadería, caza y silvicultura (070)",1636,11,188,1053,49,335,,
"Pesca (071)",1,1,,,,,,
"Explotación de minas y canteras (072)",12,3,8,1,,,,
"Industrias manufactureras (073)",632,22,111,435,28,36,,
"Suministro de electricidad, gas y agua (074)",37,16,18,1,,2,,
"Construcción (075)",953,33,697,185,30,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",2160,232,24,1631,49,224,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",107,10,11,80,4,2,,
"Comercio al por mayor (078)",60,19,3,27,4,7,,
"Comercio al por menor (079)",1993,203,10,1524,41,215,,
"Hoteles y restaurantes (080)",1683,998,137,451,57,40,,
"Trans., almac. y comunicaciones (081)",1004,447,69,454,26,8,,
"Intermediación financiera (082)",19,17,,2,,,,
"Activid.inmobil., empres. y alquileres (083)",322,221,16,70,13,2,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",482,370,112,,,,,
"Enseñanza (085)",911,840,1,66,,4,,
"Servicios sociales y de salud (086)",167,135,4,28,,,,
"Otras activ. serv.comun.soc y personales (087)",341,149,59,123,4,6,,
"Hogares privados con servicio doméstico (088)",289,,,,,,289,
"Organiz. y organos extraterritoriales (089)",3,3,,,,,,
"Actividad economica no especificada (090)",533,178,118,188,7,42,,
"Desocupado (091)",335,,,,,,,335
"Hombres (092)",6927,2195,1404,2515,185,359,62,207
"Agric., ganadería, caza y silvicultura (093)",1339,9,149,901,46,234,,
"Pesca (094)",1,1,,,,,,
"Explotación de minas y canteras (095)",10,1,8,1,,,,
"Industrias manufactureras (096)",398,15,87,253,23,20,,
"Suministro de electricidad, gas y agua (097)",30,13,17,,,,,
"Construcción (098)",929,28,685,179,29,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",638,92,24,452,17,53,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",99,7,11,76,4,1,,
"Comercio al por mayor (101)",30,10,3,12,3,2,,
"Comercio al por menor (102)",509,75,10,364,10,50,,
"Hoteles y restaurantes (103)",814,592,104,77,28,13,,
"Trans., almac. y comunicaciones (104)",857,362,65,399,23,8,,
"Intermediación financiera (105)",10,9,,1,,,,
"Activid.inmobil., empres. y alquileres (106)",242,171,11,48,11,1,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",383,289,94,,,,,
"Enseñanza (108)",402,373,1,26,,2,,
"Servicios sociales y de salud (109)",64,41,4,19,,,,
"Otras activ. serv.comun.soc y personales (110)",230,98,52,74,4,2,,
