"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUAMANGA (000)",192585,48105,64776,41094,26845,11765
"Hombres (001)",93264,24365,31690,19511,12625,5073
"Mujeres (002)",99321,23740,33086,21583,14220,6692
"PEA (003)",75111,1269,26556,27866,16269,3151
"Hombres (004)",45899,752,16179,16792,10073,2103
"Mujeres (005)",29212,517,10377,11074,6196,1048
"Ocupada (006)",71283,1208,24633,26613,15785,3044
"Hombres (007)",43379,708,15005,15964,9695,2007
"Mujeres (008)",27904,500,9628,10649,6090,1037
"Desocupada (009)",3828,61,1923,1253,484,107
"Hombres (010)",2520,44,1174,828,378,96
"Mujeres (011)",1308,17,749,425,106,11
"No PEA (012)",117474,46836,38220,13228,10576,8614
"Hombres (013)",47365,23613,15511,2719,2552,2970
"Mujeres (014)",70109,23223,22709,10509,8024,5644
,,,,,,
"URBANA (018)",142271,33351,50546,31483,19416,7475
"Hombres (019)",68785,16814,24657,14857,9257,3200
"Mujeres (020)",73486,16537,25889,16626,10159,4275
"PEA (021)",61055,1074,21481,23327,13129,2044
"Hombres (022)",35312,635,12445,13266,7712,1254
"Mujeres (023)",25743,439,9036,10061,5417,790
"Ocupada (024)",57995,1033,19936,22295,12753,1978
"Hombres (025)",33456,608,11570,12644,7436,1198
"Mujeres (026)",24539,425,8366,9651,5317,780
"Desocupada (027)",3060,41,1545,1032,376,66
"Hombres (028)",1856,27,875,622,276,56
"Mujeres (029)",1204,14,670,410,100,10
"No PEA (030)",81216,32277,29065,8156,6287,5431
"Hombres (031)",33473,16179,12212,1591,1545,1946
"Mujeres (032)",47743,16098,16853,6565,4742,3485
,,,,,,
"RURAL (036)",50314,14754,14230,9611,7429,4290
"Hombres (037)",24479,7551,7033,4654,3368,1873
"Mujeres (038)",25835,7203,7197,4957,4061,2417
"PEA (039)",14056,195,5075,4539,3140,1107
"Hombres (040)",10587,117,3734,3526,2361,849
"Mujeres (041)",3469,78,1341,1013,779,258
"Ocupada (042)",13288,175,4697,4318,3032,1066
"Hombres (043)",9923,100,3435,3320,2259,809
"Mujeres (044)",3365,75,1262,998,773,257
"Desocupada (045)",768,20,378,221,108,41
"Hombres (046)",664,17,299,206,102,40
"Mujeres (047)",104,3,79,15,6,1
"No PEA (048)",36258,14559,9155,5072,4289,3183
"Hombres (049)",13892,7434,3299,1128,1007,1024
"Mujeres (050)",22366,7125,5856,3944,3282,2159
