"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CASTROVIRREYNA (000)",14259,2115,2162,2491,2559,1693,3239
"Conviviente (001)",3172,36,599,1141,812,336,248
"Separado(a) (002)",433,9,64,102,115,62,81
"Casado(a) (003)",4788,4,97,580,1238,1024,1845
"Viudo(a) (004)",1110,1,2,16,104,113,874
"Divorciado(a) (005)",76,,4,9,25,15,23
"Soltero(a) (006)",4680,2065,1396,643,265,143,168
"Hombres (008)",7540,1061,1211,1378,1465,958,1467
"Conviviente (009)",1759,16,287,637,488,203,128
"Separado(a) (010)",133,1,5,20,51,31,25
"Casado(a) (011)",2685,2,42,308,728,592,1013
"Viudo(a) (012)",264,,,2,26,28,208
"Divorciado(a) (013)",52,,4,5,18,12,13
"Soltero(a) (014)",2647,1042,873,406,154,92,80
"Mujeres (016)",6719,1054,951,1113,1094,735,1772
"Conviviente (017)",1413,20,312,504,324,133,120
"Separado(a) (018)",300,8,59,82,64,31,56
"Casado(a) (019)",2103,2,55,272,510,432,832
"Viudo(a) (020)",846,1,2,14,78,85,666
"Divorciado(a) (021)",24,,,4,7,3,10
"Soltero(a) (022)",2033,1023,523,237,111,51,88
,,,,,,,
"URBANA (024)",4804,641,760,956,911,587,949
"Conviviente (025)",1063,12,223,402,256,104,66
"Separado(a) (026)",121,2,19,23,34,28,15
"Casado(a) (027)",1633,,28,228,476,368,533
"Viudo(a) (028)",346,,2,9,27,35,273
"Divorciado(a) (029)",31,,3,3,11,8,6
"Soltero(a) (030)",1610,627,485,291,107,44,56
"Hombres (032)",2656,305,447,560,533,375,436
"Conviviente (033)",627,8,121,244,149,70,35
"Separado(a) (034)",42,,2,6,13,17,4
"Casado(a) (035)",1003,,12,134,298,254,305
"Viudo(a) (036)",86,,,2,14,8,62
"Divorciado(a) (037)",25,,3,3,8,7,4
"Soltero(a) (038)",873,297,309,171,51,19,26
"Mujeres (040)",2148,336,313,396,378,212,513
"Conviviente (041)",436,4,102,158,107,34,31
"Separado(a) (042)",79,2,17,17,21,11,11
"Casado(a) (043)",630,,16,94,178,114,228
"Viudo(a) (044)",260,,2,7,13,27,211
"Divorciado(a) (045)",6,,,,3,1,2
"Soltero(a) (046)",737,330,176,120,56,25,30
,,,,,,,
"RURAL (048)",9455,1474,1402,1535,1648,1106,2290
"Conviviente (049)",2109,24,376,739,556,232,182
"Separado(a) (050)",312,7,45,79,81,34,66
"Casado(a) (051)",3155,4,69,352,762,656,1312
"Viudo(a) (052)",764,1,,7,77,78,601
"Divorciado(a) (053)",45,,1,6,14,7,17
"Soltero(a) (054)",3070,1438,911,352,158,99,112
"Hombres (056)",4884,756,764,818,932,583,1031
"Conviviente (057)",1132,8,166,393,339,133,93
"Separado(a) (058)",91,1,3,14,38,14,21
"Casado(a) (059)",1682,2,30,174,430,338,708
"Viudo(a) (060)",178,,,,12,20,146
"Divorciado(a) (061)",27,,1,2,10,5,9
"Soltero(a) (062)",1774,745,564,235,103,73,54
"Mujeres (064)",4571,718,638,717,716,523,1259
"Conviviente (065)",977,16,210,346,217,99,89
"Separado(a) (066)",221,6,42,65,43,20,45
"Casado(a) (067)",1473,2,39,178,332,318,604
"Viudo(a) (068)",586,1,,7,65,58,455
"Divorciado(a) (069)",18,,,4,4,2,8
"Soltero(a) (070)",1296,693,347,117,55,26,58
