"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia LA CONVENCION (000)",55905,149948,134376,,3051,89.6,2
"De 12 a 14 años (001)",5815,46,42,,10,91.3,21.7
"De 15 a 19 años (002)",7601,1858,1822,453,98.1,24.4,
"De 20 a 24 años (003)",6613,7278,7113,797,97.7,11,
"De 25 a 29 años (004)",6392,12071,11718,681,97.1,5.6,
"De 30 a 34 años (005)",5524,14880,14295,521,96.1,3.5,
"De 35 a 39 años (006)",5402,18804,17834,391,94.8,2.1,
"De 40 a 44 años (007)",4566,19756,18210,163,92.2,0.8,
"De 45 a 49 años (008)",3769,18336,16452,35,89.7,0.2,
"De 50 y más años (009)",10223,56919,46890,,82.4,,
"PEA (010)",16986,46776,42358,797,90.6,1.7,
"De 12 a 14 años (011)",260,9,7,1,77.8,11.1,
"De 15 a 19 años (012)",1410,407,396,82,97.3,20.1,
"De 20 a 24 años (013)",2213,2110,2054,203,97.3,9.6,
"De 25 a 29 años (014)",2431,3665,3571,181,97.4,4.9,
"De 30 a 34 años (015)",2218,4995,4821,147,96.5,2.9,
"De 35 a 39 años (016)",2242,6776,6444,122,95.1,1.8,
"De 40 a 44 años (017)",1830,7005,6466,52,92.3,0.7,
"De 45 a 49 años (018)",1470,6511,5826,9,89.5,0.1,
"De 50 y más años (019)",2912,15298,12773,,83.5,,
"Ocupada (020)",16373,45942,41575,776,90.5,1.7,
"De 12 a 14 años (021)",251,9,7,1,77.8,11.1,
"De 15 a 19 años (022)",1315,394,383,79,97.2,20.1,
"De 20 a 24 años (023)",2074,2021,1966,194,97.3,9.6,
"De 25 a 29 años (024)",2305,3548,3459,175,97.5,4.9,
"De 30 a 34 años (025)",2132,4868,4696,145,96.5,3,
"De 35 a 39 años (026)",2179,6630,6307,121,95.1,1.8,
"De 40 a 44 años (027)",1795,6897,6368,52,92.3,0.8,
"De 45 a 49 años (028)",1438,6370,5703,9,89.5,0.1,
"De 50 y más años (029)",2884,15205,12686,,83.4,,
"Desocupada (030)",613,834,783,21,93.9,2.5,
"De 12 a 14 años (031)",9,,,,,,
"De 15 a 19 años (032)",95,13,13,3,100,23.1,
"De 20 a 24 años (033)",139,89,88,9,98.9,10.1,
"De 25 a 29 años (034)",126,117,112,6,95.7,5.1,
