"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CELENDIN (000)",76220,20941,22326,14995,11618,6340
"Hombres (001)",37326,10587,10950,7176,5628,2985
"Mujeres (002)",38894,10354,11376,7819,5990,3355
"PEA (003)",25346,700,8631,8072,5829,2114
"Hombres (004)",19235,491,6534,6012,4498,1700
"Mujeres (005)",6111,209,2097,2060,1331,414
"Ocupada (006)",23866,578,7875,7733,5637,2043
"Hombres (007)",18144,409,6002,5750,4341,1642
"Mujeres (008)",5722,169,1873,1983,1296,401
"Desocupada (009)",1480,122,756,339,192,71
"Hombres (010)",1091,82,532,262,157,58
"Mujeres (011)",389,40,224,77,35,13
"No PEA (012)",50874,20241,13695,6923,5789,4226
"Hombres (013)",18091,10096,4416,1164,1130,1285
"Mujeres (014)",32783,10145,9279,5759,4659,2941
,,,,,,
"URBANA (018)",19593,4460,6026,4016,3191,1900
"Hombres (019)",9381,2261,2892,1864,1481,883
"Mujeres (020)",10212,2199,3134,2152,1710,1017
"PEA (021)",7664,158,2404,2715,1832,555
"Hombres (022)",4691,104,1479,1611,1127,370
"Mujeres (023)",2973,54,925,1104,705,185
"Ocupada (024)",7208,144,2173,2590,1766,535
"Hombres (025)",4369,95,1334,1516,1072,352
"Mujeres (026)",2839,49,839,1074,694,183
"Desocupada (027)",456,14,231,125,66,20
"Hombres (028)",322,9,145,95,55,18
"Mujeres (029)",134,5,86,30,11,2
"No PEA (030)",11929,4302,3622,1301,1359,1345
"Hombres (031)",4690,2157,1413,253,354,513
"Mujeres (032)",7239,2145,2209,1048,1005,832
,,,,,,
"RURAL (036)",56627,16481,16300,10979,8427,4440
"Hombres (037)",27945,8326,8058,5312,4147,2102
"Mujeres (038)",28682,8155,8242,5667,4280,2338
"PEA (039)",17682,542,6227,5357,3997,1559
"Hombres (040)",14544,387,5055,4401,3371,1330
"Mujeres (041)",3138,155,1172,956,626,229
"Ocupada (042)",16658,434,5702,5143,3871,1508
"Hombres (043)",13775,314,4668,4234,3269,1290
"Mujeres (044)",2883,120,1034,909,602,218
"Desocupada (045)",1024,108,525,214,126,51
"Hombres (046)",769,73,387,167,102,40
"Mujeres (047)",255,35,138,47,24,11
"No PEA (048)",38945,15939,10073,5622,4430,2881
"Hombres (049)",13401,7939,3003,911,776,772
"Mujeres (050)",25544,8000,7070,4711,3654,2109
