"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SUCRE (000)",3514,3403,17,499,495,475,881,605,331,100,111,14604
"De 12 a 14 años (001)",14,5,1,3,1,,,,,,9,5
"De 15 a 19 años (002)",104,94,1,74,12,3,4,,,,10,123
"De 20 a 24 años (003)",273,244,3,129,83,22,7,,,,29,392
"De 25 a 29 años (004)",342,323,1,92,125,65,38,2,,,19,709
"De 30 a 34 años (005)",348,337,3,42,89,74,112,14,3,,11,1039
"De 35 a 39 años (006)",342,329,2,26,42,62,135,45,17,,13,1319
"De 40 a 44 años (007)",341,339,,20,26,53,116,76,41,7,2,1673
"De 45 a 49 años (008)",266,263,,23,16,43,74,67,28,12,3,1312
"De 50 y más años (009)",1484,1469,6,90,101,153,395,401,242,81,15,8032
"PEA (010)",969,930,9,153,157,133,230,150,75,23,39,3730
"De 15 a 19 años (012)",18,15,1,11,3,,,,,,3,17
"De 20 a 24 años (013)",63,52,1,29,18,3,1,,,,11,78
"De 25 a 29 años (014)",111,101,,38,38,18,7,,,,10,196
"De 30 a 34 años (015)",133,126,2,22,40,25,33,2,2,,7,342
"De 35 a 39 años (016)",119,117,2,13,20,19,49,11,3,,2,423
"De 40 a 44 años (017)",121,120,,10,13,22,35,27,10,3,1,553
"De 45 a 49 años (018)",99,98,,14,4,18,25,27,8,2,1,454
"De 50 y más años (019)",305,301,3,16,21,28,80,83,52,18,4,1667
"Ocupada (020)",959,922,9,150,156,133,229,149,73,23,37,3698
"De 15 a 19 años (022)",17,15,1,11,3,,,,,,2,17
"De 20 a 24 años (023)",59,49,1,26,18,3,1,,,,10,75
"De 25 a 29 años (024)",111,101,,38,38,18,7,,,,10,196
