"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia AREQUIPA (000)",340701,2590,108515,131030,86554,12012
"Empleado (001)",123509,353,42955,49949,28607,1645
"Obrero (002)",64450,365,25110,24019,13286,1670
"Trabajador independiente (003)",121496,460,28701,47733,37604,6998
"Empleador o patrono (004)",8097,4,1549,3151,2714,679
"Trabajador familiar no remunerado (005)",11183,954,3972,3098,2355,804
"Trabajador del hogar (006)",11966,454,6228,3080,1988,216
"Hombres (008)",196330,1393,60816,74593,51358,8170
"Empleado (009)",63712,184,20070,25924,16365,1169
"Obrero (010)",49291,293,19410,17802,10376,1410
"Trabajador independiente (011)",73089,306,18115,27968,22056,4644
"Empleador o patrono (012)",5427,3,989,2040,1870,525
"Trabajador familiar no remunerado (013)",4157,526,1889,757,595,390
"Trabajador del hogar (014)",654,81,343,102,96,32
"Mujeres (016)",144371,1197,47699,56437,35196,3842
"Empleado (017)",59797,169,22885,24025,12242,476
"Obrero (018)",15159,72,5700,6217,2910,260
"Trabajador independiente (019)",48407,154,10586,19765,15548,2354
"Empleador o patrono (020)",2670,1,560,1111,844,154
"Trabajador familiar no remunerado (021)",7026,428,2083,2341,1760,414
"Trabajador del hogar (022)",11312,373,5885,2978,1892,184
,,,,,,
"URBANA (024)",331326,2485,105603,127921,84098,11219
"Empleado (025)",122720,352,42648,49639,28453,1628
"Obrero (026)",60645,337,23690,22658,12419,1541
"Trabajador independiente (027)",118450,450,28040,46776,36622,6562
"Empleador o patrono (028)",7572,4,1507,3006,2509,546
"Trabajador familiar no remunerado (029)",10063,891,3542,2782,2121,727
"Trabajador del hogar (030)",11876,451,6176,3060,1974,215
"Hombres (032)",189937,1324,58905,72528,49658,7522
"Empleado (033)",63221,183,19896,25734,16251,1157
"Obrero (034)",46509,272,18381,16814,9743,1299
"Trabajador independiente (035)",70873,297,17656,27300,21343,4277
"Empleador o patrono (036)",4993,3,963,1927,1695,405
"Trabajador familiar no remunerado (037)",3696,489,1670,652,532,353
"Trabajador del hogar (038)",645,80,339,101,94,31
"Mujeres (040)",141389,1161,46698,55393,34440,3697
"Empleado (041)",59499,169,22752,23905,12202,471
"Obrero (042)",14136,65,5309,5844,2676,242
"Trabajador independiente (043)",47577,153,10384,19476,15279,2285
"Empleador o patrono (044)",2579,1,544,1079,814,141
"Trabajador familiar no remunerado (045)",6367,402,1872,2130,1589,374
"Trabajador del hogar (046)",11231,371,5837,2959,1880,184
,,,,,,
"RURAL (048)",9375,105,2912,3109,2456,793
"Empleado (049)",789,1,307,310,154,17
"Obrero (050)",3805,28,1420,1361,867,129
"Trabajador independiente (051)",3046,10,661,957,982,436
"Empleador o patrono (052)",525,,42,145,205,133
"Trabajador familiar no remunerado (053)",1120,63,430,316,234,77
"Trabajador del hogar (054)",90,3,52,20,14,1
"Hombres (056)",6393,69,1911,2065,1700,648
"Empleado (057)",491,1,174,190,114,12
"Obrero (058)",2782,21,1029,988,633,111
"Trabajador independiente (059)",2216,9,459,668,713,367
"Empleador o patrono (060)",434,,26,113,175,120
"Trabajador familiar no remunerado (061)",461,37,219,105,63,37
"Trabajador del hogar (062)",9,1,4,1,2,1
"Mujeres (064)",2982,36,1001,1044,756,145
"Empleado (065)",298,,133,120,40,5
"Obrero (066)",1023,7,391,373,234,18
"Trabajador independiente (067)",830,1,202,289,269,69
"Empleador o patrono (068)",91,,16,32,30,13
"Trabajador familiar no remunerado (069)",659,26,211,211,171,40
"Trabajador del hogar (070)",81,2,48,19,12,
