"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia OCROS (000)",2566,56,139,242,331,460,764,574
"De 15 a 19 años (002)",43,,,,,,24,19
"De 20 a 24 años (003)",208,,,,,,126,82
"De 25 a 29 años (004)",243,,,,,7,175,61
"De 30 a 34 años (005)",255,,,,,40,163,52
"De 35 a 39 años (006)",236,,,,1,69,122,44
"De 40 a 44 años (007)",230,,,,7,76,98,49
"De 45 a 49 años (008)",231,,,2,34,106,49,40
"De 50 y más años (009)",1120,56,139,240,289,162,7,227
"PEA (010)",714,4,15,43,89,165,212,186
"De 15 a 19 años (012)",10,,,,,,5,5
"De 20 a 24 años (013)",59,,,,,,31,28
"De 25 a 29 años (014)",69,,,,,2,48,19
"De 30 a 34 años (015)",79,,,,,15,42,22
"De 35 a 39 años (016)",86,,,,,27,35,24
"De 40 a 44 años (017)",98,,,,3,36,40,19
"De 45 a 49 años (018)",65,,,,12,30,8,15
"De 50 y más años (019)",248,4,15,43,74,55,3,54
"Ocupada (020)",706,4,15,43,89,164,207,184
"De 15 a 19 años (022)",9,,,,,,4,5
"De 20 a 24 años (023)",57,,,,,,30,27
"De 25 a 29 años (024)",69,,,,,2,48,19
"De 30 a 34 años (025)",78,,,,,15,41,22
"De 35 a 39 años (026)",86,,,,,27,35,24
"De 40 a 44 años (027)",95,,,,3,36,38,18
"De 45 a 49 años (028)",64,,,,12,29,8,15
"De 50 y más años (029)",248,4,15,43,74,55,3,54
"Desocupada (030)",8,,,,,1,5,2
"De 15 a 19 años (032)",1,,,,,,1,
"De 20 a 24 años (033)",2,,,,,,1,1
"De 30 a 34 años (035)",1,,,,,,1,
"De 40 a 44 años (037)",3,,,,,,2,1
"De 45 a 49 años (038)",1,,,,,1,,
"No PEA (040)",1852,52,124,199,242,295,552,388
"De 15 a 19 años (042)",33,,,,,,19,14
"De 20 a 24 años (043)",149,,,,,,95,54
"De 25 a 29 años (044)",174,,,,,5,127,42
"De 30 a 34 años (045)",176,,,,,25,121,30
"De 35 a 39 años (046)",150,,,,1,42,87,20
"De 40 a 44 años (047)",132,,,,4,40,58,30
"De 45 a 49 años (048)",166,,,2,22,76,41,25
"De 50 y más años (049)",872,52,124,197,215,107,4,173
,,,,,,,,
"URBANA (060)",1532,36,106,164,201,262,426,337
"De 15 a 19 años (062)",21,,,,,,15,6
"De 20 a 24 años (063)",103,,,,,,68,35
"De 25 a 29 años (064)",137,,,,,4,100,33
"De 30 a 34 años (065)",138,,,,,22,87,29
"De 35 a 39 años (066)",143,,,,1,34,77,31
"De 40 a 44 años (067)",138,,,,4,46,52,36
