"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia AYMARAES (000)",21657,6745,2378,930,11943
"Conviviente (001)",4332,958,537,255,2714
"Separado(a) (002)",465,132,48,13,275
"Casado(a) (003)",8775,2110,1151,404,5248
"Viudo(a) (004)",1664,454,101,19,1091
"Divorciado(a) (005)",70,8,10,6,47
"Soltero(a) (006)",6351,3083,531,233,2568
"Hombres (008)",11071,2590,1501,763,6544
"Conviviente (009)",2302,249,401,236,1546
"Separado(a) (010)",148,15,25,8,102
"Casado(a) (011)",4458,673,717,320,2884
"Viudo(a) (012)",393,73,27,5,289
"Divorciado(a) (013)",40,2,7,6,26
"Soltero(a) (014)",3730,1578,324,188,1697
"Mujeres (016)",10586,4155,877,167,5399
"Conviviente (017)",2030,709,136,19,1168
"Separado(a) (018)",317,117,23,5,173
"Casado(a) (019)",4317,1437,434,84,2364
"Viudo(a) (020)",1271,381,74,14,802
"Divorciado(a) (021)",30,6,3,,21
"Soltero(a) (022)",2621,1505,207,45,871
,,,,,
"URBANA (024)",9344,2344,1251,229,5532
"Conviviente (025)",1917,309,214,41,1356
"Separado(a) (026)",218,40,27,6,145
"Casado(a) (027)",3585,573,623,111,2284
"Viudo(a) (028)",668,143,65,10,450
"Divorciado(a) (029)",25,3,5,2,15
"Soltero(a) (030)",2931,1276,317,59,1282
"Hombres (032)",4590,973,641,141,2843
"Conviviente (033)",952,87,118,28,721
"Separado(a) (034)",63,5,11,4,43
"Casado(a) (035)",1765,195,336,67,1172
"Viudo(a) (036)",137,22,17,2,96
"Divorciado(a) (037)",14,1,3,2,8
"Soltero(a) (038)",1659,663,156,38,803
"Mujeres (040)",4754,1371,610,88,2689
"Conviviente (041)",965,222,96,13,635
"Separado(a) (042)",155,35,16,2,102
"Casado(a) (043)",1820,378,287,44,1112
"Viudo(a) (044)",531,121,48,8,354
"Divorciado(a) (045)",11,2,2,,7
"Soltero(a) (046)",1272,613,161,21,479
,,,,,
"RURAL (048)",12313,4401,1127,701,6411
"Conviviente (049)",2415,649,323,214,1358
"Separado(a) (050)",247,92,21,7,130
"Casado(a) (051)",5190,1537,528,293,2964
"Viudo(a) (052)",996,311,36,9,641
"Divorciado(a) (053)",45,5,5,4,32
"Soltero(a) (054)",3420,1807,214,174,1286
"Hombres (056)",6481,1617,860,622,3701
"Conviviente (057)",1350,162,283,208,825
"Separado(a) (058)",85,10,14,4,59
"Casado(a) (059)",2693,478,381,253,1712
"Viudo(a) (060)",256,51,10,3,193
"Divorciado(a) (061)",26,1,4,4,18
"Soltero(a) (062)",2071,915,168,150,894
"Mujeres (064)",5832,2784,267,79,2710
"Conviviente (065)",1065,487,40,6,533
"Separado(a) (066)",162,82,7,3,71
"Casado(a) (067)",2497,1059,147,40,1252
"Viudo(a) (068)",740,260,26,6,448
"Divorciado(a) (069)",19,4,1,,14
"Soltero(a) (070)",1349,892,46,24,392
