"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia OXAPAMPA (000)",32420,1091,11688,10979,6938,1724
"Empleado (001)",4291,32,1457,1945,808,49
"Obrero (002)",6265,167,2894,1943,1048,213
"Trabajador independiente (003)",15070,36,4111,5575,4119,1229
"Empleador o patrono (004)",585,,120,208,202,55
"Trabajador familiar no remunerado (005)",5420,814,2661,1135,654,156
"Trabajador del hogar (006)",789,42,445,173,107,22
"Hombres (008)",23696,767,8602,7715,5163,1449
"Empleado (009)",2271,17,671,1029,513,41
"Obrero (010)",5510,140,2581,1671,922,196
"Trabajador independiente (011)",12072,16,3282,4387,3321,1066
"Empleador o patrono (012)",495,,103,176,165,51
"Trabajador familiar no remunerado (013)",3178,585,1856,435,212,90
"Trabajador del hogar (014)",170,9,109,17,30,5
"Mujeres (016)",8724,324,3086,3264,1775,275
"Empleado (017)",2020,15,786,916,295,8
"Obrero (018)",755,27,313,272,126,17
"Trabajador independiente (019)",2998,20,829,1188,798,163
"Empleador o patrono (020)",90,,17,32,37,4
"Trabajador familiar no remunerado (021)",2242,229,805,700,442,66
"Trabajador del hogar (022)",619,33,336,156,77,17
,,,,,,
"URBANA (024)",13208,248,4391,5052,2972,545
"Empleado (025)",3362,29,1128,1523,643,39
"Obrero (026)",2280,46,975,775,413,71
"Trabajador independiente (027)",5881,23,1562,2300,1632,364
"Empleador o patrono (028)",298,,66,112,101,19
"Trabajador familiar no remunerado (029)",914,127,405,229,115,38
"Trabajador del hogar (030)",473,23,255,113,68,14
"Hombres (032)",8756,150,2916,3183,2072,435
"Empleado (033)",1798,16,540,806,404,32
"Obrero (034)",2009,37,874,663,370,65
"Trabajador independiente (035)",4204,12,1151,1557,1185,299
"Empleador o patrono (036)",234,,56,86,75,17
"Trabajador familiar no remunerado (037)",449,83,256,64,26,20
"Trabajador del hogar (038)",62,2,39,7,12,2
"Mujeres (040)",4452,98,1475,1869,900,110
"Empleado (041)",1564,13,588,717,239,7
"Obrero (042)",271,9,101,112,43,6
"Trabajador independiente (043)",1677,11,411,743,447,65
"Empleador o patrono (044)",64,,10,26,26,2
"Trabajador familiar no remunerado (045)",465,44,149,165,89,18
"Trabajador del hogar (046)",411,21,216,106,56,12
,,,,,,
"RURAL (048)",19212,843,7297,5927,3966,1179
"Empleado (049)",929,3,329,422,165,10
"Obrero (050)",3985,121,1919,1168,635,142
"Trabajador independiente (051)",9189,13,2549,3275,2487,865
"Empleador o patrono (052)",287,,54,96,101,36
"Trabajador familiar no remunerado (053)",4506,687,2256,906,539,118
"Trabajador del hogar (054)",316,19,190,60,39,8
"Hombres (056)",14940,617,5686,4532,3091,1014
"Empleado (057)",473,1,131,223,109,9
"Obrero (058)",3501,103,1707,1008,552,131
"Trabajador independiente (059)",7868,4,2131,2830,2136,767
"Empleador o patrono (060)",261,,47,90,90,34
"Trabajador familiar no remunerado (061)",2729,502,1600,371,186,70
"Trabajador del hogar (062)",108,7,70,10,18,3
"Mujeres (064)",4272,226,1611,1395,875,165
"Empleado (065)",456,2,198,199,56,1
"Obrero (066)",484,18,212,160,83,11
"Trabajador independiente (067)",1321,9,418,445,351,98
"Empleador o patrono (068)",26,,7,6,11,2
"Trabajador familiar no remunerado (069)",1777,185,656,535,353,48
"Trabajador del hogar (070)",208,12,120,50,21,5
