"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PISCO (000)",110784,2972,1303,32818,46835,6855,10447,3845,5709
"Hombres (001)",56422,875,687,15999,24957,3449,5162,2146,3147
"Mujeres (002)",54362,2097,616,16819,21878,3406,5285,1699,2562
"PEA (003)",48472,758,36,8000,22578,3594,7300,1934,4272
"Hombres (004)",33967,354,19,5380,17045,2441,4639,1368,2721
"Mujeres (005)",14505,404,17,2620,5533,1153,2661,566,1551
"Ocupada (006)",45715,721,33,7583,21270,3369,6869,1811,4059
"Hombres (007)",32132,330,17,5066,16109,2313,4416,1290,2591
"Mujeres (008)",13583,391,16,2517,5161,1056,2453,521,1468
"Desocupada (009)",2757,37,3,417,1308,225,431,123,213
"Hombres (010)",1835,24,2,314,936,128,223,78,130
"Mujeres (011)",922,13,1,103,372,97,208,45,83
"No PEA (012)",62312,2214,1267,24818,24257,3261,3147,1911,1437
"Hombres (013)",22455,521,668,10619,7912,1008,523,778,426
"Mujeres (014)",39857,1693,599,14199,16345,2253,2624,1133,1011
,,,,,,,,,
"URBANA (018)",97099,2215,1145,27724,41100,6235,9679,3609,5392
"Hombres (019)",49075,666,585,13350,21693,3094,4744,2006,2937
"Mujeres (020)",48024,1549,560,14374,19407,3141,4935,1603,2455
"PEA (021)",42532,550,32,6352,19645,3332,6778,1823,4020
"Hombres (022)",29315,251,17,4097,14640,2235,4261,1284,2530
"Mujeres (023)",13217,299,15,2255,5005,1097,2517,539,1490
"Ocupada (024)",39923,520,29,5962,18416,3114,6360,1704,3818
"Hombres (025)",27584,233,15,3803,13760,2111,4045,1207,2410
"Mujeres (026)",12339,287,14,2159,4656,1003,2315,497,1408
"Desocupada (027)",2609,30,3,390,1229,218,418,119,202
"Hombres (028)",1731,18,2,294,880,124,216,77,120
"Mujeres (029)",878,12,1,96,349,94,202,42,82
"No PEA (030)",54567,1665,1113,21372,21455,2903,2901,1786,1372
"Hombres (031)",19760,415,568,9253,7053,859,483,722,407
"Mujeres (032)",34807,1250,545,12119,14402,2044,2418,1064,965
,,,,,,,,,
"RURAL (036)",13685,757,158,5094,5735,620,768,236,317
"Hombres (037)",7347,209,102,2649,3264,355,418,140,210
"Mujeres (038)",6338,548,56,2445,2471,265,350,96,107
"PEA (039)",5940,208,4,1648,2933,262,522,111,252
"Hombres (040)",4652,103,2,1283,2405,206,378,84,191
"Mujeres (041)",1288,105,2,365,528,56,144,27,61
"Ocupada (042)",5792,201,4,1621,2854,255,509,107,241
"Hombres (043)",4548,97,2,1263,2349,202,371,83,181
"Mujeres (044)",1244,104,2,358,505,53,138,24,60
"Desocupada (045)",148,7,,27,79,7,13,4,11
"Hombres (046)",104,6,,20,56,4,7,1,10
"Mujeres (047)",44,1,,7,23,3,6,3,1
"No PEA (048)",7745,549,154,3446,2802,358,246,125,65
"Hombres (049)",2695,106,100,1366,859,149,40,56,19
"Mujeres (050)",5050,443,54,2080,1943,209,206,69,46
