"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUAURA (000)",194738,3166,50956,53136,39691,31948,15841
"Jefe o Jefa (001)",49749,,57,6449,16120,17778,9345
"Esposa(o) / compañera(o) (002)",30126,,54,5954,11512,9521,3085
"Hijo(a) / hijastro(a) (003)",77893,1857,36803,29419,7804,1967,43
"Yerno / nuera (004)",4010,,24,2220,1446,295,25
"Nieto(a) (005)",14781,1061,10349,3133,223,15,
"Padres / suegros (006)",2900,,,,44,627,2229
"Otro(a) pariente (007)",12443,223,3357,4645,1901,1371,946
"Trabajador(a) del hogar (008)",155,,4,97,28,17,9
"Pensionistas (009)",206,,5,109,50,26,16
"Otro(a) no pariente (010)",2475,25,303,1110,563,331,143
"Hombres (011)",97447,1588,25999,26681,19302,15857,8020
"Jefe o Jefa (012)",36088,,33,4726,12016,12848,6465
"Esposa(o) / compañera(o) (013)",2190,,39,494,750,618,289
"Hijo(a) / hijastro(a) (014)",40362,951,18787,15576,4010,1020,18
"Yerno / nuera (015)",2071,,11,876,943,221,20
"Nieto(a) (016)",7644,512,5280,1726,118,8,
"Padres / suegros (017)",899,,,,13,165,721
"Otro(a) pariente (018)",6641,115,1692,2574,1102,734,424
"Trabajador(a) del hogar (019)",19,,1,11,2,4,1
"Pensionistas (020)",141,,3,76,32,18,12
"Otro(a) no pariente (021)",1392,10,153,622,316,221,70
"Mujeres (022)",97291,1578,24957,26455,20389,16091,7821
"Jefe o Jefa (023)",13661,,24,1723,4104,4930,2880
"Esposa(o) / compañera(o) (024)",27936,,15,5460,10762,8903,2796
"Hijo(a) / hijastro(a) (025)",37531,906,18016,13843,3794,947,25
"Yerno / nuera (026)",1939,,13,1344,503,74,5
"Nieto(a) (027)",7137,549,5069,1407,105,7,
"Padres / suegros (028)",2001,,,,31,462,1508
"Otro(a) pariente (029)",5802,108,1665,2071,799,637,522
"Trabajador(a) del hogar (030)",136,,3,86,26,13,8
"Pensionistas (031)",65,,2,33,18,8,4
"Otro(a) no pariente (032)",1083,15,150,488,247,110,73
,,,,,,,
"URBANA (033)",168150,2687,43439,45845,34698,27749,13732
"Jefe o Jefa (034)",42493,,46,5294,13819,15304,8030
"Esposa(o) / compañera(o) (035)",25445,,48,4759,9845,8188,2605
"Hijo(a) / hijastro(a) (036)",66768,1519,30717,25574,7103,1815,40
"Yerno / nuera (037)",3637,,21,1968,1346,279,23
"Nieto(a) (038)",13423,948,9344,2899,218,14,
"Padres / suegros (039)",2620,,,,38,562,2020
"Otro(a) pariente (040)",11198,197,2969,4180,1736,1251,865
"Trabajador(a) del hogar (041)",140,,3,85,27,16,9
"Pensionistas (042)",188,,5,98,47,24,14
"Otro(a) no pariente (043)",2238,23,286,988,519,296,126
"Hombres (044)",83335,1364,22123,22818,16629,13550,6851
"Jefe o Jefa (045)",30162,,26,3751,10072,10850,5463
"Esposa(o) / compañera(o) (046)",1954,,37,437,669,552,259
"Hijo(a) / hijastro(a) (047)",34349,789,15672,13366,3579,927,16
"Yerno / nuera (048)",1903,,9,788,881,207,18
"Nieto(a) (049)",6953,463,4766,1600,117,7,
"Padres / suegros (050)",799,,,,10,141,648
"Otro(a) pariente (051)",5870,103,1466,2278,986,656,381
"Trabajador(a) del hogar (052)",14,,1,7,2,3,1
"Pensionistas (053)",128,,3,67,30,18,10
"Otro(a) no pariente (054)",1203,9,143,524,283,189,55
"Mujeres (055)",84815,1323,21316,23027,18069,14199,6881
"Jefe o Jefa (056)",12331,,20,1543,3747,4454,2567
"Esposa(o) / compañera(o) (057)",23491,,11,4322,9176,7636,2346
"Hijo(a) / hijastro(a) (058)",32419,730,15045,12208,3524,888,24
"Yerno / nuera (059)",1734,,12,1180,465,72,5
"Nieto(a) (060)",6470,485,4578,1299,101,7,
"Padres / suegros (061)",1821,,,,28,421,1372
"Otro(a) pariente (062)",5328,94,1503,1902,750,595,484
"Trabajador(a) del hogar (063)",126,,2,78,25,13,8
"Pensionistas (064)",60,,2,31,17,6,4
"Otro(a) no pariente (065)",1035,14,143,464,236,107,71
,,,,,,,
"RURAL (066)",26588,479,7517,7291,4993,4199,2109
"Jefe o Jefa (067)",7256,,11,1155,2301,2474,1315
"Esposa(o) / compañera(o) (068)",4681,,6,1195,1667,1333,480
"Hijo(a) / hijastro(a) (069)",11125,338,6086,3845,701,152,3
"Yerno / nuera (070)",373,,3,252,100,16,2
"Nieto(a) (071)",1358,113,1005,234,5,1,
"Padres / suegros (072)",280,,,,6,65,209
"Otro(a) pariente (073)",1245,26,388,465,165,120,81
"Trabajador(a) del hogar (074)",15,,1,12,1,1,
"Pensionistas (075)",18,,,11,3,2,2
"Otro(a) no pariente (076)",237,2,17,122,44,35,17
"Hombres (077)",14112,224,3876,3863,2673,2307,1169
"Jefe o Jefa (078)",5926,,7,975,1944,1998,1002
"Esposa(o) / compañera(o) (079)",236,,2,57,81,66,30
"Hijo(a) / hijastro(a) (080)",6013,162,3115,2210,431,93,2
"Yerno / nuera (081)",168,,2,88,62,14,2
"Nieto(a) (082)",691,49,514,126,1,1,
"Padres / suegros (083)",100,,,,3,24,73
"Otro(a) pariente (084)",771,12,226,296,116,78,43
"Trabajador(a) del hogar (085)",5,,,4,,1,
"Pensionistas (086)",13,,,9,2,,2
"Otro(a) no pariente (087)",189,1,10,98,33,32,15
"Mujeres (088)",12476,255,3641,3428,2320,1892,940
"Jefe o Jefa (089)",1330,,4,180,357,476,313
"Esposa(o) / compañera(o) (090)",4445,,4,1138,1586,1267,450
"Hijo(a) / hijastro(a) (091)",5112,176,2971,1635,270,59,1
"Yerno / nuera (092)",205,,1,164,38,2,
"Nieto(a) (093)",667,64,491,108,4,,
