"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CASTILLA (000)",13638,13348,3463,1800,2157,1575,1875,1193,697,588,290,39287
"De 12 a 14 años (001)",1152,1151,1142,8,1,,,,,,1,10
"De 15 a 19 años (002)",1524,1514,1296,183,30,4,1,,,,10,259
"De 20 a 24 años (003)",1381,1297,459,512,247,59,18,2,,,84,1272
"De 25 a 29 años (004)",1394,1315,181,401,461,188,77,7,,,79,2250
"De 30 a 34 años (005)",1358,1314,117,261,437,280,176,36,5,2,44,3029
"De 35 a 39 años (006)",1349,1332,70,149,387,308,309,78,27,4,17,3947
"De 40 a 44 años (007)",1126,1111,45,64,239,247,295,144,49,28,15,4209
"De 45 a 49 años (008)",928,922,26,55,126,160,253,169,87,46,6,4230
"De 50 y más años (009)",3426,3392,127,167,229,329,746,757,529,508,34,20081
"PEA (010)",5124,4969,901,852,955,670,795,408,220,168,155,14616
"De 12 a 14 años (011)",60,60,57,3,,,,,,,,3
"De 15 a 19 años (012)",348,348,281,58,8,1,,,,,,77
"De 20 a 24 años (013)",562,520,221,192,72,24,10,1,,,42,457
"De 25 a 29 años (014)",624,573,132,195,162,64,19,1,,,51,798
"De 30 a 34 años (015)",700,671,84,164,214,116,77,12,2,2,29,1386
"De 35 a 39 años (016)",663,655,41,104,206,137,130,28,7,2,8,1742
"De 40 a 44 años (017)",569,564,26,35,137,124,152,57,20,13,5,2017
"De 45 a 49 años (018)",472,468,18,31,69,87,118,84,41,20,4,2057
"De 50 y más años (019)",1126,1110,41,70,87,117,289,225,150,131,16,6079
"Ocupada (020)",4972,4825,848,817,931,658,786,403,215,167,147,14374
"De 12 a 14 años (021)",58,58,55,3,,,,,,,,3
"De 15 a 19 años (022)",323,323,261,53,8,1,,,,,,72
