"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CASMA (000)",850,158,692
"Sin nivel (001)",54,4,50
"Educación inicial (002)",1,,1
"Primaria (003)",215,24,191
"Secundaria (004)",396,81,315
"Superior no univ. incompleta (005)",46,12,34
"Superior no univ. completa (006)",49,14,35
"Superior univ. incompleta (007)",40,13,27
"Superior univ. completa (008)",49,10,39
"Hombres (010)",628,102,526
"Sin nivel (011)",37,3,34
"Primaria (013)",173,16,157
"Secundaria (014)",309,56,253
"Superior no univ. incompleta (015)",29,8,21
"Superior no univ. completa (016)",24,6,18
"Superior univ. incompleta (017)",25,9,16
"Superior univ. completa (018)",31,4,27
"Mujeres (020)",222,56,166
"Sin nivel (021)",17,1,16
"Educación inicial (022)",1,,1
"Primaria (023)",42,8,34
"Secundaria (024)",87,25,62
"Superior no univ. incompleta (025)",17,4,13
"Superior no univ. completa (026)",25,8,17
"Superior univ. incompleta (027)",15,4,11
"Superior univ. completa (028)",18,6,12
,,,
"AREA URBANA (030)",644,128,516
"Sin nivel (031)",36,2,34
"Educación inicial (032)",1,,1
"Primaria (033)",136,17,119
"Secundaria (034)",304,67,237
"Superior no univ. incompleta (035)",43,11,32
"Superior no univ. completa (036)",44,12,32
"Superior univ. incompleta (037)",38,11,27
"Superior univ. completa (038)",42,8,34
"Hombres (040)",447,80,367
"Sin nivel (041)",21,1,20
"Primaria (043)",103,11,92
"Secundaria (044)",225,44,181
"Superior no univ. incompleta (045)",27,7,20
"Superior no univ. completa (046)",22,6,16
"Superior univ. incompleta (047)",24,8,16
"Superior univ. completa (048)",25,3,22
"Mujeres (050)",197,48,149
"Sin nivel (051)",15,1,14
"Educación inicial (052)",1,,1
"Primaria (053)",33,6,27
"Secundaria (054)",79,23,56
"Superior no univ. incompleta (055)",16,4,12
"Superior no univ. completa (056)",22,6,16
"Superior univ. incompleta (057)",14,3,11
"Superior univ. completa (058)",17,5,12
,,,
"AREA RURAL (060)",206,30,176
"Sin nivel (061)",18,2,16
"Primaria (063)",79,7,72
"Secundaria (064)",92,14,78
"Superior no univ. incompleta (065)",3,1,2
"Superior no univ. completa (066)",5,2,3
"Superior univ. incompleta (067)",2,2,
"Superior univ. completa (068)",7,2,5
"Hombres (070)",181,22,159
"Sin nivel (071)",16,2,14
"Primaria (073)",70,5,65
"Secundaria (074)",84,12,72
"Superior no univ. incompleta (075)",2,1,1
"Superior no univ. completa (076)",2,,2
"Superior univ. incompleta (077)",1,1,
"Superior univ. completa (078)",6,1,5
"Mujeres (080)",25,8,17
"Sin nivel (081)",2,,2
"Primaria (083)",9,2,7
"Secundaria (084)",8,2,6
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",3,2,1
"Superior univ. incompleta (087)",1,1,
"Superior univ. completa (088)",1,1,
