"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia AIJA",,,,,,,,,
"Viviendas particulares (001)",2110,16,1974,2,11,13,74,6,14
"Ocupantes presentes (002)",7955,60,7457,3,47,40,252,30,66
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1920,16,1851,2,6,9,26,2,8
"Ocupantes presentes (005)",7208,60,6945,3,28,35,89,12,36
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",14,,14,,,,,,
"Ocupantes presentes (014)",76,,76,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",174,,107,,5,4,48,4,6
"Ocupantes presentes (017)",669,,434,,19,5,163,18,30
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,,2,,,,,,
"Ocupantes presentes (023)",2,,2,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",723,10,713,,,,,,
"Ocupantes presentes (029)",2488,40,2448,,,,,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",707,10,697,,,,,,
"Ocupantes presentes (032)",2410,40,2370,,,,,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",14,,14,,,,,,
"Ocupantes presentes (041)",76,,76,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,2,,,,,,
"Ocupantes presentes (050)",2,,2,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1387,6,1261,2,11,13,74,6,14
"Ocupantes presentes (056)",5467,20,5009,3,47,40,252,30,66
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1213,6,1154,2,6,9,26,2,8
"Ocupantes presentes (059)",4798,20,4575,3,28,35,89,12,36
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",174,,107,,5,4,48,4,6
"Ocupantes presentes (071)",669,,434,,19,5,163,18,30
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
