"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PARINACOCHAS (000)",10292,203,3149,3412,2583,945
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",46,,5,25,16,
"Profes., científicos e intelectuales (002)",1185,,199,634,343,9
"Técnicos de nivel medio y trab.asimilados (003)",288,,91,103,88,6
"Jefes y empleados de oficina (004)",268,,99,93,75,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",795,10,243,297,184,61
"Agricult.trabaj. calif. agrop. y pesqueros (006)",2519,11,430,703,861,514
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1148,12,577,380,148,31
"Obreros construc., conf., papel, fab., instr. (008)",399,1,134,174,78,12
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",2987,162,1070,803,686,266
"Otra (010)",20,,3,14,3,
"Ocupación no especificada (011)",346,2,141,105,63,35
"Desocupado (012)",291,5,157,81,38,10
"Hombres (013)",6986,128,2184,2304,1731,639
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",35,,3,18,14,
"Profes., científicos e intelectuales (015)",645,,88,328,221,8
"Técnicos de nivel medio y trab.asimilados (016)",178,,66,60,48,4
"Jefes y empleados de oficina (017)",148,,42,53,53,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",299,7,81,106,79,26
"Agricult.trabaj. calif. agrop. y pesqueros (019)",2003,9,338,576,676,404
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",1013,10,525,340,116,22
"Obreros construc., conf., papel, fab., instr. (021)",384,1,129,169,73,12
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",1839,98,708,514,382,137
"Otra (023)",20,,3,14,3,
"Ocupación no especificada (024)",224,1,102,67,36,18
"Desocupado (025)",198,2,99,59,30,8
"Mujeres (026)",3306,75,965,1108,852,306
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",11,,2,7,2,
"Profes., científicos e intelectuales (028)",540,,111,306,122,1
"Técnicos de nivel medio y trab.asimilados (029)",110,,25,43,40,2
"Jefes y empleados de oficina (030)",120,,57,40,22,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",496,3,162,191,105,35
"Agricult.trabaj. calif. agrop. y pesqueros (032)",516,2,92,127,185,110
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",135,2,52,40,32,9
"Obreros construc., conf., papel, fab., instr. (034)",15,,5,5,5,
