"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PARINACOCHAS (000)",10896,10672,3009,1208,1285,1029,1545,1124,747,725,224,35561
"De 12 a 14 años (001)",1070,1066,1063,3,,,,,,,4,3
"De 15 a 19 años (002)",1334,1312,1116,166,29,,1,,,,22,228
"De 20 a 24 años (003)",1115,1044,337,379,264,47,17,,,,71,1120
"De 25 a 29 años (004)",943,901,128,225,250,174,107,12,5,,42,1821
"De 30 a 34 años (005)",923,901,62,123,230,197,205,71,11,2,22,2622
"De 35 a 39 años (006)",885,865,49,65,137,159,290,113,40,12,20,3273
"De 40 a 44 años (007)",787,781,41,57,92,103,209,156,83,40,6,3611
"De 45 a 49 años (008)",624,623,23,37,53,88,145,137,80,60,1,3278
"De 50 y más años (009)",3215,3179,190,153,230,261,571,635,528,611,36,19605
"PEA (010)",3285,3197,542,460,525,402,546,335,218,169,88,11024
"De 12 a 14 años (011)",54,53,52,1,,,,,,,1,1
"De 15 a 19 años (012)",220,211,167,37,6,,1,,,,9,53
"De 20 a 24 años (013)",363,333,112,109,92,16,4,,,,30,358
"De 25 a 29 años (014)",382,359,71,104,92,53,33,5,1,,23,627
"De 30 a 34 años (015)",379,368,33,71,107,66,66,19,4,2,11,944
"De 35 a 39 años (016)",377,369,23,36,76,70,108,42,9,5,8,1280
"De 40 a 44 años (017)",352,351,14,33,53,52,98,62,29,10,1,1472
"De 45 a 49 años (018)",278,278,10,22,23,50,73,49,35,16,,1323
"De 50 y más años (019)",880,875,60,47,76,95,163,158,140,136,5,4966
"Ocupada (020)",3192,3108,507,439,517,394,538,328,216,169,84,10868
"De 12 a 14 años (021)",51,50,49,1,,,,,,,1,1
"De 15 a 19 años (022)",199,192,150,35,6,,1,,,,7,51
