"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia LUCANAS",,,,,,,,,
"Viviendas particulares (001)",1036,786,129,21,57,7,2,,34
"Ocupantes presentes (002)",3879,2978,473,64,200,14,3,,147
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1000,759,127,21,50,7,2,,34
"Ocupantes presentes (005)",3780,2909,464,64,179,14,3,,147
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",7,6,1,,,,,,
"Ocupantes presentes (011)",17,13,4,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",4,4,,,,,,,
"Ocupantes presentes (014)",5,5,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",21,14,,,7,,,,
"Ocupantes presentes (017)",63,42,,,21,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,3,1,,,,,,
"Ocupantes presentes (023)",14,9,5,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",839,642,107,17,38,6,2,,27
"Ocupantes presentes (029)",3268,2538,397,51,134,13,3,,132
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",826,631,105,17,38,6,2,,27
"Ocupantes presentes (032)",3240,2519,388,51,134,13,3,,132
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",7,6,1,,,,,,
"Ocupantes presentes (038)",17,13,4,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",4,4,,,,,,,
"Ocupantes presentes (041)",5,5,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,1,1,,,,,,
"Ocupantes presentes (050)",6,1,5,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",197,144,22,4,19,1,,,7
"Ocupantes presentes (056)",611,440,76,13,66,1,,,15
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",174,128,22,4,12,1,,,7
"Ocupantes presentes (059)",540,390,76,13,45,1,,,15
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",21,14,,,7,,,,
"Ocupantes presentes (071)",63,42,,,21,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,2,,,,,,,
"Ocupantes presentes (077)",8,8,,,,,,,
"Otro tipo",,,,,,,,,
