"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia JORGE BASADRE (000)",8155,663,1544,1998,1581,1247,1122
"Conviviente (001)",2072,13,364,806,494,224,171
"Separado(a) (002)",215,,10,43,57,56,49
"Casado(a) (003)",2841,,61,504,792,813,671
"Viudo(a) (004)",208,,1,5,14,44,144
"Divorciado(a) (005)",77,,3,6,15,31,22
"Soltero(a) (006)",2742,650,1105,634,209,79,65
"Hombres (008)",5040,332,1013,1203,981,819,692
"Conviviente (009)",1183,8,138,464,327,140,106
"Separado(a) (010)",124,,4,27,27,35,31
"Casado(a) (011)",1753,,19,269,463,547,455
"Viudo(a) (012)",73,,,2,4,18,49
"Divorciado(a) (013)",49,,1,3,11,20,14
"Soltero(a) (014)",1858,324,851,438,149,59,37
"Mujeres (016)",3115,331,531,795,600,428,430
"Conviviente (017)",889,5,226,342,167,84,65
"Separado(a) (018)",91,,6,16,30,21,18
"Casado(a) (019)",1088,,42,235,329,266,216
"Viudo(a) (020)",135,,1,3,10,26,95
"Divorciado(a) (021)",28,,2,3,4,11,8
"Soltero(a) (022)",884,326,254,196,60,20,28
,,,,,,,
"URBANA (024)",5186,426,1043,1318,1011,822,566
"Conviviente (025)",1067,9,205,458,236,98,61
"Separado(a) (026)",123,,6,25,34,37,21
"Casado(a) (027)",1996,,30,382,601,597,386
"Viudo(a) (028)",92,,,2,10,20,60
"Divorciado(a) (029)",46,,3,4,11,19,9
"Soltero(a) (030)",1862,417,799,447,119,51,29
"Hombres (032)",3308,207,728,806,640,566,361
"Conviviente (033)",631,6,81,276,169,64,35
"Separado(a) (034)",72,,2,14,20,23,13
"Casado(a) (035)",1258,,9,204,350,419,276
"Viudo(a) (036)",27,,,1,3,8,15
"Divorciado(a) (037)",28,,1,1,7,12,7
"Soltero(a) (038)",1292,201,635,310,91,40,15
"Mujeres (040)",1878,219,315,512,371,256,205
"Conviviente (041)",436,3,124,182,67,34,26
"Separado(a) (042)",51,,4,11,14,14,8
"Casado(a) (043)",738,,21,178,251,178,110
"Viudo(a) (044)",65,,,1,7,12,45
"Divorciado(a) (045)",18,,2,3,4,7,2
"Soltero(a) (046)",570,216,164,137,28,11,14
,,,,,,,
"RURAL (048)",2969,237,501,680,570,425,556
"Conviviente (049)",1005,4,159,348,258,126,110
"Separado(a) (050)",92,,4,18,23,19,28
"Casado(a) (051)",845,,31,122,191,216,285
"Viudo(a) (052)",116,,1,3,4,24,84
"Divorciado(a) (053)",31,,,2,4,12,13
"Soltero(a) (054)",880,233,306,187,90,28,36
"Hombres (056)",1732,125,285,397,341,253,331
"Conviviente (057)",552,2,57,188,158,76,71
"Separado(a) (058)",52,,2,13,7,12,18
"Casado(a) (059)",495,,10,65,113,128,179
"Viudo(a) (060)",46,,,1,1,10,34
"Divorciado(a) (061)",21,,,2,4,8,7
"Soltero(a) (062)",566,123,216,128,58,19,22
"Mujeres (064)",1237,112,216,283,229,172,225
"Conviviente (065)",453,2,102,160,100,50,39
"Separado(a) (066)",40,,2,5,16,7,10
"Casado(a) (067)",350,,21,57,78,88,106
"Viudo(a) (068)",70,,1,2,3,14,50
"Divorciado(a) (069)",10,,,,,4,6
"Soltero(a) (070)",314,110,90,59,32,9,14
