"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia CAJAMARCA",,,,
"Viviendas particulares (001)",55209,41755,11926,1528
"Ocupantes presentes (002)",245525,188594,50070,6861
"Casa independiente",,,,
"Viviendas particulares (004)",49524,37419,10652,1453
"Ocupantes presentes (005)",223941,171701,45712,6528
"Departamento en edificio",,,,
"Viviendas particulares (007)",1638,1481,157,
"Ocupantes presentes (008)",6109,5538,571,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",2830,2089,741,
"Ocupantes presentes (011)",10545,8101,2444,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",1057,677,357,23
"Ocupantes presentes (014)",4295,2911,1259,125
"Choza o cabaña",,,,
"Viviendas particulares (016)",48,,,48
"Ocupantes presentes (017)",193,,,193
"Vivienda improvisada",,,,
"Viviendas particulares (019)",33,26,6,1
"Ocupantes presentes (020)",158,115,37,6
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",79,63,13,3
"Ocupantes presentes (023)",284,228,47,9
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",50881,38967,10666,1248
"Ocupantes presentes (029)",226144,175942,44628,5574
"Casa independiente",,,,
"Viviendas particulares (031)",45484,34857,9440,1187
"Ocupantes presentes (032)",205660,159872,40492,5296
"Departamento en edificio",,,,
"Viviendas particulares (034)",1542,1389,153,
"Ocupantes presentes (035)",5781,5221,560,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",2704,1989,715,
"Ocupantes presentes (038)",10058,7730,2328,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",1012,649,343,20
"Ocupantes presentes (041)",4110,2808,1193,109
"Choza o cabaña",,,,
"Viviendas particulares (043)",37,,,37
"Ocupantes presentes (044)",154,,,154
"Vivienda improvisada",,,,
"Viviendas particulares (046)",28,23,4,1
"Ocupantes presentes (047)",128,104,18,6
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",74,60,11,3
"Ocupantes presentes (050)",253,207,37,9
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",4328,2788,1260,280
"Ocupantes presentes (056)",19381,12652,5442,1287
"Casa independiente",,,,
"Viviendas particulares (058)",4040,2562,1212,266
"Ocupantes presentes (059)",18281,11829,5220,1232
"Departamento en edificio",,,,
"Viviendas particulares (061)",96,92,4,
"Ocupantes presentes (062)",328,317,11,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",126,100,26,
"Ocupantes presentes (065)",487,371,116,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",45,28,14,3
"Ocupantes presentes (068)",185,103,66,16
"Choza o cabaña",,,,
"Viviendas particulares (070)",11,,,11
"Ocupantes presentes (071)",39,,,39
"Vivienda improvisada",,,,
"Viviendas particulares (073)",5,3,2,
"Ocupantes presentes (074)",30,11,19,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",5,3,2,
"Ocupantes presentes (077)",31,21,10,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",34960,30818,3727,415
"Ocupantes presentes (110)",157756,140710,15072,1974
"Casa independiente",,,,
"Viviendas particulares (112)",29331,26486,2457,388
"Ocupantes presentes (113)",136388,123834,10720,1834
"Departamento en edificio",,,,
"Viviendas particulares (115)",1638,1481,157,
"Ocupantes presentes (116)",6109,5538,571,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",2830,2089,741,
"Ocupantes presentes (119)",10545,8101,2444,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",1057,677,357,23
"Ocupantes presentes (122)",4295,2911,1259,125
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",33,26,6,1
"Ocupantes presentes (128)",158,115,37,6
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",71,59,9,3
"Ocupantes presentes (131)",261,211,41,9
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",32917,29064,3500,353
"Ocupantes presentes (137)",148245,132620,13965,1660
"Casa independiente",,,,
"Viviendas particulares (139)",27565,24958,2278,329
"Ocupantes presentes (140)",127938,116567,9835,1536
"Departamento en edificio",,,,
"Viviendas particulares (142)",1542,1389,153,
"Ocupantes presentes (143)",5781,5221,560,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",2704,1989,715,
"Ocupantes presentes (146)",10058,7730,2328,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",1012,649,343,20
"Ocupantes presentes (149)",4110,2808,1193,109
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",28,23,4,1
"Ocupantes presentes (155)",128,104,18,6
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",66,56,7,3
"Ocupantes presentes (158)",230,190,31,9
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",2043,1754,227,62
"Ocupantes presentes (164)",9511,8090,1107,314
"Casa independiente",,,,
"Viviendas particulares (166)",1766,1528,179,59
"Ocupantes presentes (167)",8450,7267,885,298
"Departamento en edificio",,,,
"Viviendas particulares (169)",96,92,4,
"Ocupantes presentes (170)",328,317,11,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",126,100,26,
"Ocupantes presentes (173)",487,371,116,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",45,28,14,3
"Ocupantes presentes (176)",185,103,66,16
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",5,3,2,
"Ocupantes presentes (182)",30,11,19,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",5,3,2,
"Ocupantes presentes (185)",31,21,10,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",20249,10937,8199,1113
"Ocupantes presentes (218)",87769,47884,34998,4887
"Casa independiente",,,,
"Viviendas particulares (220)",20193,10933,8195,1065
"Ocupantes presentes (221)",87553,47867,34992,4694
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",48,,,48
"Ocupantes presentes (233)",193,,,193
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",8,4,4,
"Ocupantes presentes (239)",23,17,6,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",17964,9903,7166,895
"Ocupantes presentes (245)",77899,43322,30663,3914
"Casa independiente",,,,
"Viviendas particulares (247)",17919,9899,7162,858
"Ocupantes presentes (248)",77722,43305,30657,3760
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",37,,,37
"Ocupantes presentes (260)",154,,,154
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",8,4,4,
"Ocupantes presentes (266)",23,17,6,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",2285,1034,1033,218
"Ocupantes presentes (272)",9870,4562,4335,973
"Casa independiente",,,,
"Viviendas particulares (274)",2274,1034,1033,207
"Ocupantes presentes (275)",9831,4562,4335,934
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",11,,,11
"Ocupantes presentes (287)",39,,,39
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
