"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CALCA",,,,,,,,,
"Viviendas particulares (001)",567,229,94,29,129,12,5,12,57
"Ocupantes presentes (002)",2336,950,369,123,541,45,20,49,239
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",538,211,89,29,124,12,5,12,56
"Ocupantes presentes (005)",2259,901,354,123,530,45,20,49,237
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",3,2,1,,,,,,
"Ocupantes presentes (011)",12,6,6,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",14,7,1,,5,,,,1
"Ocupantes presentes (014)",33,17,3,,11,,,,2
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",12,9,3,,,,,,
"Ocupantes presentes (020)",32,26,6,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",377,141,81,22,75,10,3,10,35
"Ocupantes presentes (029)",1504,568,316,93,295,31,7,40,154
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",348,123,76,22,70,10,3,10,34
"Ocupantes presentes (032)",1427,519,301,93,284,31,7,40,152
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",3,2,1,,,,,,
"Ocupantes presentes (038)",12,6,6,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",14,7,1,,5,,,,1
"Ocupantes presentes (041)",33,17,3,,11,,,,2
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",12,9,3,,,,,,
"Ocupantes presentes (047)",32,26,6,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",190,88,13,7,54,2,2,2,22
"Ocupantes presentes (056)",832,382,53,30,246,14,13,9,85
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",190,88,13,7,54,2,2,2,22
"Ocupantes presentes (059)",832,382,53,30,246,14,13,9,85
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
