"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CASTROVIRREYNA (000)",4941,54,1932,1648,536,169,73,38,1,,490
"Conviviente (001)",1334,14,580,425,131,30,15,10,,,129
"Separado(a) (002)",292,6,116,105,24,18,6,,,,17
"Casado(a) (003)",2017,15,799,733,241,67,23,15,,,124
"Viudo(a) (004)",796,11,313,282,70,33,16,9,1,,61
"Divorciado(a) (005)",24,,12,6,2,1,1,,,,2
"Soltero(a) (006)",478,8,112,97,68,20,12,4,,,157
,,,,,,,,,,,
"URBANA (008)",1553,12,529,509,203,67,22,14,,,197
"Conviviente (009)",409,3,151,133,46,13,5,3,,,55
"Separado(a) (010)",76,2,27,26,9,5,1,,,,6
"Casado(a) (011)",605,3,208,222,88,26,7,6,,,45
"Viudo(a) (012)",248,2,98,84,31,10,5,5,,,13
"Divorciado(a) (013)",6,,4,1,,1,,,,,
"Soltero(a) (014)",209,2,41,43,29,12,4,,,,78
,,,,,,,,,,,
"RURAL (016)",3388,42,1403,1139,333,102,51,24,1,,293
"Conviviente (017)",925,11,429,292,85,17,10,7,,,74
"Separado(a) (018)",216,4,89,79,15,13,5,,,,11
"Casado(a) (019)",1412,12,591,511,153,41,16,9,,,79
"Viudo(a) (020)",548,9,215,198,39,23,11,4,1,,48
"Divorciado(a) (021)",18,,8,5,2,,1,,,,2
"Soltero(a) (022)",269,6,71,54,39,8,8,4,,,79
