"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia VIRU",,,,,,,
"Viviendas particulares (001)",17228,2949,1702,313,10641,736,887
"Ocupantes presentes (002)",75638,10572,7126,1575,49494,2988,3883
"Casa independiente",,,,,,,
"Viviendas particulares (004)",15847,2277,1419,302,10345,662,842
"Ocupantes presentes (005)",71134,8537,6210,1534,48439,2694,3720
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",84,66,,,17,,1
"Ocupantes presentes (008)",271,195,,,68,,8
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",399,332,,1,54,2,10
"Ocupantes presentes (011)",1269,1011,,4,199,10,45
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",326,239,,2,73,4,8
"Ocupantes presentes (014)",1085,742,,15,262,31,35
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",185,7,,,112,55,11
"Ocupantes presentes (017)",685,22,,,428,203,32
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",338,12,283,8,15,9,11
"Ocupantes presentes (020)",1084,33,916,22,49,29,35
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",23,10,,,7,4,2
"Ocupantes presentes (023)",76,22,,,28,21,5
"Otro tipo",,,,,,,
"Viviendas particulares (025)",26,6,,,18,,2
"Ocupantes presentes (026)",34,10,,,21,,3
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",12999,2729,1376,274,7569,277,774
"Ocupantes presentes (029)",58044,9706,5793,1402,36533,1161,3449
"Casa independiente",,,,,,,
"Viviendas particulares (031)",11806,2064,1093,263,7386,260,740
"Ocupantes presentes (032)",54245,7693,4877,1361,35910,1086,3318
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",84,66,,,17,,1
"Ocupantes presentes (035)",271,195,,,68,,8
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",399,332,,1,54,2,10
"Ocupantes presentes (038)",1269,1011,,4,199,10,45
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",326,239,,2,73,4,8
"Ocupantes presentes (041)",1085,742,,15,262,31,35
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",338,12,283,8,15,9,11
"Ocupantes presentes (047)",1084,33,916,22,49,29,35
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",20,10,,,6,2,2
"Ocupantes presentes (050)",56,22,,,24,5,5
"Otro tipo",,,,,,,
"Viviendas particulares (052)",26,6,,,18,,2
"Ocupantes presentes (053)",34,10,,,21,,3
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",4229,220,326,39,3072,459,113
"Ocupantes presentes (056)",17594,866,1333,173,12961,1827,434
"Casa independiente",,,,,,,
"Viviendas particulares (058)",4041,213,326,39,2959,402,102
"Ocupantes presentes (059)",16889,844,1333,173,12529,1608,402
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",185,7,,,112,55,11
"Ocupantes presentes (071)",685,22,,,428,203,32
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",3,,,,1,2,
"Ocupantes presentes (077)",20,,,,4,16,
"Otro tipo",,,,,,,
