"CUADRO Nº 17: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE ABASTECIMIENTO DE AGUA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL; Y TIPO DE ABASTECIMIENTO DE AGUA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia PAITA (000)",24305,18574,5731
"Red pública dentro de la vivienda (001)",13421,12158,1263
"Red pública fuera de la vivienda (002)",628,507,121
"Pilón de uso público (003)",3151,2119,1032
"Camión - cisterna u otro similar (004)",2623,1687,936
"Pozo (005)",530,321,209
"Río, acequia, manatial o similar (006)",107,52,55
"Vecino (007)",2953,1312,1641
"Otro (008)",892,418,474
,,,
"URBANA (010)",23213,17989,5224
"Red pública dentro de la vivienda (011)",12841,11816,1025
"Red pública fuera de la vivienda (012)",612,492,120
"Pilón de uso público (013)",3110,2108,1002
"Camión - cisterna u otro similar (014)",2407,1547,860
"Pozo (015)",525,321,204
"Río, acequia, manatial o similar (016)",73,38,35
"Vecino (017)",2765,1252,1513
"Otro (018)",880,415,465
,,,
"RURAL (020)",1092,585,507
"Red pública dentro de la vivienda (021)",580,342,238
"Red pública fuera de la vivienda (022)",16,15,1
"Pilón de uso público (023)",41,11,30
"Camión - cisterna u otro similar (024)",216,140,76
"Pozo (025)",5,,5
"Río, acequia, manatial o similar (026)",34,14,20
"Vecino (027)",188,60,128
"Otro (028)",12,3,9
