"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SATIPO (000)",162781,28813,7576,3767,122821
"Hombres (001)",87964,14146,3952,2460,67538
"Mujeres (002)",74817,14667,3624,1307,55283
"PEA (003)",72018,5113,4185,1739,61072
"Hombres (004)",55101,3395,2635,1280,47861
"Mujeres (005)",16917,1718,1550,459,13211
"Ocupada (006)",70150,5020,4146,1717,59358
"Hombres (007)",53836,3335,2614,1263,46694
"Mujeres (008)",16314,1685,1532,454,12664
"Desocupada (009)",1868,93,39,22,1714
"Hombres (010)",1265,60,21,17,1167
"Mujeres (011)",603,33,18,5,547
"No PEA (012)",90763,23700,3391,2028,61749
"Hombres (013)",32863,10751,1317,1180,19677
"Mujeres (014)",57900,12949,2074,848,42072
,,,,,
"URBANA (018)",46876,4147,5286,1970,35540
"Hombres (019)",24031,1940,2765,1260,18112
"Mujeres (020)",22845,2207,2521,710,17428
"PEA (021)",21979,783,3019,1143,17087
"Hombres (022)",14431,455,1829,811,11375
"Mujeres (023)",7548,328,1190,332,5712
"Ocupada (024)",21200,756,2986,1127,16384
"Hombres (025)",13919,441,1813,798,10906
"Mujeres (026)",7281,315,1173,329,5478
"Desocupada (027)",779,27,33,16,703
"Hombres (028)",512,14,16,13,469
"Mujeres (029)",267,13,17,3,234
"No PEA (030)",24897,3364,2267,827,18453
"Hombres (031)",9600,1485,936,449,6737
"Mujeres (032)",15297,1879,1331,378,11716
,,,,,
"RURAL (036)",115905,24666,2290,1797,87281
"Hombres (037)",63933,12206,1187,1200,49426
"Mujeres (038)",51972,12460,1103,597,37855
"PEA (039)",50039,4330,1166,596,43985
"Hombres (040)",40670,2940,806,469,36486
"Mujeres (041)",9369,1390,360,127,7499
"Ocupada (042)",48950,4264,1160,590,42974
"Hombres (043)",39917,2894,801,465,35788
"Mujeres (044)",9033,1370,359,125,7186
"Desocupada (045)",1089,66,6,6,1011
"Hombres (046)",753,46,5,4,698
"Mujeres (047)",336,20,1,2,313
"No PEA (048)",65866,20336,1124,1201,43296
"Hombres (049)",23263,9266,381,731,12940
"Mujeres (050)",42603,11070,743,470,30356
