"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia PASCO (000)",144874,2607,44428,43995,28944,18560,6340
"Jefe o Jefa (001)",36019,,82,6543,13705,11390,4299
"Esposa(o) / compañera(o) (002)",22107,,44,6027,9470,5504,1062
"Hijo(a) / hijastro(a) (003)",67974,1932,36831,25050,3639,508,14
"Yerno / nuera (004)",1600,,23,1055,465,56,1
"Nieto(a) (005)",6276,507,4594,1125,47,3,
"Padres / suegros (006)",1076,,,,45,340,691
"Otro(a) pariente (007)",8227,160,2681,3376,1209,578,223
"Trabajador(a) del hogar (008)",195,,10,132,30,17,6
"Pensionistas (009)",45,,1,25,11,6,2
"Otro(a) no pariente (010)",1355,8,162,662,323,158,42
"Hombres (011)",71658,1300,22685,21515,13975,9257,2926
"Jefe o Jefa (012)",26128,,44,4713,10550,8236,2585
"Esposa(o) / compañera(o) (013)",1181,,20,506,382,226,47
"Hijo(a) / hijastro(a) (014)",35087,969,18789,13184,1890,251,4
"Yerno / nuera (015)",646,,13,328,266,39,
"Nieto(a) (016)",3233,252,2344,614,23,,
"Padres / suegros (017)",310,,,,16,104,190
"Otro(a) pariente (018)",4227,75,1398,1750,633,291,80
"Trabajador(a) del hogar (019)",83,,3,50,15,12,3
"Pensionistas (020)",33,,,19,9,4,1
"Otro(a) no pariente (021)",730,4,74,351,191,94,16
"Mujeres (022)",73216,1307,21743,22480,14969,9303,3414
"Jefe o Jefa (023)",9891,,38,1830,3155,3154,1714
"Esposa(o) / compañera(o) (024)",20926,,24,5521,9088,5278,1015
"Hijo(a) / hijastro(a) (025)",32887,963,18042,11866,1749,257,10
"Yerno / nuera (026)",954,,10,727,199,17,1
"Nieto(a) (027)",3043,255,2250,511,24,3,
"Padres / suegros (028)",766,,,,29,236,501
"Otro(a) pariente (029)",4000,85,1283,1626,576,287,143
"Trabajador(a) del hogar (030)",112,,7,82,15,5,3
"Pensionistas (031)",12,,1,6,2,2,1
"Otro(a) no pariente (032)",625,4,88,311,132,64,26
,,,,,,,
"URBANA (033)",110696,2026,33439,33512,22879,14305,4535
"Jefe o Jefa (034)",28011,,73,5138,10858,8845,3097
"Esposa(o) / compañera(o) (035)",16704,,41,4474,7378,4124,687
"Hijo(a) / hijastro(a) (036)",51150,1485,27656,18783,2830,384,12
"Yerno / nuera (037)",1283,,16,839,379,48,1
"Nieto(a) (038)",4680,408,3442,791,36,3,
"Padres / suegros (039)",845,,,,42,271,532
"Otro(a) pariente (040)",6599,125,2062,2757,1023,466,166
"Trabajador(a) del hogar (041)",161,,5,113,29,12,2
"Pensionistas (042)",36,,1,19,9,5,2
"Otro(a) no pariente (043)",1227,8,143,598,295,147,36
"Hombres (044)",54295,1008,17038,16236,10926,7047,2040
"Jefe o Jefa (045)",19751,,37,3556,8158,6223,1777
"Esposa(o) / compañera(o) (046)",1026,,20,443,333,192,38
"Hijo(a) / hijastro(a) (047)",26218,739,14096,9755,1438,187,3
"Yerno / nuera (048)",539,,9,269,227,34,
"Nieto(a) (049)",2380,208,1728,425,19,,
"Padres / suegros (050)",237,,,,15,77,145
"Otro(a) pariente (051)",3405,57,1084,1423,544,236,61
"Trabajador(a) del hogar (052)",70,,1,43,15,10,1
"Pensionistas (053)",26,,,14,8,3,1
"Otro(a) no pariente (054)",643,4,63,308,169,85,14
"Mujeres (055)",56401,1018,16401,17276,11953,7258,2495
"Jefe o Jefa (056)",8260,,36,1582,2700,2622,1320
"Esposa(o) / compañera(o) (057)",15678,,21,4031,7045,3932,649
"Hijo(a) / hijastro(a) (058)",24932,746,13560,9028,1392,197,9
"Yerno / nuera (059)",744,,7,570,152,14,1
"Nieto(a) (060)",2300,200,1714,366,17,3,
"Padres / suegros (061)",608,,,,27,194,387
"Otro(a) pariente (062)",3194,68,978,1334,479,230,105
"Trabajador(a) del hogar (063)",91,,4,70,14,2,1
"Pensionistas (064)",10,,1,5,1,2,1
"Otro(a) no pariente (065)",584,4,80,290,126,62,22
,,,,,,,
"RURAL (066)",34178,581,10989,10483,6065,4255,1805
"Jefe o Jefa (067)",8008,,9,1405,2847,2545,1202
"Esposa(o) / compañera(o) (068)",5403,,3,1553,2092,1380,375
"Hijo(a) / hijastro(a) (069)",16824,447,9175,6267,809,124,2
"Yerno / nuera (070)",317,,7,216,86,8,
"Nieto(a) (071)",1596,99,1152,334,11,,
"Padres / suegros (072)",231,,,,3,69,159
"Otro(a) pariente (073)",1628,35,619,619,186,112,57
"Trabajador(a) del hogar (074)",34,,5,19,1,5,4
"Pensionistas (075)",9,,,6,2,1,
"Otro(a) no pariente (076)",128,,19,64,28,11,6
"Hombres (077)",17363,292,5647,5279,3049,2210,886
"Jefe o Jefa (078)",6377,,7,1157,2392,2013,808
"Esposa(o) / compañera(o) (079)",155,,,63,49,34,9
"Hijo(a) / hijastro(a) (080)",8869,230,4693,3429,452,64,1
"Yerno / nuera (081)",107,,4,59,39,5,
"Nieto(a) (082)",853,44,616,189,4,,
"Padres / suegros (083)",73,,,,1,27,45
"Otro(a) pariente (084)",822,18,314,327,89,55,19
"Trabajador(a) del hogar (085)",13,,2,7,,2,2
"Pensionistas (086)",7,,,5,1,1,
"Otro(a) no pariente (087)",87,,11,43,22,9,2
"Mujeres (088)",16815,289,5342,5204,3016,2045,919
"Jefe o Jefa (089)",1631,,2,248,455,532,394
"Esposa(o) / compañera(o) (090)",5248,,3,1490,2043,1346,366
"Hijo(a) / hijastro(a) (091)",7955,217,4482,2838,357,60,1
"Yerno / nuera (092)",210,,3,157,47,3,
"Nieto(a) (093)",743,55,536,145,7,,
"Padres / suegros (094)",158,,,,2,42,114
"Otro(a) pariente (095)",806,17,305,292,97,57,38
