"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUALGAYOC",,,,,,,,,
"Viviendas particulares (001)",2280,1527,322,76,194,11,4,9,137
"Ocupantes presentes (002)",9407,6263,1408,285,767,62,13,43,566
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2264,1526,318,75,186,11,3,8,137
"Ocupantes presentes (005)",9344,6255,1396,283,731,62,11,40,566
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,,1,,,,1,,
"Ocupantes presentes (008)",4,,2,,,,2,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",5,,2,1,1,,,1,
"Ocupantes presentes (011)",15,,9,2,1,,,3,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",4,1,1,,2,,,,
"Ocupantes presentes (014)",18,8,1,,9,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",5,,,,5,,,,
"Ocupantes presentes (017)",26,,,,26,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",350,254,36,7,29,4,3,2,15
"Ocupantes presentes (029)",1360,1001,143,21,97,24,8,10,56
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",339,253,32,6,26,4,2,1,15
"Ocupantes presentes (032)",1323,993,131,19,87,24,6,7,56
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,,1,,,,1,,
"Ocupantes presentes (035)",4,,2,,,,2,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",5,,2,1,1,,,1,
"Ocupantes presentes (038)",15,,9,2,1,,,3,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",4,1,1,,2,,,,
"Ocupantes presentes (041)",18,8,1,,9,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1930,1273,286,69,165,7,1,7,122
"Ocupantes presentes (056)",8047,5262,1265,264,670,38,5,33,510
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1925,1273,286,69,160,7,1,7,122
"Ocupantes presentes (059)",8021,5262,1265,264,644,38,5,33,510
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",5,,,,5,,,,
"Ocupantes presentes (071)",26,,,,26,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
