"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUAMALIES (000)",56569,23067,2526,557,30465
"Hombres (001)",28674,10898,1247,341,16207
"Mujeres (002)",27895,12169,1279,216,14258
"PEA (003)",20112,3748,1288,204,14885
"Hombres (004)",15377,2637,761,167,11820
"Mujeres (005)",4735,1111,527,37,3065
"Ocupada (006)",18368,3429,1266,198,13488
"Hombres (007)",14186,2467,746,163,10818
"Mujeres (008)",4182,962,520,35,2670
"Desocupada (009)",1744,319,22,6,1397
"Hombres (010)",1191,170,15,4,1002
"Mujeres (011)",553,149,7,2,395
"No PEA (012)",36457,19319,1238,353,15580
"Hombres (013)",13297,8261,486,174,4387
"Mujeres (014)",23160,11058,752,179,11193
,,,,,
"URBANA (018)",16163,5869,1898,334,8083
"Hombres (019)",7934,2739,937,230,4035
"Mujeres (020)",8229,3130,961,104,4048
"PEA (021)",5640,942,950,127,3630
"Hombres (022)",3902,614,552,104,2637
"Mujeres (023)",1738,328,398,23,993
"Ocupada (024)",5290,863,935,122,3379
"Hombres (025)",3655,568,542,101,2449
"Mujeres (026)",1635,295,393,21,930
"Desocupada (027)",350,79,15,5,251
"Hombres (028)",247,46,10,3,188
"Mujeres (029)",103,33,5,2,63
"No PEA (030)",10523,4927,948,207,4453
"Hombres (031)",4032,2125,385,126,1398
"Mujeres (032)",6491,2802,563,81,3055
,,,,,
"RURAL (036)",40406,17198,628,223,22382
"Hombres (037)",20740,8159,310,111,12172
"Mujeres (038)",19666,9039,318,112,10210
"PEA (039)",14472,2806,338,77,11255
"Hombres (040)",11475,2023,209,63,9183
"Mujeres (041)",2997,783,129,14,2072
"Ocupada (042)",13078,2566,331,76,10109
"Hombres (043)",10531,1899,204,62,8369
"Mujeres (044)",2547,667,127,14,1740
"Desocupada (045)",1394,240,7,1,1146
"Hombres (046)",944,124,5,1,814
"Mujeres (047)",450,116,2,,332
"No PEA (048)",25934,14392,290,146,11127
"Hombres (049)",9265,6136,101,48,2989
"Mujeres (050)",16669,8256,189,98,8138
