"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia UTCUBAMBA (000)",1565,366,1199
"De 14 a 29 años (001)",849,296,553
"De 30 a 44 años (002)",413,58,355
"De 45 a 64 años (003)",246,12,234
"De 65 y más años (004)",57,,57
"Hombres (005)",1231,235,996
"De 14 a 29 años (006)",600,184,416
"De 30 a 44 años (007)",352,42,310
"De 45 a 64 años (008)",225,9,216
"De 65 y más años (009)",54,,54
"Mujeres (010)",334,131,203
"De 14 a 29 años (011)",249,112,137
"De 30 a 44 años (012)",61,16,45
"De 45 a 64 años (013)",21,3,18
"De 65 y más años (014)",3,,3
,,,
"AREA URBANA (015)",944,245,699
"De 14 a 29 años (016)",511,195,316
"De 30 a 44 años (017)",244,41,203
"De 45 a 64 años (018)",156,9,147
"De 65 y más años (019)",33,,33
"Hombres (020)",711,153,558
"De 14 a 29 años (021)",342,119,223
"De 30 a 44 años (022)",197,28,169
"De 45 a 64 años (023)",141,6,135
"De 65 y más años (024)",31,,31
"Mujeres (025)",233,92,141
"De 14 a 29 años (026)",169,76,93
"De 30 a 44 años (027)",47,13,34
"De 45 a 64 años (028)",15,3,12
"De 65 y más años (029)",2,,2
,,,
"AREA RURAL (030)",621,121,500
"De 14 a 29 años (031)",338,101,237
"De 30 a 44 años (032)",169,17,152
"De 45 a 64 años (033)",90,3,87
"De 65 y más años (034)",24,,24
"Hombres (035)",520,82,438
"De 14 a 29 años (036)",258,65,193
"De 30 a 44 años (037)",155,14,141
"De 45 a 64 años (038)",84,3,81
"De 65 y más años (039)",23,,23
"Mujeres (040)",101,39,62
"De 14 a 29 años (041)",80,36,44
"De 30 a 44 años (042)",14,3,11
"De 45 a 64 años (043)",6,,6
"De 65 y más años (044)",1,,1
