"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PALLASCA (000)",27147,4595,2301,485,19781
"Sin Nivel (001)",5095,939,224,21,3911
"Educación Inicial (002)",1033,457,86,6,484
"Primaria (003)",12210,2251,560,121,9280
"Secundaria (004)",6179,839,468,171,4704
"Sup. no Univ. Incompleta (005)",570,24,98,21,428
"Sup. no Univ. Completa (006)",676,30,231,56,359
"Sup. Univ. Incompleta (007)",430,23,111,23,275
"Sup. Univ. Completa (008)",954,32,523,66,340
"Hombres (010)",13740,2239,1236,384,9895
"Sin Nivel (011)",1704,459,83,12,1150
"Educación Inicial (012)",525,222,41,3,259
"Primaria (013)",6246,1105,282,87,4774
"Secundaria (014)",3607,400,267,145,2798
"Sup. no Univ. Incompleta (015)",395,15,75,18,288
"Sup. no Univ. Completa (016)",405,12,126,48,219
"Sup. Univ. Incompleta (017)",286,9,72,19,188
"Sup. Univ. Completa (018)",572,17,290,52,219
"Mujeres (020)",13407,2356,1065,101,9886
"Sin Nivel (021)",3391,480,141,9,2761
"Educación Inicial (022)",508,235,45,3,225
"Primaria (023)",5964,1146,278,34,4506
"Secundaria (024)",2572,439,201,26,1906
"Sup. no Univ. Incompleta (025)",175,9,23,3,140
"Sup. no Univ. Completa (026)",271,18,105,8,140
"Sup. Univ. Incompleta (027)",144,14,39,4,87
"Sup. Univ. Completa (028)",382,15,233,14,121
,,,,,
"URBANA (030)",14162,2371,1804,304,9694
"Sin Nivel (031)",2346,431,173,15,1727
"Educación Inicial (032)",510,228,69,4,209
"Primaria (033)",5694,1082,434,70,4109
"Secundaria (034)",3656,543,392,102,2622
"Sup. no Univ. Incompleta (035)",429,20,80,13,316
"Sup. no Univ. Completa (036)",498,23,178,31,266
"Sup. Univ. Incompleta (037)",342,18,93,20,213
"Sup. Univ. Completa (038)",687,26,385,49,232
"Hombres (040)",7093,1155,960,227,4761
"Sin Nivel (041)",747,218,61,8,460
"Educación Inicial (042)",267,118,32,3,114
"Primaria (043)",2841,533,219,45,2045
"Secundaria (044)",2026,244,217,80,1488
"Sup. no Univ. Incompleta (045)",284,12,59,10,203
"Sup. no Univ. Completa (046)",291,11,94,27,159
"Sup. Univ. Incompleta (047)",229,7,62,16,146
"Sup. Univ. Completa (048)",408,12,216,38,146
"Mujeres (050)",7069,1216,844,77,4933
"Sin Nivel (051)",1599,213,112,7,1267
"Educación Inicial (052)",243,110,37,1,95
"Primaria (053)",2853,549,215,25,2064
"Secundaria (054)",1630,299,175,22,1134
"Sup. no Univ. Incompleta (055)",145,8,21,3,113
"Sup. no Univ. Completa (056)",207,12,84,4,107
"Sup. Univ. Incompleta (057)",113,11,31,4,67
"Sup. Univ. Completa (058)",279,14,169,11,86
,,,,,
"RURAL (060)",12985,2224,497,181,10087
"Sin Nivel (061)",2749,508,51,6,2184
"Educación Inicial (062)",523,229,17,2,275
"Primaria (063)",6516,1169,126,51,5171
"Secundaria (064)",2523,296,76,69,2082
"Sup. no Univ. Incompleta (065)",141,4,18,8,112
"Sup. no Univ. Completa (066)",178,7,53,25,93
"Sup. Univ. Incompleta (067)",88,5,18,3,62
"Sup. Univ. Completa (068)",267,6,138,17,108
"Hombres (070)",6647,1084,276,157,5134
"Sin Nivel (071)",957,241,22,4,690
"Educación Inicial (072)",258,104,9,,145
"Primaria (073)",3405,572,63,42,2729
"Secundaria (074)",1581,156,50,65,1310
"Sup. no Univ. Incompleta (075)",111,3,16,8,85
"Sup. no Univ. Completa (076)",114,1,32,21,60
"Sup. Univ. Incompleta (077)",57,2,10,3,42
"Sup. Univ. Completa (078)",164,5,74,14,73
"Mujeres (080)",6338,1140,221,24,4953
"Sin Nivel (081)",1792,267,29,2,1494
"Educación Inicial (082)",265,125,8,2,130
"Primaria (083)",3111,597,63,9,2442
"Secundaria (084)",942,140,26,4,772
"Sup. no Univ. Incompleta (085)",30,1,2,,27
"Sup. no Univ. Completa (086)",64,6,21,4,33
"Sup. Univ. Incompleta (087)",31,3,8,,20
"Sup. Univ. Completa (088)",103,1,64,3,35
