"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUANCABAMBA (000)",85954,16561,15621,14893,13181,10246,15452
"Católica (001)",75354,14729,13852,13004,11526,8850,13393
"Cristiana/Evangélica (002)",8536,1424,1344,1505,1318,1158,1787
"Otra (003)",1103,219,188,192,200,155,149
"Ninguna (004)",961,189,237,192,137,83,123
"Hombres (006)",42865,8473,8015,7325,6447,5028,7577
"Católica (007)",38019,7624,7226,6468,5690,4387,6624
"Cristiana/Evangélica (008)",3783,645,580,648,576,521,813
"Otra (009)",518,102,72,84,101,79,80
"Ninguna (010)",545,102,137,125,80,41,60
"Mujeres (012)",43089,8088,7606,7568,6734,5218,7875
"Católica (013)",37335,7105,6626,6536,5836,4463,6769
"Cristiana/Evangélica (014)",4753,779,764,857,742,637,974
"Otra (015)",585,117,116,108,99,76,69
"Ninguna (016)",416,87,100,67,57,42,63
,,,,,,,
"URBANA (018)",11737,2046,1971,2238,2074,1446,1962
"Católica (019)",10759,1900,1792,2009,1900,1337,1821
"Cristiana/Evangélica (020)",670,98,122,160,112,69,109
"Otra (021)",224,41,38,46,44,29,26
"Ninguna (022)",84,7,19,23,18,11,6
"Hombres (024)",5694,1034,960,1031,1003,717,949
"Católica (025)",5216,976,878,912,911,657,882
"Cristiana/Evangélica (026)",321,39,57,81,57,38,49
"Otra (027)",106,17,15,21,24,16,13
"Ninguna (028)",51,2,10,17,11,6,5
"Mujeres (030)",6043,1012,1011,1207,1071,729,1013
"Católica (031)",5543,924,914,1097,989,680,939
"Cristiana/Evangélica (032)",349,59,65,79,55,31,60
"Otra (033)",118,24,23,25,20,13,13
"Ninguna (034)",33,5,9,6,7,5,1
,,,,,,,
"RURAL (036)",74217,14515,13650,12655,11107,8800,13490
"Católica (037)",64595,12829,12060,10995,9626,7513,11572
"Cristiana/Evangélica (038)",7866,1326,1222,1345,1206,1089,1678
"Otra (039)",879,178,150,146,156,126,123
"Ninguna (040)",877,182,218,169,119,72,117
"Hombres (042)",37171,7439,7055,6294,5444,4311,6628
"Católica (043)",32803,6648,6348,5556,4779,3730,5742
"Cristiana/Evangélica (044)",3462,606,523,567,519,483,764
"Otra (045)",412,85,57,63,77,63,67
"Ninguna (046)",494,100,127,108,69,35,55
"Mujeres (048)",37046,7076,6595,6361,5663,4489,6862
"Católica (049)",31792,6181,5712,5439,4847,3783,5830
"Cristiana/Evangélica (050)",4404,720,699,778,687,606,914
"Otra (051)",467,93,93,83,79,63,56
"Ninguna (052)",383,82,91,61,50,37,62
