"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia TOCACHE (000)",709,205,504
"Sin nivel (001)",46,10,36
"Educación inicial (002)",2,,2
"Primaria (003)",246,59,187
"Secundaria (004)",313,109,204
"Superior no univ. incompleta (005)",38,11,27
"Superior no univ. completa (006)",39,12,27
"Superior univ. incompleta (007)",13,3,10
"Superior univ. completa (008)",12,1,11
"De 14 a 29 años (010)",377,142,235
"Sin nivel (011)",9,3,6
"Educación inicial (012)",2,,2
"Primaria (013)",87,28,59
"Secundaria (014)",209,90,119
"Superior no univ. incompleta (015)",28,10,18
"Superior no univ. completa (016)",25,7,18
"Superior univ. incompleta (017)",10,3,7
"Superior univ. completa (018)",7,1,6
"De 30 a 44 años (020)",193,46,147
"Sin nivel (021)",16,4,12
"Primaria (023)",83,21,62
"Secundaria (024)",67,16,51
"Superior no univ. incompleta (025)",9,1,8
"Superior no univ. completa (026)",12,4,8
"Superior univ. incompleta (027)",2,,2
"Superior univ. completa (028)",4,,4
"De 45 a 64 años (030)",119,17,102
"Sin nivel (031)",14,3,11
"Primaria (033)",66,10,56
"Secundaria (034)",34,3,31
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",2,1,1
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",1,,1
"De 65 y más años (040)",20,,20
"Sin nivel (041)",7,,7
"Primaria (043)",10,,10
"Secundaria (044)",3,,3
,,,
"AREA URBANA (050)",423,95,328
"Sin nivel (051)",13,2,11
"Educación inicial (052)",2,,2
"Primaria (053)",133,25,108
"Secundaria (054)",195,54,141
"Superior no univ. incompleta (055)",28,5,23
"Superior no univ. completa (056)",30,7,23
"Superior univ. incompleta (057)",11,1,10
"Superior univ. completa (058)",11,1,10
"De 14 a 29 años (060)",222,74,148
"Sin nivel (061)",2,,2
"Educación inicial (062)",2,,2
"Primaria (063)",37,13,24
"Secundaria (064)",127,50,77
"Superior no univ. incompleta (065)",19,4,15
"Superior no univ. completa (066)",20,5,15
"Superior univ. incompleta (067)",8,1,7
"Superior univ. completa (068)",7,1,6
"De 30 a 44 años (070)",108,13,95
"Sin nivel (071)",3,1,2
"Primaria (073)",43,5,38
"Secundaria (074)",40,4,36
"Superior no univ. incompleta (075)",8,1,7
"Superior no univ. completa (076)",9,2,7
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",3,,3
"De 45 a 64 años (080)",78,8,70
"Sin nivel (081)",4,1,3
"Primaria (083)",45,7,38
"Secundaria (084)",25,,25
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",1,,1
"Superior univ. incompleta (087)",1,,1
"Superior univ. completa (088)",1,,1
"De 65 y más años (090)",15,,15
"Sin nivel (091)",4,,4
"Primaria (093)",8,,8
"Secundaria (094)",3,,3
,,,
"AREA RURAL (100)",286,110,176
"Sin nivel (101)",33,8,25
"Primaria (103)",113,34,79
"Secundaria (104)",118,55,63
"Superior no univ. incompleta (105)",10,6,4
"Superior no univ. completa (106)",9,5,4
"Superior univ. incompleta (107)",2,2,
"Superior univ. completa (108)",1,,1
"De 14 a 29 años (110)",155,68,87
"Sin nivel (111)",7,3,4
"Primaria (113)",50,15,35
"Secundaria (114)",82,40,42
"Superior no univ. incompleta (115)",9,6,3
"Superior no univ. completa (116)",5,2,3
"Superior univ. incompleta (117)",2,2,
"De 30 a 44 años (120)",85,33,52
"Sin nivel (121)",13,3,10
"Primaria (123)",40,16,24
"Secundaria (124)",27,12,15
"Superior no univ. incompleta (125)",1,,1
"Superior no univ. completa (126)",3,2,1
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",41,9,32
"Sin nivel (131)",10,2,8
"Primaria (133)",21,3,18
"Secundaria (134)",9,3,6
"Superior no univ. completa (136)",1,1,
"De 65 y más años (140)",5,,5
"Sin nivel (141)",3,,3
"Primaria (143)",2,,2
