"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANCA SANCOS (000)",9923,1718,232,4487,2488,183,378,137,300
"Quechua (001)",8017,1456,135,3817,1941,134,276,85,173
"Aymara (002)",29,3,1,11,11,1,,,2
"Ashaninca (003)",1,,,,,,1,,
"Castellano (005)",1858,241,96,659,536,48,101,52,125
"Es sordomudo/a (007)",18,18,,,,,,,
"Hombres (009)",4801,457,102,2056,1533,107,216,114,216
"Quechua (010)",3808,339,56,1724,1218,86,177,74,134
"Aymara (011)",13,1,,3,7,,,,2
"Ashaninca (012)",1,,,,,,1,,
"Castellano (014)",971,109,46,329,308,21,38,40,80
"Es sordomudo/a (016)",8,8,,,,,,,
"Mujeres (018)",5122,1261,130,2431,955,76,162,23,84
"Quechua (019)",4209,1117,79,2093,723,48,99,11,39
"Aymara (020)",16,2,1,8,4,1,,,
"Castellano (023)",887,132,50,330,228,27,63,12,45
"Es sordomudo/a (025)",10,10,,,,,,,
,,,,,,,,,
"URBANA (027)",6708,943,176,2926,1826,144,330,91,272
"Quechua (028)",4953,716,84,2296,1325,101,233,43,155
"Aymara (029)",22,1,1,7,10,1,,,2
"Ashaninca (030)",1,,,,,,1,,
"Castellano (032)",1718,212,91,623,491,42,96,48,115
"Es sordomudo/a (034)",14,14,,,,,,,
"Hombres (036)",3249,257,78,1308,1080,78,179,74,195
"Quechua (037)",2338,152,35,994,796,61,143,37,120
"Aymara (038)",9,,,1,6,,,,2
"Ashaninca (039)",1,,,,,,1,,
"Castellano (041)",893,97,43,313,278,17,35,37,73
"Es sordomudo/a (043)",8,8,,,,,,,
"Mujeres (045)",3459,686,98,1618,746,66,151,17,77
"Quechua (046)",2615,564,49,1302,529,40,90,6,35
"Aymara (047)",13,1,1,6,4,1,,,
"Castellano (050)",825,115,48,310,213,25,61,11,42
"Es sordomudo/a (052)",6,6,,,,,,,
,,,,,,,,,
"RURAL (054)",3215,775,56,1561,662,39,48,46,28
"Quechua (055)",3064,740,51,1521,616,33,43,42,18
"Aymara (056)",7,2,,4,1,,,,
"Castellano (059)",140,29,5,36,45,6,5,4,10
"Es sordomudo/a (061)",4,4,,,,,,,
"Hombres (063)",1552,200,24,748,453,29,37,40,21
"Quechua (064)",1470,187,21,730,422,25,34,37,14
"Aymara (065)",4,1,,2,1,,,,
"Castellano (068)",78,12,3,16,30,4,3,3,7
"Mujeres (072)",1663,575,32,813,209,10,11,6,7
"Quechua (073)",1594,553,30,791,194,8,9,5,4
"Aymara (074)",3,1,,2,,,,,
"Castellano (077)",62,17,2,20,15,2,2,1,3
"Es sordomudo/a (079)",4,4,,,,,,,
