"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia VICTOR FAJARDO (000)",23946,4941,667,10546,5732,505,832,181,542
"Quechua (001)",20647,4497,485,9519,4825,344,573,117,287
"Aymara (002)",37,8,1,7,15,2,3,,1
"Ashaninca (003)",2,,,,1,,1,,
"Otra lengua nativa (004)",9,1,,2,5,,1,,
"Castellano (005)",3213,401,181,1016,884,159,254,64,254
"Es sordomudo/a (007)",38,34,,2,2,,,,
"Hombres (009)",11544,1202,331,5135,3485,325,531,138,397
"Quechua (010)",9692,982,245,4619,2948,219,369,88,222
"Aymara (011)",17,3,,3,8,1,1,,1
"Ashaninca (012)",1,,,,,,1,,
"Otra lengua nativa (013)",7,,,1,5,,1,,
"Castellano (014)",1806,200,86,510,522,105,159,50,174
"Es sordomudo/a (016)",21,17,,2,2,,,,
"Mujeres (018)",12402,3739,336,5411,2247,180,301,43,145
"Quechua (019)",10955,3515,240,4900,1877,125,204,29,65
"Aymara (020)",20,5,1,4,7,1,2,,
"Ashaninca (021)",1,,,,1,,,,
"Otra lengua nativa (022)",2,1,,1,,,,,
"Castellano (023)",1407,201,95,506,362,54,95,14,80
"Es sordomudo/a (025)",17,17,,,,,,,
,,,,,,,,,
"URBANA (027)",17845,3266,483,7597,4640,452,751,162,494
"Quechua (028)",14988,2901,330,6720,3848,305,513,103,268
"Aymara (029)",25,5,1,3,11,1,3,,1
"Ashaninca (030)",2,,,,1,,1,,
"Otra lengua nativa (031)",8,1,,2,4,,1,,
"Castellano (032)",2797,336,152,871,775,146,233,59,225
"Es sordomudo/a (034)",25,23,,1,1,,,,
"Hombres (036)",8670,779,245,3627,2758,289,479,121,372
"Quechua (037)",7062,601,171,3195,2296,189,328,75,207
"Aymara (038)",12,2,,2,5,1,1,,1
"Ashaninca (039)",1,,,,,,1,,
"Otra lengua nativa (040)",6,,,1,4,,1,,
"Castellano (041)",1574,163,74,428,452,99,148,46,164
"Es sordomudo/a (043)",15,13,,1,1,,,,
"Mujeres (045)",9175,2487,238,3970,1882,163,272,41,122
"Quechua (046)",7926,2300,159,3525,1552,116,185,28,61
"Aymara (047)",13,3,1,1,6,,2,,
"Ashaninca (048)",1,,,,1,,,,
"Otra lengua nativa (049)",2,1,,1,,,,,
"Castellano (050)",1223,173,78,443,323,47,85,13,61
"Es sordomudo/a (052)",10,10,,,,,,,
,,,,,,,,,
"RURAL (054)",6101,1675,184,2949,1092,53,81,19,48
"Quechua (055)",5659,1596,155,2799,977,39,60,14,19
"Aymara (056)",12,3,,4,4,1,,,
"Otra lengua nativa (058)",1,,,,1,,,,
"Castellano (059)",416,65,29,145,109,13,21,5,29
"Es sordomudo/a (061)",13,11,,1,1,,,,
"Hombres (063)",2874,423,86,1508,727,36,52,17,25
"Quechua (064)",2630,381,74,1424,652,30,41,13,15
"Aymara (065)",5,1,,1,3,,,,
"Otra lengua nativa (067)",1,,,,1,,,,
"Castellano (068)",232,37,12,82,70,6,11,4,10
"Es sordomudo/a (070)",6,4,,1,1,,,,
"Mujeres (072)",3227,1252,98,1441,365,17,29,2,23
"Quechua (073)",3029,1215,81,1375,325,9,19,1,4
"Aymara (074)",7,2,,3,1,1,,,
"Castellano (077)",184,28,17,63,39,7,10,1,19
"Es sordomudo/a (079)",7,7,,,,,,,
